chromosome	EdU_start	EdU_end	readID	read_start	read_end	strand
chr5	44424915	44427871	4280ca76-5f3b-466b-85b4-d6f261f7daab	44424824	44441894	fwd
chr5	49659604	49661264	be4ba0dc-5789-4082-aa15-27ca894bbab3	49656288	49661871	fwd
chr5	55165855	55167071	c9d39f90-d6ce-4b24-93e6-b42c8b1a48e7	55162878	55175818	fwd
chr5	59532118	59533595	b915e6cf-3628-4793-8da7-e022c35750b3	59522623	59533602	rev
chr5	80853492	80857531	970ec156-4fcc-4004-bfc4-9a78e54580eb	80852538	80864606	fwd
chr5	121390084	121392304	a9af70ab-2e6a-4716-96cc-c0ea36f172d6	121378039	121392311	fwd
chr5	121677858	121681026	29a92ece-873a-4ea3-9f09-167d64465f68	121661387	121681032	fwd
chr5	151495329	151497442	99d7fc3c-1e2e-4e6f-8e18-0f10207e8915	151488046	151502315	fwd
chr5	161593155	161595053	9cb2a2b7-af8b-4ddd-8dc8-cd00b8839dad	161589701	161604140	rev
chr5	173169025	173173433	5e792145-bf56-472e-9fa5-f759dc702a01	173169002	173182304	fwd
chr5	173190451	173191468	eb760fe6-419e-40b0-9675-e94d33ac708e	173186148	173198635	fwd
chr5	176342764	176344272	75b8dd85-cd15-46bf-811e-73fd206d43f9	176336320	176348129	fwd
chr5	180525331	180527358	9a58a825-8f7e-4497-a1f1-62019fe81629	180523574	180530982	fwd
chr6	10298512	10301029	5fb8e07c-2080-410b-bf28-042afd9d4087	10287679	10301034	rev
chr6	13825681	13826813	38a1b098-3ba1-43df-9217-5f7ce1090a99	13812869	13829451	fwd
chr6	46774843	46777577	3b4e2994-19b8-4c45-8a9c-77bbaa53dcf0	46774833	46783075	rev
chr6	54549904	54551921	f793795d-0a58-45ae-b35b-b59bee910a01	54543522	54558222	fwd
chr6	63141084	63142820	34515591-8b61-4e30-8e4b-6d459168ed9c	63134781	63144627	fwd
chr6	65758202	65759322	0f9dab25-f447-469a-ae4d-d3d2f6c020aa	65755268	65765626	rev
chr6	67001044	67002499	b2792e19-3b8c-46b0-b6e3-566d9d748bca	66994740	67004157	fwd
chr6	77174825	77176027	b2fe77d1-4cae-4d3c-a2d4-b126357a7a84	77164304	77179889	rev
chr6	79716154	79717768	3e0d70fe-bd0e-4d56-87ea-d05258415ab2	79711357	79720516	fwd
chr6	90804371	90805645	f8d07dfc-39b5-42fd-8b5d-d2bb60111bc4	90797651	90814156	fwd
chr6	136517448	136518760	fe4cae3e-4ce8-41ad-917e-ed2e6efe9925	136515535	136531526	rev
chr6	136708370	136710615	4759caad-f322-4c3f-add2-529399790c1b	136701348	136710886	fwd
chr6	137748944	137750795	4c3f36e2-70e5-4b66-9dd7-d6daea8d84a9	137744134	137753368	rev
chr6	141006331	141007668	427b3670-4514-4169-8655-1d2c036e36a4	141006326	141015298	rev
chr6	155421677	155425191	fd0a708e-a2ab-4c47-9411-3ccf97e023cd	155417171	155429553	fwd
chr6	155756173	155758425	c81fe245-de98-4009-9fab-d89e41eb6f3b	155752925	155764520	rev
chr6	156673292	156674892	1ce4b590-ddfe-4fc5-88aa-08c691498a32	156665574	156678402	rev
chr7	3217399	3223284	dec1adc0-2f2e-4e0a-ab9f-8165448ba375	3213788	3226694	rev
chr7	29113059	29115752	da9c3206-d495-4eb4-a544-fe7316ec1066	29109114	29115761	fwd
chr7	29816354	29818160	27478e35-da35-445f-b460-fff304b05b9b	29804024	29819957	fwd
chr7	35823643	35827657	5f1ebea1-3a3f-4f34-a5a3-77c20b3a4dfd	35822233	35830898	fwd
chr7	39819040	39820447	d03edc38-1bcd-4b26-9e16-314107071eca	39816827	39823714	fwd
chr7	50202133	50203507	6a7c9ad2-1595-49a8-94c4-767c4c1acedf	50200512	50213766	rev
chr7	52606435	52607566	53b017f0-7205-4c0e-92e0-98ef55957f76	52597138	52607572	rev
chr7	57590799	57592426	88d7fdae-9506-4f24-80db-8040748ddf56	57589922	57605577	fwd
chr7	63244013	63249605	f6aaf1da-dd64-49cf-ad2e-5318656689ca	63239160	63249725	rev
chr7	82705589	82706770	1e888728-b600-40ec-9c50-c3d8dfb8fc08	82701335	82708614	rev
chr7	83976505	83981353	64a3e8b1-4588-462c-8b40-475ebabd0a4d	83972019	83994251	rev
chr7	86022286	86025508	901c9fd1-240f-481c-af4b-52b06d09572e	86015729	86025513	fwd
chr7	93714786	93717761	9f77efb0-3960-4f05-ac35-adbd0fad743f	93705006	93718087	rev
chr7	98581297	98582422	5d75294f-caba-4ce1-9264-e2ed6fb4a875	98581292	98589372	rev
chr7	102384643	102386582	139095d4-3cc8-4365-af62-ad3b95b0dee2	102381687	102393205	fwd
chr7	120433941	120435788	5600c990-fac1-48f7-a512-7f9b284df4b8	120430045	120441669	rev
chr7	123586804	123588507	a9438818-529f-4945-b78c-4293938d39b4	123580687	123588512	fwd
chr7	125688036	125690174	95953587-2e32-4a16-995e-9b2423db5122	125678564	125690179	rev
chr7	137966955	137967992	a780115a-aaa0-4f0f-92b5-b4dabd44dbb5	137965152	137974401	rev
chr8	36381849	36383789	2f38d079-a495-476f-9f5c-e55f0a4a3b80	36378214	36383793	rev
chr8	37037340	37039007	f405faf0-0315-466d-9bd1-eb4b46b8e492	37026651	37041297	rev
chr8	40969122	40973595	e7f349da-3001-437c-baac-70719a418d2c	40969117	40977239	fwd
chr8	49046036	49048065	eef0f949-f0c2-4fc3-9ed7-5a88b8a27371	49043578	49051648	rev
chr8	58922665	58924304	8d2ee18e-fec3-4b1e-950c-dff02c639020	58920520	58926208	rev
chr8	61183777	61185895	c20b4898-522e-4c9c-9ee5-693b2c2af654	61178403	61194656	fwd
chr8	68590001	68591163	adf303f8-6f7f-4b1a-aa39-731b3a0d3943	68587799	68601974	fwd
chr8	73658056	73662381	9658ab91-e42d-44c3-b233-e7ac8ad8c4f9	73653197	73663332	rev
chr8	79467376	79468546	41f392a7-e20a-4f95-ad48-bf2a5db0a650	79467371	79477804	fwd
chr8	90367565	90368582	dcd1227d-17ee-4edb-8b7f-0135aba0fd80	90365467	90375413	fwd
chr8	96806317	96809407	6f5a68ce-66fd-4ca9-9826-0e6d87239d7d	96806313	96817128	fwd
chr8	103406634	103408028	a1715d6b-3dfa-4453-b9fd-6d44c915a31b	103406628	103413395	rev
chr8	105524586	105525601	01021746-afcf-4d98-b161-f5c5fe1b749d	105520030	105529991	rev
chr8	123210417	123212574	19146341-965d-4f98-a85e-0a8e82ff90de	123203366	123212578	rev
chr8	126876919	126878360	8ad7cf37-0466-4cb6-b0b8-2d542fec429c	126871394	126881797	rev
chr8	127694354	127696232	a8699e56-a794-4eac-9efc-9c9d21d7954f	127685850	127699871	fwd
chr8	129969565	129970873	0cc5d2e2-127a-4a77-a413-8c90d1b7e5c9	129959627	129970878	rev
chr8	139740398	139742941	76dada49-83f8-49a5-ac97-00117aa45209	139732415	139744500	fwd
chr9	5891083	5892119	58295669-d14f-4a31-9a1d-010bbfe1e2db	5882846	5894920	rev
chr9	17202157	17204612	8fbf27d5-bda0-41a7-be89-1eb525954ab6	17198122	17209321	fwd
chr9	24408336	24409425	7e494da2-1407-48ef-9e42-d154a437de82	24403223	24410690	fwd
chr9	28817025	28818646	56ba7d3d-b0f4-4a96-926a-36427053e07f	28813036	28826356	rev
chr9	70486465	70488057	cab5c077-2f03-4b3e-bf9a-bcebd6164902	70480218	70491372	rev
chr9	90508253	90509652	661dcca8-58b6-408e-bafd-0e9eb7eb9cad	90501181	90518457	rev
chr9	98300623	98301925	3b1c7ebb-3d57-4f40-8d74-585bcb863e1e	98297963	98305555	rev
chr9	99145775	99146809	56f3369e-5dc0-4ce1-aa20-3ca35f52f19c	99131369	99148824	fwd
chr9	104623639	104625553	e6fa8e4b-6203-4fee-be87-f1128de27a6d	104606825	104634578	rev
chr9	107022268	107025380	47ffc12e-86ab-4137-88e4-1f38506d995a	107017435	107028047	fwd
chr9	117493773	117495916	0faa4818-74ad-42f1-a722-d54ec26fb514	117474830	117495921	fwd
chr9	120403404	120407203	771f84ae-c5bd-49ec-bedb-aa25bf859d3d	120397757	120408998	rev
chr9	126595631	126596633	e4a86196-9cf8-457c-9f67-7cec3fe8f53b	126592280	126599035	fwd
chr9	129046540	129049347	1e543763-9bd1-4b75-aa10-8f1c16fc25b4	129044146	129052972	fwd
chr10	10279632	10281814	d6e8e399-20d5-4b09-8555-64f390677f00	10275594	10287039	rev
chr10	12825847	12826921	cc581710-f8eb-496f-a6f5-e27d239d92a7	12824112	12831408	rev
chr10	20849434	20851553	2738ac92-4a5d-40c6-89b4-b43badac913b	20849355	20859725	fwd
chr10	29339504	29344975	15e4f83c-c44d-4aaf-b898-694f967299cb	29335449	29344980	rev
chr10	41857574	41858838	46bb99ca-1810-454a-9c78-d3928aa1e389	41856987	41865926	rev
chr10	41880406	41881885	2d5b85e4-9dfa-4236-951f-4b6fe2ef200b	41875103	41889896	fwd
chr10	41874938	41893860	1276f8ab-f5fa-486b-870d-e6298d49cc4f	41868704	41904172	fwd
chr10	41897042	41898446	1276f8ab-f5fa-486b-870d-e6298d49cc4f	41868704	41904172	fwd
chr10	41884537	41885894	0cda25fd-d6cc-493e-a9a1-08a470c02ae7	41875787	41892301	fwd
chr10	41877341	41878702	e090b315-f9b9-460d-bd87-24c93c0092b1	41877294	41891012	fwd
chr10	41881765	41882948	e090b315-f9b9-460d-bd87-24c93c0092b1	41877294	41891012	fwd
chr10	41884119	41885600	73646415-e8d4-43e2-a64e-7166ae0eb237	41878779	41891681	fwd
chr10	41884023	41885614	e069bf96-bb9a-4028-94ff-daffb9495af5	41878527	41910681	rev
chr10	41890021	41891985	e069bf96-bb9a-4028-94ff-daffb9495af5	41878527	41910681	rev
chr10	41880810	41883747	b8d7d44c-392a-4af3-950a-fea1595b347f	41880803	41892301	rev
chr10	41889486	41892295	b8d7d44c-392a-4af3-950a-fea1595b347f	41880803	41892301	rev
chr10	41886471	41887662	44c3c2b3-ac54-494d-bb72-1ef31cbd544a	41881793	41895226	fwd
chr10	41891107	41892475	44c3c2b3-ac54-494d-bb72-1ef31cbd544a	41881793	41895226	fwd
chr10	41899091	41907992	76377e34-0cdc-4164-b18d-685e7ec69cf9	41881487	41909961	fwd
chr10	41892100	41893860	e98f4bff-6f1b-4a3a-98bb-2c964fa11879	41882661	41899912	fwd
chr10	41884732	41886268	d22d5ffc-1ba1-4f48-9f79-1a8c314d24d4	41883037	41900378	fwd
chr10	41895517	41896588	d22d5ffc-1ba1-4f48-9f79-1a8c314d24d4	41883037	41900378	fwd
chr10	41885036	41887278	074bcb88-ff8d-492d-97da-fddbee68dc0f	41883842	41900946	fwd
chr10	41899231	41901396	611a5672-38cf-4900-bb26-ef93fdf4404e	41884500	41911747	fwd
chr10	41896203	41898037	d4cc316b-6854-4bf5-a755-b99bf864c743	41889350	41905432	fwd
chr10	41897797	41903058	8a2a3476-d3ad-41a8-afcb-1d9c05ddf875	41891906	41912860	fwd
chr10	41900584	41901994	e1412143-b261-435b-a2fb-3e5179617e03	41895963	41909743	fwd
chr10	41902908	41903913	792adfd2-a9b2-450d-aab3-178d4e5ac9fe	41893512	41916263	fwd
chr10	41910755	41912208	792adfd2-a9b2-450d-aab3-178d4e5ac9fe	41893512	41916263	fwd
chr10	41906720	41909372	409bf0c1-13e2-4ab5-b979-8a03477951c3	41903675	41912758	rev
chr10	42075878	42077590	b0bf3b2c-2423-48cb-b3c3-9118f71e3bdd	42069796	42080668	rev
chr10	49834958	49839273	1335e7c6-87c3-4ad2-b18a-a3e2c3b4560a	49830963	49845421	fwd
chr10	55906385	55907474	9af2a3e8-f98d-4594-986c-15a0737d61cd	55906381	55921498	fwd
chr10	55911425	55912545	9af2a3e8-f98d-4594-986c-15a0737d61cd	55906381	55921498	fwd
chr10	60021818	60022906	10909c6b-8bb3-4cff-a4d1-7f6e52a2b736	60021010	60029153	rev
chr10	60668666	60670310	2dd31739-3f26-4865-bbb9-66a862ac3995	60665081	60671738	rev
chr10	67654219	67656640	7394ae64-4a83-4edd-95db-1c4190c019cc	67643528	67659682	rev
chr10	78883793	78885723	1ec7c594-15d4-4ab3-ab97-b0255f1d1662	78873803	78885728	fwd
chr10	87177600	87179466	a48dff33-660c-43a8-8aca-854bbdfde361	87168368	87182710	rev
chr10	98435813	98436857	9c065cda-8de8-44fe-9e41-6b8334df76cd	98433866	98443989	rev
chr10	111275108	111276633	d03ca7ed-36f3-4986-8ddd-80e595ab0bcc	111268971	111280672	fwd
chr10	123189012	123192279	c1e0b4d6-bb59-4d2d-97e6-cfbff8f57a50	123185060	123198311	fwd
chr10	129591244	129592882	46f30fef-7ca5-4764-9d97-6f838775afd3	129591239	129614613	fwd
chr10	132770040	132771997	cf29c598-02eb-4760-a05f-bcda4eac9244	132756014	132774280	fwd
chr11	7976356	7978918	57b203f2-c8f9-4f4a-89d0-90a2e822545a	7971728	7982202	fwd
chr11	10771284	10772851	55bd9709-fa40-4437-a3c3-0f4ac5f981d3	10765781	10772859	rev
chr11	42984214	42985752	6d21813b-2784-40af-8697-0ac289f448da	42977559	42986527	rev
chr11	44057517	44058721	ed1de73a-b2e1-4cca-8acc-9f8b7095a0c8	44052882	44061377	rev
chr11	50326917	50328282	3331efc1-a118-4980-884d-84e9ca050d3a	50326909	50337553	rev
chr11	66478092	66479110	ea9ad8e5-eee3-48a2-8844-72b949c0ee67	66474703	66489363	fwd
chr11	73678519	73679730	09763430-d3dc-439c-843c-9e9d0f396f67	73671176	73680104	rev
chr11	80962499	80963805	1dc68e43-7fc8-4677-8a9b-a17fe591b8b4	80952660	80967089	rev
chr11	100801862	100806797	464d8392-4d9b-4848-bed4-a12138dea7aa	100800283	100809864	fwd
chr11	104980039	104981952	7849fb17-e3bb-4935-9757-f125a4d18ee8	104973210	104985939	fwd
chr11	111128961	111130963	695e1acc-ffa8-49e9-b7c2-9baf73eeec2c	111127623	111134858	fwd
chr11	116423328	116424738	e8718dc3-f231-49c2-981d-191f19b5f6e8	116418231	116424746	fwd
chr11	131212786	131213863	49927feb-e1f1-41ad-8be7-4a1264a9e9e3	131210148	131223504	rev
chr12	13521425	13522558	d3966d02-556c-46e9-8199-e4f8429c330a	13515075	13527838	fwd
chr12	18977196	18981092	b52d7458-5fde-4052-a635-ed939737a8dc	18971541	18981099	fwd
chr12	26839087	26843682	96028461-421b-4964-bc0a-88a9203e796d	26839044	26847787	rev
chr12	27323324	27325758	029c9cc4-8917-49f3-bebf-6548b0d054f4	27320942	27333311	rev
chr12	29091243	29093009	e99052af-e671-4316-b3e8-e2cd062b878d	29075658	29094416	rev
chr12	43806214	43808488	4250489a-2a03-4a15-b33a-d3991a5b7233	43803240	43814711	fwd
chr12	44993266	44996808	fb0d0e03-d49f-4996-83af-a663ec31f2d8	44991212	44996814	fwd
chr12	52349671	52350734	42b75f10-0b95-4d4e-bb69-e94d313a5a18	52343827	52354323	rev
chr12	53078499	53081831	e3e4431d-02d2-4590-ba52-74dabf56b30c	53072959	53081835	rev
chr12	59521079	59522564	accfef09-9215-4ca6-a038-647d899a8fe2	59517508	59528977	fwd
chr12	65573713	65575333	3992a430-cdd5-484f-ade8-625859cef3f0	65567842	65575350	fwd
chr12	80417110	80419884	a5ab7c90-ec84-4683-b373-c6edd44c661b	80414654	80427179	rev
chr12	87324441	87326889	b05572f3-ed74-4e3a-a353-949c4e650139	87322091	87334421	rev
chr13	35794769	35797951	0fa2ad49-259f-4e3a-8737-12074b867fa3	35789475	35803041	fwd
chr13	37405952	37408112	a9debbf4-d3b7-431c-8929-628dc294a533	37405874	37416510	fwd
chr13	38216381	38218165	e3619a2d-50e6-4088-a9d6-6bbd2e3083f4	38214419	38225521	rev
chr13	44205628	44209316	569dd58e-a649-409e-8ef9-005e48261911	44196872	44215272	rev
chr13	50933545	50935338	fed3c8ec-d93f-4e5c-b583-9ae5691bf884	50922691	50943253	fwd
chr13	60771455	60772937	4586351a-f3c5-429c-862f-bba1f17d80b7	60771450	60780855	rev
chr13	82829953	82831685	6f63321e-9292-4172-bd84-5db5978fa5cc	82827221	82836721	fwd
chrX	15797635	15798637	d6aa7e8c-98fd-4971-9f85-340d1820635e	15788763	15798643	fwd
chrX	36443078	36444359	c564bd26-5304-4b0b-b773-cda384cbcf53	36437671	36444365	fwd
chrX	38839318	38840455	c805ccfa-17a7-4478-bdba-f06284f68c8e	38836324	38848082	rev
chrX	51004229	51005244	6fe43130-61f9-40d5-85c6-2e47b4d66b7b	50997455	51013027	rev
chrX	53797752	53801857	6eba1beb-df56-4579-b549-ff07b6bc71a5	53788325	53808000	rev
chrX	56391917	56396798	6efd07ed-f134-4d48-b214-a15f5f2a73d9	56391908	56403281	rev
chrX	109170099	109171291	d688fc69-d012-426b-9c09-287c6770d163	109163054	109173510	fwd
chrX	112175453	112176879	bce746fc-32c4-479d-ae8f-5386990675bd	112175097	112184193	rev
chrX	125749241	125750666	40959b7a-4bb9-4bee-b040-249a43b79ca5	125746546	125761137	rev
chrX	129474532	129477227	3e0dd996-7522-427c-a4af-8e4c3b761c93	129456928	129493497	fwd
chrX	129775053	129776541	cfbb99e4-ad13-4b37-8a4b-f8b3e1c9cfcf	129760987	129776547	fwd
chrX	147232823	147235326	a6311489-2db4-49f7-97fe-ff2cd8ce6126	147228829	147236968	fwd
chrY	56830349	56832955	9bbe7047-bc18-49b2-a04a-453dcf92616d	56825774	56839551	fwd
