chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction	sample
chr5	13252187	13264653	d07e4997-ef70-4a91-9d3d-787dc59f3406	13252174	13302075	rev	12466	4166	5020	0.009942	0.46976	0.032578	0.609065	-3	left	OV3_Cisp0
chr5	13564222	13570534	b45ff076-5e95-4763-8b7c-db6178d68bae	13564218	13594298	fwd	6312	3143	2789	0	0.535017	0.020581	0.638015	-3	left	OV3_Cisp0
chr5	16354972	16363257	5643f398-970b-472b-ac77-7959ea757e06	16346282	16381229	fwd	8285	3600	1772	0	0.616803	0.010081	0.729839	0.914103	left	OV3_Cisp0
chr5	16412614	16420833	a40ba885-9059-4621-98d6-46827615b7aa	16412603	16424015	fwd	8219	1713	6190	0.002183	0.561135	0.006853	0.818961	-3	left	OV3_Cisp0
chr5	16473553	16487788	db9449bb-d142-459f-a687-849a4d0fb464	16472573	16493939	rev	14235	3800	10020	0.012669	0.540541	0.008393	0.772111	-3	left	OV3_Cisp0
chr5	16582046	16588179	d5ef6b73-36ba-499b-a940-5e98327d862d	16582040	16589234	rev	6133	3428	2389	0.008172	0.59857	0.012414	0.761379	-3	left	OV3_Cisp0
chr5	19795078	19806037	2bf81b63-c83b-4653-a4f2-af7806baa5c5	19792654	19810401	fwd	10959	2451	7624	0	0.699565	0.000466	0.829143	-3	left	OV3_Cisp0
chr5	22501022	22512504	1d4869aa-b8fe-412a-aa05-27ee628d61c1	22464002	22515028	fwd	11482	8961	1330	0	0.739083	0.136574	0.659722	-1	left	OV3_Cisp0
chr5	23348163	23354244	05026e8a-5dd0-4b25-ac76-8471461edf0b	23348147	23363916	rev	6081	3989	1678	0	0.845277	0	0.797386	-3	left	OV3_Cisp0
chr5	25941640	25949994	ecc91bd0-d5f9-4928-8e25-9f8e29b354a6	25940712	25955159	rev	8354	3029	5026	0	0.908134	0.004575	0.922222	-3	left	OV3_Cisp0
chr5	27701124	27735236	d0abe130-a90a-4ce2-ae6d-99e55340ec9d	27701114	27735570	rev	34112	5910	26724	0.000618	0.500926	0.008436	0.90019	-3	left	OV3_Cisp0
chr5	28145805	28155259	63fa5e3b-76ff-4d9d-a2d4-b735291900e0	28145801	28156705	fwd	9454	1852	6386	0	0.277592	0.03192	0.683659	-3	left	OV3_Cisp0
chr5	30369694	30379267	c8b23bdb-bc12-45cf-922e-9b29c5053abb	30369686	30379906	fwd	9573	4832	4405	0.006245	0.528493	0.003033	0.846096	-3	left	OV3_Cisp0
chr5	33277644	33288870	9bc9f47a-9aa8-415c-ba8e-c6455266550d	33262284	33314628	rev	11226	2093	8869	0.021341	0.675305	0	0.842454	0.26901	left	OV3_Cisp0
chr5	34461846	34475842	f6c7d2e6-8852-410d-8e29-dce8190cdd78	34461841	34495821	rev	13996	2853	9190	0.020531	0.443237	0.05618	0.649813	-3	left	OV3_Cisp0
chr5	36402554	36416034	85009d40-f7d5-46ff-b4ad-d6e68d8df600	36398367	36416040	fwd	13480	1357	9262	0.062162	0.664865	0.014052	0.843872	-3	left	OV3_Cisp0
chr5	38290212	38299241	9889c005-1ecd-46c9-bdff-eb47ec63b050	38289315	38327500	fwd	9029	5452	1964	0.023316	0.445596	0.012526	0.427975	-3	left	OV3_Cisp0
chr5	41632944	41641372	321a4ab3-8825-4b0e-aaa2-63406cbe3799	41632938	41641377	fwd	8428	4980	1529	0.015579	0.678783	0.025822	0.711268	-3	left	OV3_Cisp0
chr5	42566432	42588471	aa1ce72e-86c3-48e8-b257-df1ed01169b0	42558043	42588481	rev	22039	4877	14282	0.056268	0.661681	0.015381	0.808669	0.070638	left	OV3_Cisp0
chr5	45056151	45063789	39a75284-1dda-495f-a141-ab73572c08cb	45054754	45102034	fwd	7638	3294	2909	0	0.699063	0.009719	0.565875	-3	left	OV3_Cisp0
chr5	46390018	46398367	46fbd5fb-5e20-4966-83c6-85b05391526b	46390011	46398377	rev	8349	1261	3944	0.09893	0.652406	0.03346	0.760456	-3	left	OV3_Cisp0
chr5	49658570	49661854	94a8c165-6847-40eb-903f-92ad266fe1ea	49656261	49661859	fwd	3284	1344	1351	0.143519	0.486111	0.147903	0.602649	-3	left	OV3_Cisp0
chr5	50329139	50333879	ad85ea46-2cf7-481b-9dc4-d95d755cd961	50329131	50393342	rev	4740	1245	2783	0.046154	0.275	0.003681	0.573006	-3	left	OV3_Cisp0
chr5	52129718	52137930	8d801e95-988e-447d-92d0-c3e82f86956b	52129707	52137936	fwd	8212	2612	3550	0.074589	0.778761	0.015491	0.918244	-3	left	OV3_Cisp0
chr5	52569581	52574942	a4e83855-6801-4b71-a86d-5d0c1805d433	52569572	52607586	rev	5361	1301	2774	0.002415	0.309179	0.001255	0.580928	-3	left	OV3_Cisp0
chr5	53410670	53417239	b91baddb-a329-4962-bc81-b3dd6980d028	53409314	53452116	fwd	6569	1251	1238	0	0.314136	0.005063	0.663291	-3	left	OV3_Cisp0
chr5	59668126	59676141	2a8b51da-75c7-4fb7-9568-770e9d9b34b4	59668118	59698252	fwd	8015	4591	2332	0	0.579636	0.016026	0.697115	-3	left	OV3_Cisp0
chr5	62193225	62209226	1e20f211-b131-45a7-a227-377e9b872ce5	62192676	62219418	rev	16001	4259	8972	0	0.632819	0.003584	0.844285	-3	left	OV3_Cisp0
chr5	65612865	65626059	9f67db65-6f71-4a77-99e6-6e8f66d3b24f	65608214	65639340	rev	13194	2652	10205	0.010463	0.603886	0.025107	0.669626	-3	left	OV3_Cisp0
chr5	67260602	67278792	81483005-bfcb-4468-adc7-f6c2e42f654d	67260317	67278796	rev	18190	2431	14679	0	0.74513	0.017675	0.626338	-3	left	OV3_Cisp0
chr5	68084238	68091262	14061715-ddba-45ae-b206-a8b7f9f93cb7	68062806	68096326	fwd	7024	4481	1054	0.039002	0.74571	0.102639	0.695015	-2	left	OV3_Cisp0
chr5	72251265	72262250	b68649cc-d696-49a6-806a-4dd732f66e97	72251023	72262775	fwd	10985	4491	5695	0.009745	0.44003	0.011243	0.818863	-3	left	OV3_Cisp0
chr5	72750630	72768669	32241255-b8af-4e23-bf1b-fce37bcc2408	72744924	72804241	fwd	18039	2512	13808	0.011364	0.323864	0.011771	0.743981	-3	left	OV3_Cisp0
chr5	76559614	76565371	73661e1c-9707-4bed-b4b4-e3f9c01b017e	76559610	76578120	fwd	5757	3702	1475	0.003865	0.413527	0.036613	0.574371	-3	left	OV3_Cisp0
chr5	77671066	77681443	a0739101-8b71-4b09-b142-612117e3cfd0	77646452	77681449	fwd	10377	3244	3509	0.002099	0.75341	0.007407	0.884656	0.197839	left	OV3_Cisp0
chr5	79876437	79896481	cd1d4594-ccd6-4547-a046-f4e488a6d7af	79875916	79899437	rev	20044	4088	12726	0.031551	0.651183	0.002879	0.911341	-3	left	OV3_Cisp0
chr5	81117674	81129405	a985e790-97dd-4e41-b965-584a7da021e7	81116698	81130714	fwd	11731	7472	2392	0.002336	0.59486	0.106195	0.656342	-3	left	OV3_Cisp0
chr5	85221861	85235237	ee3b7262-d734-49d1-82f3-2245dcfd4838	85221849	85240256	rev	13376	3925	5392	0	0.607648	0.053097	0.724302	-3	left	OV3_Cisp0
chr5	88320287	88342954	7254f159-f168-415f-8bf2-d8fc18648886	88316490	88347328	rev	22667	5131	14328	0.029986	0.770109	0.000943	0.890146	-3	left	OV3_Cisp0
chr5	88805540	88818247	1084417b-6578-4088-9366-998a87b50a08	88804687	88818251	rev	12707	4384	7855	0.015737	0.495708	0.00631	0.893984	-3	left	OV3_Cisp0
chr5	90314414	90323132	ab4cf625-d1fc-46cd-8913-7f9bb71f344a	90299095	90329159	rev	8718	1762	5178	0	0.486264	0	0.828869	0.159258	left	OV3_Cisp0
chr5	90875036	90905075	c87a54e3-add3-4fe1-9e03-bfc1cb26e3ec	90869619	90905872	fwd	30039	1093	26390	0.096774	0.658986	0.030427	0.630788	-3	left	OV3_Cisp0
chr5	101459234	101472757	49f74a7c-1e34-495b-baae-acdee1b9a049	101459228	101472761	rev	13523	1534	8855	0.103175	0.777778	0.025484	0.878695	-3	left	OV3_Cisp0
chr5	104281262	104293129	2b4382bb-55a2-4024-8b0c-dff1e3ce55aa	104281256	104293215	rev	11867	3980	4662	0	0.564545	0.007564	0.909228	-3	left	OV3_Cisp0
chr5	106181542	106187245	ee5bc279-ab32-4be5-9a06-639a95120617	106168068	106188509	fwd	5703	1808	3565	0.010714	0.535714	0.009236	0.675063	0.680002	left	OV3_Cisp0
chr5	110439707	110445523	fbbea267-284f-4999-affd-2f4f422be5e7	110439699	110472850	rev	5816	2235	3073	0	0.381526	0.007916	0.682058	-3	left	OV3_Cisp0
chr5	111144768	111153283	3cf3c867-da4f-4aeb-87c2-a40f3cbdaf77	111144759	111159072	fwd	8515	3774	4216	0.017171	0.449714	0.01026	0.764009	-3	left	OV3_Cisp0
chr5	113281757	113294238	3424c9c6-65fb-4d01-9c9e-96b17464914a	113281740	113302230	fwd	12481	3848	3889	0.035318	0.419778	0	0.84911	-3	left	OV3_Cisp0
chr5	114389826	114407983	cdec1241-4864-46ff-bedd-24ff3705cb25	114386876	114407994	rev	18157	2543	13082	0.040064	0.738782	0.006348	0.891778	-3	left	OV3_Cisp0
chr5	114819467	114832211	d894ae6c-4c21-4f9d-8b4f-94a42544d5a8	114819462	114832215	rev	12744	4857	4562	0.098883	0.770391	0.022579	0.909091	-3	left	OV3_Cisp0
chr5	118190008	118205612	e7b19ee1-806b-4cab-84ef-d1bea26f4b64	118190002	118226508	fwd	15604	6472	7542	0	0.53125	0.02951	0.667082	-3	left	OV3_Cisp0
chr5	122447619	122453791	38ab9480-b2c5-4e96-be4a-c6d6698e25b7	122447610	122462488	rev	6172	1290	4278	0	0.339888	0.021875	0.566406	-3	left	OV3_Cisp0
chr5	124314423	124326331	dbb4ad7a-8a0e-4206-8dcb-041202e44847	124313905	124346351	rev	11908	6501	5106	0.010152	0.821827	0.02452	0.787276	-3	left	OV3_Cisp0
chr5	127815699	127836636	e977eed1-acef-40e5-888a-4c106809f60f	127812200	127839752	fwd	20937	2595	16691	0	0.894882	0.021093	0.865007	-3	left	OV3_Cisp0
chr5	133385616	133396967	ec664450-6994-4acc-ab71-f1973007312c	133378103	133396973	rev	11351	2036	7644	0.032755	0.66474	0.01065	0.908946	0.059586	left	OV3_Cisp0
chr5	135267963	135280438	723ce6ac-6a8f-4505-9f6a-57d764def9d4	135265831	135280572	fwd	12475	5499	3168	0.002201	0.627958	0	0.903114	-3	left	OV3_Cisp0
chr5	142613539	142626465	c1ae3822-d7ab-4ea8-825e-db7a30df5265	142608222	142628058	fwd	12926	3045	9572	0	0.759364	0.005859	0.877734	-3	left	OV3_Cisp0
chr5	151562677	151574482	3772c7e8-2418-49f9-8a5c-5a575f19ede6	151561836	151585014	fwd	11805	1456	7652	0	0.326087	0.018162	0.664832	-3	left	OV3_Cisp0
chr5	153488164	153497262	3282c977-b514-45e6-8734-86212da4075b	153488127	153498732	rev	9098	5715	1441	0	0.808553	0.076555	0.748804	-3	left	OV3_Cisp0
chr5	154627287	154636257	8b642559-c904-4e26-b83e-a1edf14025a7	154627281	154645827	rev	8970	1171	6934	0.059659	0.440341	0.009622	0.741501	-3	left	OV3_Cisp0
chr5	163019341	163027398	c3dae00e-646d-4bf0-90fa-57cabe5fa35f	163019333	163038071	rev	8057	4624	1467	0.029553	0.385567	0.021786	0.638344	-3	left	OV3_Cisp0
chr5	163127076	163139750	f8aa8914-7b9a-410b-962f-bcffd6873849	163126535	163139754	rev	12674	3349	6034	0	0.597674	0.01686	0.834563	-3	left	OV3_Cisp0
chr5	174050974	174056120	5abaed00-4861-4db6-a611-95abacd2582d	174050969	174068214	fwd	5146	1241	2708	0	0.327206	0.031579	0.777444	-3	left	OV3_Cisp0
chr6	1912742	1922313	618eb27a-026a-4216-a0ad-f722964062b9	1911067	1927939	fwd	9571	4592	4534	0.00885	0.495575	0.00484	0.764763	-3	left	OV3_Cisp0
chr6	1999908	2007421	9d74ade4-28d6-4828-b769-e7bcd0d60902	1999903	2012983	fwd	7513	2643	2125	0	0.790698	0.02514	0.772346	-3	left	OV3_Cisp0
chr6	3488461	3496903	48996740-ac7b-4a1a-a93c-9b9ac41652b5	3488453	3501893	rev	8442	3507	4230	0.005774	0.54388	0.014184	0.83384	-3	left	OV3_Cisp0
chr6	3702611	3715969	cb8e264f-5029-4eba-9eb2-573c45c007f3	3693591	3718508	rev	13358	4678	7460	0.011933	0.669849	0.006718	0.885797	0.150118	left	OV3_Cisp0
chr6	13694263	13704616	743c3f98-19c4-4a40-b841-0a4f467716fa	13689651	13714305	fwd	10353	2284	5535	0.009119	0.451368	0.016015	0.677771	-3	left	OV3_Cisp0
chr6	16708585	16731214	48c64354-e06a-4059-86ed-f71166c5c216	16707825	16731223	rev	22629	3903	15462	0.013289	0.786545	0.010333	0.895846	-3	left	OV3_Cisp0
chr6	17188534	17200285	5c1d82fc-6722-4c9b-904c-73ca658947f8	17186979	17200289	rev	11751	4042	5276	0.040042	0.770285	0.018436	0.897012	-3	left	OV3_Cisp0
chr6	23601790	23619213	f05d3420-3cf3-41f0-ac93-4fed96211f31	23580951	23624380	rev	17423	4852	10037	0.008276	0.477241	0.004025	0.834056	0.091865	left	OV3_Cisp0
chr6	25013185	25024495	22df39e9-ac5a-4540-984a-37ff42ad9b13	25011941	25026672	rev	11310	2691	8244	0	0.653974	0.091386	0.631832	-3	left	OV3_Cisp0
chr6	26852041	26857234	988c9cc7-2d89-4e92-bff3-cf68569ec454	26847334	26865907	rev	5193	2607	2167	0	0.504228	0.063857	0.586207	-1	left	OV3_Cisp0
chr6	35259886	35273677	a5b6ab18-d982-426b-ba57-5d2fa9716c3b	35258019	35276309	rev	13791	2993	8398	0.001274	0.829299	0.002972	0.917286	-3	left	OV3_Cisp0
chr6	41030736	41041351	c40d2ee3-aafb-4396-9ebd-26a919f37b1a	41030730	41042082	fwd	10615	6344	3108	0.022927	0.561025	0.035593	0.70678	-3	left	OV3_Cisp0
chr6	41433822	41445422	46cbf326-d5e7-447b-9d0b-ba3f00a0ff48	41409624	41452174	fwd	11600	4673	3815	0	0.318036	0.007484	0.596819	0.837629	left	OV3_Cisp0
chr6	44826000	44833314	21735826-015c-411d-ac03-d08ffc914479	44813200	44833953	fwd	7314	2051	4846	0	0.371753	0.029893	0.611388	0.306518	left	OV3_Cisp0
chr6	47220899	47237611	9a15f958-4144-4d77-b0fe-73e17b9f4e59	47211853	47242424	fwd	16712	4056	10238	0	0.517463	0.004208	0.841515	0.04395	left	OV3_Cisp0
chr6	51110053	51139828	8b7eae95-1ed8-4997-8c03-00f419007517	51108035	51147397	fwd	29775	4639	24790	0.002092	0.52371	0.009459	0.831004	-3	left	OV3_Cisp0
chr6	51342890	51352714	004d2237-536c-473e-b3e1-24c4156e586d	51342755	51367410	rev	9824	2557	2916	0.009021	0.548969	0.001538	0.813846	-3	left	OV3_Cisp0
chr6	52622852	52630745	fc13d9b8-f9a6-4515-a9fb-6cb8f5d4b1be	52589694	52630763	fwd	7893	4991	1055	0.010054	0.772622	0.105802	0.686007	-3	left	OV3_Cisp0
chr6	55889818	55915011	f93a21c4-6175-47b1-860b-676f377a358e	55889813	55918134	rev	25193	2708	18761	0	0.886999	0.016703	0.843935	-3	left	OV3_Cisp0
chr6	70303827	70313194	b49f0d26-7e36-4e7a-a2d3-10ab6d0fd5b6	70303818	70314459	rev	9367	4528	4536	0.011323	0.630573	0.029018	0.87872	-3	left	OV3_Cisp0
chr6	72873359	72893169	78ddcbac-b818-48d6-bc40-f963b4d233a5	72873345	72929069	rev	19810	3680	12488	0	0.703478	0.03816	0.671719	-3	left	OV3_Cisp0
chr6	73507876	73516899	45167189-e763-4bf8-88e1-78207f151763	73507851	73522620	fwd	9023	4135	4422	0.001825	0.523723	0.03176	0.670599	-3	left	OV3_Cisp0
chr6	78236200	78246107	eee4b442-1f0d-410e-ad86-c0c137acba8c	78236196	78255119	fwd	9907	5913	1697	0.004606	0.382268	0.02439	0.482176	-3	left	OV3_Cisp0
chr6	91742745	91754146	03accb85-9390-4295-88cd-ac66344f1810	91742731	91756173	fwd	11401	1512	5226	0	0.816742	0.004554	0.851008	-3	left	OV3_Cisp0
chr6	99218826	99228314	e84fca6b-3819-4712-aa6a-e761a6367198	99217523	99242333	rev	9488	5971	2272	0.002438	0.606947	0.030844	0.574675	-3	left	OV3_Cisp0
chr6	100139812	100152198	f5f4298f-5609-4fe4-a365-c7888ca219ae	100132297	100152204	fwd	12386	2325	7574	0.005042	0.522689	0.005952	0.915293	0.054867	left	OV3_Cisp0
chr6	106732526	106741164	9b6de719-f389-4c5e-9221-d4d32bacf8eb	106732513	106751709	rev	8638	2238	5688	0	0.510888	0.005225	0.809928	-3	left	OV3_Cisp0
chr6	108067753	108088749	ff21b395-7206-4cc6-85f7-666a3dcb655d	108055333	108098435	fwd	20996	3314	16246	0.011282	0.741538	0.033219	0.641237	0.176625	left	OV3_Cisp0
chr6	110739086	110753206	1ebe3d4b-734a-4685-a276-085722adf0c2	110727049	110766715	rev	14120	2055	9002	0	0.83871	0.003047	0.898104	0.275887	left	OV3_Cisp0
chr6	112388331	112407479	e93ecf64-65dc-45f8-abc1-f8128145e95d	112386076	112411333	fwd	19148	3975	12331	0.002488	0.671642	0.019804	0.833292	-3	left	OV3_Cisp0
chr6	113416985	113430038	545607ab-08ad-4c9e-9962-7350780ab49c	113416974	113430043	rev	13053	3491	4950	0.073099	0.825536	0.003846	0.932692	-3	left	OV3_Cisp0
chr6	114004747	114015306	4c623565-b227-439d-8f81-95a0774613fb	114004742	114015310	rev	10559	4693	5645	0.006065	0.866566	0.003766	0.934087	-3	left	OV3_Cisp0
chr6	117068532	117074893	a3fc5128-ff3b-4acd-9796-16b9fd37acc4	117068524	117074898	rev	6361	1546	3945	0.07371	0.77887	0.024777	0.878097	-3	left	OV3_Cisp0
chr6	120255900	120284398	79e5bf6f-0ce6-4101-94f3-35618d358532	120254298	120300363	fwd	28498	11814	13517	0.007511	0.469421	0.009626	0.785315	-3	left	OV3_Cisp0
chr6	121879052	121888378	c7ef469c-85ab-47e8-b295-a97435fb0ed8	121861525	121911644	fwd	9326	4777	4164	0.005513	0.341144	0.009449	0.818898	-1	left	OV3_Cisp0
chr6	124268350	124278274	00b1fb56-598a-4723-82b4-16aa103022b3	124265422	124281979	rev	9924	1999	6924	0.00156	0.620905	0.007114	0.895833	-3	left	OV3_Cisp0
chr6	124300804	124320051	5891690a-0e1f-4f53-8775-11244dea649f	124300799	124320058	fwd	19247	6308	12507	0.020257	0.663538	0.004113	0.894434	-3	left	OV3_Cisp0
chr6	133721978	133731435	52e0f209-8a93-4325-8cb6-fc60251bbe12	133721973	133748248	rev	9457	3493	4779	0.000876	0.714536	0.011524	0.748399	-3	left	OV3_Cisp0
chr6	133787830	133801986	c5cb2d4f-49d2-42f7-964d-9878db4217b5	133787824	133802862	rev	14156	4932	5067	0.001912	0.409178	0.028316	0.717586	-3	left	OV3_Cisp0
chr6	139680561	139688644	e0bbf786-dd22-4dda-9aa1-f8cf166e3fe5	139680556	139699459	rev	8083	5047	2545	0	0.493071	0	0.727685	-3	left	OV3_Cisp0
chr6	140734697	140741452	be62ccd1-bf91-4a6e-a9be-241847bf514e	140734692	140741460	fwd	6755	5143	1053	0	0.246187	0.024735	0.512367	-3	left	OV3_Cisp0
chr6	142115093	142126145	8fcec37c-cc73-44fb-969c-5a00572932bc	142113715	142130989	rev	11052	6226	2851	0.022137	0.60539	0.092291	0.672096	-3	left	OV3_Cisp0
chr6	145488478	145491745	587b5dd4-fd3d-40b2-9e15-d1f9c7463461	145480038	145509840	fwd	3267	1317	1497	0.015228	0.347716	0	0.517308	-1	left	OV3_Cisp0
chr6	146544918	146552830	ca231d69-892a-42e2-9b9c-be75797d4704	146544911	146559086	rev	7912	4995	2547	0.003378	0.845946	0.030464	0.855629	-3	left	OV3_Cisp0
chr6	148173199	148188866	b6449754-d3ce-403d-8280-e5098a3c5aec	148173181	148191774	rev	15667	2643	9876	0	0.569921	0.028825	0.838877	-3	left	OV3_Cisp0
chr6	150694400	150702785	a56e906c-19c7-416c-b164-0e1c367d189e	150694396	150712994	fwd	8385	3384	4055	0.005495	0.521978	0.025305	0.705061	-3	left	OV3_Cisp0
chr6	157350761	157361113	b45685a0-f466-4335-86e3-e39d5755b490	157350751	157361119	fwd	10352	4102	4445	0.01897	0.799458	0.018207	0.832633	-3	left	OV3_Cisp0
chr6	165671155	165686558	a2153a4e-f355-4301-9d0f-fc8c594a9df8	165655183	165694459	fwd	15403	3022	9184	0.029279	0.578829	0	0.883965	0.067623	left	OV3_Cisp0
chr6	166146192	166163993	4d7871ac-f2b1-4179-8644-e382ea31ad01	166145242	166183244	fwd	17801	4825	9392	0.056995	0.509499	0.013723	0.826882	-3	left	OV3_Cisp0
chr7	9824904	9841588	6332605c-f038-4bd9-919f-4691c2f91314	9824896	9871249	fwd	16684	4300	11514	0.000794	0.400794	0.036048	0.60988	-3	left	OV3_Cisp0
chr7	14752861	14760693	b2ab54c6-d4ce-4448-b74b-7884eff6a344	14752856	14764889	fwd	7832	3324	3017	0	0.400181	0.046316	0.632632	-3	left	OV3_Cisp0
chr7	15489958	15495803	1d5885aa-2cce-49f8-919c-ee926ab53f3b	15489946	15495808	fwd	5845	1432	4013	0.025974	0.614719	0.004146	0.873134	-3	left	OV3_Cisp0
chr7	15815565	15828738	5c719ed1-67a7-40c0-b53a-d2c79d1d1626	15815554	15828744	rev	13173	4804	6057	0.02917	0.649215	0.011423	0.901869	-3	left	OV3_Cisp0
chr7	19782735	19799218	dc24b377-0407-4a57-865e-383d8394744e	19782728	19799225	rev	16483	7999	8188	0.018312	0.81449	0.054816	0.8426	-3	left	OV3_Cisp0
chr7	20103657	20113794	9f271fa4-d842-4cc6-951a-bff13f2a74b8	20103652	20113805	fwd	10137	1060	6349	0	0.493243	0.058577	0.700837	-3	left	OV3_Cisp0
chr7	21456005	21463944	43ae0014-2366-4d40-b525-9c2e7df02c53	21441341	21472049	fwd	7939	3016	4524	0	0.680939	0.037412	0.643804	-1	left	OV3_Cisp0
chr7	26511634	26529514	c42d08c7-03e7-4710-ae04-b644f4ed93f8	26501109	26529519	fwd	17880	4793	11981	0.016031	0.806107	0.040342	0.736247	0.105604	left	OV3_Cisp0
chr7	31797894	31807111	fc41b800-893d-43c8-b684-056a7107d1d6	31797880	31807118	rev	9217	1970	3761	0.020677	0.548872	0.006568	0.862069	-3	left	OV3_Cisp0
chr7	32033044	32041090	3e518182-4a86-40d9-b236-1a0906ad5a06	32033038	32043264	rev	8046	3763	3985	0.011064	0.634043	0.012087	0.824335	-3	left	OV3_Cisp0
chr7	35285820	35292259	5b832f6c-536c-441d-873b-c6cd8e9da5e7	35285809	35305032	fwd	6439	4445	1218	0.008746	0.615889	0.006042	0.519637	-3	left	OV3_Cisp0
chr7	38141341	38150442	736e136a-1db3-4610-9c6b-7f7bb9a33cf2	38140680	38150446	rev	9101	3208	5039	0.066865	0.578752	0.012903	0.893548	-3	left	OV3_Cisp0
chr7	53953679	53969205	e9380d2b-5fd0-44d3-b68a-dcd6ebb93b75	53933490	53978634	fwd	15526	1478	11474	0	0.409563	0	0.828767	0.13804	left	OV3_Cisp0
chr7	54113657	54124821	f93881e2-63c2-4960-9964-1ea9ec95db6c	54091139	54128920	fwd	11164	1774	4651	0	0.80531	0.018116	0.900362	0.130207	left	OV3_Cisp0
chr7	62349506	62358253	2224c52a-ef9d-4f46-ba05-7350bab12a5f	62343496	62358864	rev	8747	6582	1425	0.030424	0.613466	0	0.753086	-1	left	OV3_Cisp0
chr7	67229006	67244763	a5e8c481-43ed-4e4c-99bc-6a0bc704156a	67219522	67246670	rev	15757	2568	12656	0	0.544286	0.0169	0.648688	0.351859	left	OV3_Cisp0
chr7	77551454	77568784	f3ee778c-601c-4d74-b787-e8518e900c84	77551447	77568790	fwd	17330	1195	14741	0.107955	0.673295	0.023421	0.831451	-3	left	OV3_Cisp0
chr7	81910100	81925736	f2b2d773-8543-4921-8a32-d754a7f09ad7	81910091	81925740	rev	15636	5555	9076	0.010739	0.860392	0.01252	0.890145	-3	left	OV3_Cisp0
chr7	85458257	85472080	7bbbc146-61b3-41f6-b051-1af08933eb74	85445917	85474329	rev	13823	4276	6417	0.014563	0.766297	0.004502	0.896948	0.286464	left	OV3_Cisp0
chr7	91180181	91193037	014fb36d-8d90-4545-a765-137b60487136	91177286	91196207	fwd	12856	3416	9052	0	0.590631	0	0.87603	-3	left	OV3_Cisp0
chr7	99642460	99651338	d0999f65-8161-4b4d-ad84-7252c0c37975	99642453	99652290	fwd	8878	3758	1153	0.009058	0.679348	0.06686	0.697674	-3	left	OV3_Cisp0
chr7	105154170	105160858	1bae3693-73de-4438-af12-26bbadf1a0ab	105142290	105164323	fwd	6688	2004	3833	0	0.628352	0.019565	0.661957	0.878574	left	OV3_Cisp0
chr7	107237959	107245775	10f41a6b-ba43-48f2-8ab6-d0b885056798	107237955	107245783	fwd	7816	1648	3075	0.116352	0.707547	0.00544	0.919311	-3	left	OV3_Cisp0
chr7	107515680	107523053	c5c3da6a-73eb-4e3c-8812-2eb2b8d18558	107506982	107524696	fwd	7373	1394	5628	0	0.504225	0	0.887369	-3	left	OV3_Cisp0
chr7	109864291	109881250	b2a2e4d0-b1a6-42dc-905f-dc06da903a5e	109864286	109897014	fwd	16959	2694	12300	0	0.683938	0.02221	0.822585	-3	left	OV3_Cisp0
chr7	115328997	115349725	97b6cb4d-8ab8-426a-b4e7-6a46d32c995b	115328992	115349754	rev	20728	8988	11381	0.008822	0.367089	0.002504	0.892599	-3	left	OV3_Cisp0
chr7	115457347	115470019	47484781-e0b0-4d72-8bbf-5d4db693abdf	115457340	115473884	fwd	12672	3595	7867	0.03525	0.625232	0	0.861807	-3	left	OV3_Cisp0
chr7	115706280	115732950	229b6673-6697-43b3-8e45-14ec7b08a2cc	115706275	115737853	fwd	26670	8045	14541	0.003902	0.62739	0.016852	0.84407	-3	left	OV3_Cisp0
chr7	115979573	115989338	ab9bf895-a2f2-4d2d-a0f3-2544346acd0c	115979566	115989343	rev	9765	5012	4463	0.007042	0.640845	0.004878	0.865505	-3	left	OV3_Cisp0
chr7	116540508	116549141	9b1c06ef-6da0-40df-843e-212ecda7e9a2	116538985	116549146	rev	8633	1114	3250	0	0.542945	0	0.961066	-3	left	OV3_Cisp0
chr7	119595161	119610165	c8945057-bfd0-45cd-94d5-57807554276f	119595154	119654348	rev	15004	2912	9668	0	0.559671	0.01348	0.526428	-3	left	OV3_Cisp0
chr7	131274585	131281966	53cc5196-b2bd-4ac5-bf22-59685529eaad	131274580	131296026	rev	7381	2289	4569	0	0.586592	0.018088	0.656331	-3	left	OV3_Cisp0
chr7	134310807	134317417	e6c61d10-8ae0-4545-b1d5-a372f1bdfa47	134309236	134322252	rev	6610	4971	1183	0.009023	0.405263	0.011834	0.739645	-3	left	OV3_Cisp0
chr7	135207476	135215217	3882dd51-a7c4-4d6c-8c7f-ef6331a0a68a	135207471	135248092	rev	7741	3049	3467	0	0.717391	0.03481	0.712025	-3	left	OV3_Cisp0
chr7	138421386	138429405	066a0be7-5fcf-48d6-ab2d-61049b054174	138418291	138429413	fwd	8019	4773	2911	0.003506	0.556529	0.079254	0.558275	-3	left	OV3_Cisp0
chr7	145227255	145230461	8c7d0771-bb4e-432d-8fd4-a9dc1d46be2a	145225660	145234858	fwd	3206	1550	1106	0.118451	0.6082	0	0.427822	-3	left	OV3_Cisp0
