chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction
chr7	137965157	137967992	a780115a-aaa0-4f0f-92b5-b4dabd44dbb5	137965152	137974401	rev	2835	1037	1232	0	0.195918	0.033766	0.732468	-3	left
chr8	36378219	36383789	2f38d079-a495-476f-9f5c-e55f0a4a3b80	36378214	36383793	rev	5570	1940	3419	0	0.776316	0.005172	0.794828	-3	left
chr8	37027670	37039007	f405faf0-0315-466d-9bd1-eb4b46b8e492	37026651	37041297	rev	11337	1667	8769	0.015842	0.374257	0.00172	0.780739	-3	left
chr8	73653204	73662381	9658ab91-e42d-44c3-b233-e7ac8ad8c4f9	73653197	73663332	rev	9177	4325	4008	0.009873	0.220028	0.029839	0.857258	-3	left
chr8	90365472	90368582	dcd1227d-17ee-4edb-8b7f-0135aba0fd80	90365467	90375413	fwd	3110	1017	1673	0	0.192308	0	0.664165	-3	left
chr8	123204344	123212574	19146341-965d-4f98-a85e-0a8e82ff90de	123203366	123212578	rev	8230	2157	5769	0.071146	0.397233	0.008326	0.820983	-3	left
chr8	126873417	126878360	8ad7cf37-0466-4cb6-b0b8-2d542fec429c	126871394	126881797	rev	4943	1441	1410	0	0.382436	0.008043	0.664879	-3	left
chr8	127685856	127696232	a8699e56-a794-4eac-9efc-9c9d21d7954f	127685850	127699871	fwd	10376	1878	7571	0	0.253829	0.006309	0.859621	-3	left
chr8	129959632	129970873	0cc5d2e2-127a-4a77-a413-8c90d1b7e5c9	129959627	129970878	rev	11241	1308	8828	0.017094	0.80057	0.009098	0.929694	-3	left
chr8	139732422	139742941	76dada49-83f8-49a5-ac97-00117aa45209	139732415	139744500	fwd	10519	2543	7729	0.009381	0.572233	0.044863	0.580624	-3	left
chr9	24403290	24409425	7e494da2-1407-48ef-9e42-d154a437de82	24403223	24410690	fwd	6135	1089	3698	0	0.196581	0.013793	0.776245	-3	left
chr9	98297969	98301925	3b1c7ebb-3d57-4f40-8d74-585bcb863e1e	98297963	98305555	rev	3956	1302	1939	0.034921	0.257143	0.082164	0.641283	-3	left
chr9	99132548	99146809	56f3369e-5dc0-4ce1-aa20-3ca35f52f19c	99131369	99148824	fwd	14261	1034	10179	0.008929	0.309524	0.007344	0.708384	-3	left
chr9	104614425	104625553	e6fa8e4b-6203-4fee-be87-f1128de27a6d	104606825	104634578	rev	11128	1914	6894	0	0.511797	0.01141	0.82702	0.181681	left
chr9	107017439	107025380	47ffc12e-86ab-4137-88e4-1f38506d995a	107017435	107028047	fwd	7941	3112	3072	0	0.184669	0.014066	0.650895	-3	left
chr9	117480953	117495916	0faa4818-74ad-42f1-a722-d54ec26fb514	117474830	117495921	fwd	14963	2143	11149	0.013953	0.669767	0.046149	0.664933	-3	left
chr9	126592284	126596633	e4a86196-9cf8-457c-9f67-7cec3fe8f53b	126592280	126599035	fwd	4349	1002	2857	0	0.230769	0.016238	0.537212	-3	left
chr10	10275622	10281814	d6e8e399-20d5-4b09-8555-64f390677f00	10275594	10287039	rev	6192	2182	3761	0.019262	0.613162	0.002985	0.734328	-3	left
chr10	29335462	29344975	15e4f83c-c44d-4aaf-b898-694f967299cb	29335449	29344980	rev	9513	5471	2893	0	0.297705	0.020966	0.748405	-3	left
chr10	41879200	41881885	2d5b85e4-9dfa-4236-951f-4b6fe2ef200b	41875103	41889896	fwd	2685	1479	1038	0.093878	0.526531	0.065693	0.642336	-3	left
chr10	41894748	41898446	1276f8ab-f5fa-486b-870d-e6298d49cc4f	41868704	41904172	fwd	3698	1404	889	0.003745	0.550562	0	0.774194	-1	left
chr10	41879893	41885215	0cda25fd-d6cc-493e-a9a1-08a470c02ae7	41875787	41892301	fwd	5322	678	2432	0.028302	0.528302	0.007143	0.539286	-3	left
chr10	41880536	41882948	e090b315-f9b9-460d-bd87-24c93c0092b1	41877294	41891012	fwd	2412	1183	579	0.031746	0.248677	0.196078	0.490196	-1	left
chr10	41886460	41891985	e069bf96-bb9a-4028-94ff-daffb9495af5	41878527	41910681	rev	5525	1964	502	0.014815	0.335802	0	0.61194	-1	left
chr10	41885776	41892295	b8d7d44c-392a-4af3-950a-fea1595b347f	41880803	41892301	rev	6519	2809	677	0.024664	0.470852	0.048	0.516	-1	left
chr10	41890132	41892475	44c3c2b3-ac54-494d-bb72-1ef31cbd544a	41881793	41895226	fwd	2343	1368	915	0.013889	0.465278	0	0.655556	-1	left
chr10	41891746	41907992	76377e34-0cdc-4164-b18d-685e7ec69cf9	41881487	41909961	fwd	16246	8901	6630	0.216531	0.324796	0.09427	0.528651	-3	left
chr10	41890523	41896588	d22d5ffc-1ba1-4f48-9f79-1a8c314d24d4	41883037	41900378	fwd	6065	1071	2232	0.013793	0.372414	0.019157	0.524904	-1	left
chr10	41895038	41901396	611a5672-38cf-4900-bb26-ef93fdf4404e	41884500	41911747	fwd	6358	2165	1040	0.047619	0.428571	0	0.938776	-3	left
chr10	41892550	41898037	d4cc316b-6854-4bf5-a755-b99bf864c743	41889350	41905432	fwd	5487	1834	1050	0.09697	0.5	0.032258	0.419355	-3	left
chr10	41900686	41903410	792adfd2-a9b2-450d-aab3-178d4e5ac9fe	41893512	41916263	fwd	2724	502	1099	0.282353	0.376471	0.038462	0.5	-3	left
chr10	41908168	41911481	792adfd2-a9b2-450d-aab3-178d4e5ac9fe	41893512	41916263	fwd	3313	726	1948	0.032258	0.346774	0.077586	0.45977	-1	left
chr10	41903681	41909372	409bf0c1-13e2-4ab5-b979-8a03477951c3	41903675	41912758	rev	5691	2652	1520	0.036346	0.740668	0.001905	0.542857	-3	left
chr10	42072930	42077590	b0bf3b2c-2423-48cb-b3c3-9118f71e3bdd	42069796	42080668	rev	4660	1712	2667	0.006202	0.634109	0	0.873518	-3	left
chr10	49830972	49839273	1335e7c6-87c3-4ad2-b18a-a3e2c3b4560a	49830963	49845421	fwd	8301	4315	3543	0.021222	0.594228	0	0.836016	-3	left
chr10	55910142	55912545	9af2a3e8-f98d-4594-986c-15a0737d61cd	55906381	55921498	fwd	2403	1120	585	0.117801	0.311518	0.030303	0.375758	-1	left
chr10	67643548	67656640	7394ae64-4a83-4edd-95db-1c4190c019cc	67643528	67659682	rev	13092	2421	8851	0.030504	0.549072	0.008425	0.899634	-3	left
chr10	78873967	78885723	1ec7c594-15d4-4ab3-ab97-b0255f1d1662	78873803	78885728	fwd	11756	1930	8128	0.004237	0.220339	0.012724	0.866164	-3	left
chr11	7971732	7978918	57b203f2-c8f9-4f4a-89d0-90a2e822545a	7971728	7982202	fwd	7186	2562	3131	0.011327	0.307443	0.001256	0.723618	-3	left
chr11	10766885	10772851	55bd9709-fa40-4437-a3c3-0f4ac5f981d3	10765781	10772859	rev	5966	1567	3420	0.002174	0.758696	0	0.957733	-3	left
chr11	42977568	42985752	6d21813b-2784-40af-8697-0ac289f448da	42977559	42986527	rev	8184	1538	4787	0.03913	0.584783	0.001285	0.955042	-3	left
chr11	73673614	73679730	09763430-d3dc-439c-843c-9e9d0f396f67	73671176	73680104	rev	6116	1211	4530	0	0.382789	0.007109	0.889415	-3	left
chr11	80954576	80963805	1dc68e43-7fc8-4677-8a9b-a17fe591b8b4	80952660	80967089	rev	9229	1306	6637	0	0.418539	0	0.886484	-3	left
chr11	104975454	104981952	7849fb17-e3bb-4935-9757-f125a4d18ee8	104973210	104985939	fwd	6498	1913	2935	0	0.430556	0.001269	0.838832	-3	left
chr11	116418235	116424738	e8718dc3-f231-49c2-981d-191f19b5f6e8	116418231	116424746	fwd	6503	1410	4685	0.075269	0.659498	0.001679	0.927792	-3	left
chr12	18971546	18981092	b52d7458-5fde-4052-a635-ed939737a8dc	18971541	18981099	fwd	9546	3896	5409	0.001821	0.574681	0	0.869841	-3	left
chr12	27320949	27325758	029c9cc4-8917-49f3-bebf-6548b0d054f4	27320942	27333311	rev	4809	2434	1915	0	0.638122	0.034539	0.810855	-3	left
chr12	29077173	29093009	e99052af-e671-4316-b3e8-e2cd062b878d	29075658	29094416	rev	15836	1766	13671	0.045375	0.588133	0.060361	0.591579	-3	left
chr12	44991217	44996808	fb0d0e03-d49f-4996-83af-a663ec31f2d8	44991212	44996814	fwd	5591	3542	1625	0.014829	0.401297	0	0.729787	-3	left
chr12	53074594	53081831	e3e4431d-02d2-4590-ba52-74dabf56b30c	53072959	53081835	rev	7237	3332	3290	0.004071	0.377205	0.046189	0.674365	-3	left
chr12	59517514	59522564	accfef09-9215-4ca6-a038-647d899a8fe2	59517508	59528977	fwd	5050	1485	3149	0	0.377729	0	0.7434	-3	left
chr12	65567848	65575333	3992a430-cdd5-484f-ade8-625859cef3f0	65567842	65575350	fwd	7485	1620	5167	0.016706	0.560859	0.023256	0.832558	-3	left
chr12	87322101	87326889	b05572f3-ed74-4e3a-a353-949c4e650139	87322091	87334421	rev	4788	2448	1969	0.001209	0.455865	0.00156	0.74259	-3	left
chr13	35789833	35797951	0fa2ad49-259f-4e3a-8737-12074b867fa3	35789475	35803041	fwd	8118	3182	4684	0	0.478029	0.026336	0.756003	-3	left
chr13	38214426	38218165	e3619a2d-50e6-4088-a9d6-6bbd2e3083f4	38214419	38225521	rev	3739	1784	1552	0	0.36255	0	0.750511	-3	left
chr13	44197845	44209316	569dd58e-a649-409e-8ef9-005e48261911	44196872	44215272	rev	11471	3688	7608	0.003198	0.651386	0.001924	0.893218	-3	left
chr13	50932075	50935338	fed3c8ec-d93f-4e5c-b583-9ae5691bf884	50922691	50943253	fwd	3263	1793	1058	0	0.196364	0	0.598101	0.594387	left
chrX	15792615	15798637	d6aa7e8c-98fd-4971-9f85-340d1820635e	15788763	15798643	fwd	6022	1002	4547	0	0.282353	0.009085	0.902166	-3	left
chrX	36439852	36444359	c564bd26-5304-4b0b-b773-cda384cbcf53	36437671	36444365	fwd	4507	1281	2973	0.035135	0.672973	0	0.888166	-3	left
chrX	129462283	129477227	3e0dd996-7522-427c-a4af-8e4c3b761c93	129456928	129493497	fwd	14944	2695	11895	0	0.698479	0.018824	0.695048	-3	left
chrX	129762530	129776541	cfbb99e4-ad13-4b37-8a4b-f8b3e1c9cfcf	129760987	129776547	fwd	14011	1488	9377	0	0.558333	0.047812	0.635544	-3	left
chrX	147228836	147235326	a6311489-2db4-49f7-97fe-ff2cd8ce6126	147228829	147236968	fwd	6490	2503	2657	0	0.304104	0.030265	0.770492	-3	left
chrY	56826394	56832955	9bbe7047-bc18-49b2-a04a-453dcf92616d	56825774	56839551	fwd	6561	2606	1641	0.014667	0.322667	0.013208	0.630189	-3	left
chr1	4094095	4097109	cfca1aee-21f5-4454-9024-95693bec59c2	4080633	4097117	fwd	3014	1315	1683	0	0.419512	0.010309	0.68866	-3	right
chr1	17915276	17919135	2d744a2c-0875-4f44-9f56-5271fe87be2d	17911012	17923765	fwd	3859	1162	2212	0.028125	0.378125	0.005093	0.736842	-3	right
chr1	20655327	20660535	ed01006b-1fd4-411e-a5b9-fa0b57d047b4	20653154	20660541	fwd	5208	2648	2293	0.001721	0.316695	0	0.826715	-3	right
chr1	68067468	68072323	403f9c31-a452-41cc-9036-7c0e4cd9f169	68062168	68072420	fwd	4855	2110	1032	0.001272	0.33715	0.015119	0.475162	-3	right
chr1	82115727	82124597	8b95ac74-703a-4577-9dc6-a7537a605b71	82109356	82126317	fwd	8870	1667	5295	0.013123	0.511811	0	0.866667	-3	right
chr1	92235613	92245676	811d94e4-cf44-44ef-bd03-450b3cab67b6	92235607	92245686	fwd	10063	3039	4897	0.056083	0.675582	0.003916	0.898825	-3	right
chr1	96732931	96744345	042d4a44-baaf-42f5-9d80-3fbbfe3b30d8	96725175	96744559	rev	11414	5889	3762	0	0.392421	0.007136	0.811417	-3	right
chr1	98424724	98430334	64b96649-95d2-4715-8a78-4b1c9fa6f20c	98422921	98430340	fwd	5610	2659	2179	0	0.634434	0.045741	0.709779	-3	right
chr1	113725817	113731472	6060e963-d832-41b0-a6e8-bde1281b1e57	113722164	113731478	rev	5655	3758	1514	0.027314	0.566768	0.015209	0.63308	-3	right
chr1	143203068	143209322	193bf75f-0e1c-44c6-8fca-408e237b3036	143200062	143221953	fwd	6254	4056	2198	0.060465	0.534884	0	0.461538	-1	right
chr1	143212230	143220898	2b6ba241-036b-44b3-a456-b022f57bd4da	143212223	143222285	rev	8668	7563	1105	0.043103	0.408215	0	0.37156	-3	right
chr1	143218702	143223403	1175b148-7b5f-4b1f-8fbe-6319b8ae4dac	143213022	143233430	fwd	4701	759	3942	0	0.727273	0.084444	0.593333	-1	right
chr1	143228695	143233425	1175b148-7b5f-4b1f-8fbe-6319b8ae4dac	143213022	143233430	fwd	4730	1350	1726	0.2	0.317647	0.076125	0.67474	-3	right
chr1	153590382	153598268	6564ea28-8596-4ad6-816d-eac7a67100af	153585697	153598281	fwd	7886	2764	4837	0.006645	0.594684	0	0.856006	-3	right
chr1	157204174	157213330	2ca7371f-320c-41a7-80ed-97aea83ea601	157202478	157213335	fwd	9156	3899	4196	0.001031	0.751546	0.037259	0.835662	-3	right
chr1	163766522	163773450	77d33aea-cfb2-4bc8-a9e1-612a1647a586	163759633	163773492	fwd	6928	1119	3086	0.009646	0.379421	0	0.788509	-3	right
chr1	172245595	172254087	f90c98c6-bc8f-4c8b-93bf-b78d4267992e	172244450	172254093	fwd	8492	5188	3026	0.011236	0.460013	0.00398	0.81393	-3	right
chr1	174750688	174759921	f200e264-5b2e-496f-8cd2-5f52b5078502	174746300	174759930	fwd	9233	2555	6392	0	0.45892	0.002063	0.813822	-3	right
chr1	188192112	188197366	7d125b6c-5626-493b-ab94-999c7ac19e75	188191182	188201250	rev	5254	1010	1289	0.093583	0.342246	0	0.518957	-3	right
chr1	198718698	198724281	f9a3d4ee-63eb-4f9e-b936-7d020caba97f	198716373	198727319	rev	5583	1806	3142	0	0.246285	0.006466	0.707974	-3	right
chr1	213434891	213440115	7c736c02-81e8-423f-8126-3637b57ef9de	213429845	213440131	fwd	5224	1807	2610	0.051799	0.366906	0.010917	0.718341	-3	right
chr1	228984672	228991171	8691d307-4914-4910-a37a-adb74e857e30	228976492	228991186	fwd	6499	1550	4198	0.003175	0.396825	0.018868	0.6404	-3	right
chr1	233917794	233927963	ea09923d-397d-4b75-ba4c-5bb14eaba788	233913968	233928095	fwd	10169	1219	8527	0	0.207895	0	0.84378	-3	right
chr1	238380686	238396513	3618b41c-9ac0-45f1-b1f3-e9e0119516e7	238377968	238398392	fwd	15827	2838	11337	0.001203	0.462094	0.014136	0.846036	-3	right
chr1	246767535	246773109	7cf623f5-c4eb-4702-a322-122e829b2db0	246767528	246773803	rev	5574	3722	1086	0.008055	0.326812	0.029412	0.448529	-3	right
chr14	42227863	42237297	2990ab42-5bb2-4f7e-b751-9dd3996393a0	42222362	42237305	fwd	9434	1111	3886	0.008021	0.278075	0	0.856	-3	right
chr14	52325534	52333624	e1cef370-492d-43ea-855a-f7b2f9fc3a73	52324568	52335679	rev	8090	3198	2961	0.004376	0.539387	0.001266	0.906329	-3	right
chr14	59178655	59187052	f2b079ba-d6d1-43aa-9bfa-3a79abbdd6ff	59176771	59187059	fwd	8397	6581	1262	0.037817	0.340357	0.048649	0.802703	-3	right
chr14	99988116	99992396	7e5aeca6-56f2-4e28-a28a-2c1f0e4e80f3	99983373	99992406	rev	4280	2074	1102	0	0.276667	0.013201	0.531353	-3	right
chr15	35272113	35278876	811109bf-1c4b-402c-8f65-58882665e0d2	35272105	35290838	rev	6763	2317	1330	0.006443	0.476804	0	0.849727	-3	right
chr15	43381662	43388493	9c9b9b4e-ec23-46b6-834a-bf7441856239	43381658	43388503	fwd	6831	1026	4380	0	0.412162	0.004223	0.902027	-3	right
chr15	55756226	55764617	bcb18a6d-26a3-44f5-b80a-e42499eae1d5	55756222	55764635	fwd	8391	1168	6336	0	0.268571	0	0.881834	-3	right
chr15	71269511	71281339	37c6eb16-b112-40ce-98fb-c3704403def0	71268572	71281390	fwd	11828	1814	9503	0	0.557562	0.004547	0.885563	-3	right
chr15	72584968	72590649	6ead605c-7b3d-4531-aa92-251f08230577	72582996	72590660	rev	5681	3048	2200	0.007101	0.265089	0.015491	0.703959	-3	right
chr15	78664332	78676168	7a0fb5fa-af98-415a-9ab8-7989a8822af2	78659427	78676181	fwd	11836	2285	9234	0	0.324866	0.013636	0.826818	-3	right
chr15	79496220	79503273	41ab24fe-2332-4f73-a501-318afb38cd2d	79490266	79503279	fwd	7053	1269	5447	0	0.452532	0.057404	0.660796	-3	right
chr16	21716905	21726245	769a7437-0698-4ce4-b7ec-90c763e57bfa	21701393	21731448	rev	9340	2602	4236	0.021812	0.47651	0	0.802703	-3	right
chr16	46384945	46389339	dedaee74-ebc4-44fa-b1ca-96c4f33d9654	46383095	46405953	fwd	4394	1181	1654	0	0.261603	0.029973	0.384196	-1	right
chr16	46383412	46391951	c3d770d0-2e5e-46e3-b112-54e4642c5ca8	46383407	46392500	rev	8539	2262	5805	0.087248	0.675168	0.002458	0.932153	-3	right
chr16	46388208	46397299	d7e49fb9-67ca-462d-bbd3-a0c189d02133	46384115	46401327	fwd	9091	1298	6631	0.006623	0.360927	0.026549	0.454277	-3	right
chr16	46388350	46394211	9905319c-c85e-4c1a-9915-7a70f2611935	46384158	46400636	fwd	5861	1184	3005	0.011321	0.350943	0	0.138889	-3	right
chr16	46387718	46396248	75474515-1f22-4d50-9974-6fcf4abc68aa	46385624	46400636	rev	8530	6511	1045	0.026432	0.6	0	1	-1	right
chr16	46389451	46397299	3bf6c3f4-01db-47e1-acf5-87a0b33d40fa	46386469	46400682	fwd	7848	2280	2317	0	0.371542	0	0.6	-3	right
chr16	46387309	46396612	cc937f93-59bf-4313-abd2-74bf6ec27c68	46387304	46403452	rev	9303	6901	1609	0.046278	0.274983	0	0.361111	-1	right
chr16	46387397	46392675	d0a6557a-4255-4494-baa3-3994a8cbd40a	46387385	46401758	rev	5278	2098	1535	0.087143	0.422857	0	0.742857	-1	right
chr16	46388587	46394254	ee6af0d2-e9cf-4c09-a801-2bf29096a074	46387648	46404819	rev	5667	1021	3260	0.148036	0.404834	0	0.838462	-3	right
chr16	46393249	46398495	b5ddc150-8a3f-4777-a4fb-c44d74ee18e3	46388787	46401042	fwd	5246	4050	1196	0.061697	0.44473	0.009524	0.295238	-3	right
chr16	75651710	75656334	341a089d-6edc-48dc-85e4-fe57aed11be6	75651701	75660170	rev	4624	1787	2543	0.008065	0.572581	0.002853	0.704708	-3	right
chr16	83925078	83930609	bde318ea-562b-4a73-ba93-101e49c576ef	83915128	83939760	fwd	5531	2024	2275	0.015982	0.353881	0.027184	0.67767	-3	right
chr17	5299328	5309792	d65fd61e-e103-4def-8e6c-5b6599a45a5e	5299314	5309801	rev	10464	2421	5702	0	0.523726	0.014402	0.902317	-3	right
chr17	45987006	45990441	ba3777e4-df9c-467f-9327-86a688c38134	45980773	45990446	fwd	3435	1179	1746	0	0.322476	0	0.675258	-3	right
chr17	63174896	63185332	67c2a630-b65d-434a-9053-b0a4e1d83544	63173511	63185341	fwd	10436	7085	3097	0.005842	0.377589	0.006515	0.795874	-3	right
chr17	78683787	78688812	87f64cc0-1a87-4c29-94e5-c6d6021fd48f	78681872	78688816	rev	5025	1456	3219	0	0.456522	0.017687	0.82585	-3	right
chr18	5602380	5607815	bbfa718d-58da-4462-81ac-7c8a5f571a19	5599781	5611957	fwd	5435	3537	1648	0.007007	0.51952	0	0.56875	-3	right
chr18	6215457	6222080	c2a57df3-e65a-4706-8e81-477d2c66f4b0	6212187	6222088	fwd	6623	1034	3486	0	0.23676	0.004651	0.874419	-3	right
chr18	6650944	6655030	362d427a-6716-4cd4-83ba-e31378e15571	6639322	6655041	fwd	4086	1039	2629	0	0.25256	0.001445	0.553468	-3	right
chr18	8743520	8752808	51228dcb-deed-4c38-964d-2a3ef7f7cd48	8741384	8752817	rev	9288	5881	3129	0.007524	0.345372	0.010855	0.679783	-3	right
chr18	39630812	39636011	1b09f00c-43a1-4844-968d-4beaef9aeb78	39626355	39636019	rev	5199	2083	2344	0.018416	0.596685	0.099424	0.690202	-3	right
chr18	56194153	56204967	ae2bebc2-aa02-4db9-b417-6a27616c7531	56194014	56204973	rev	10814	1133	9374	0	0.505976	0.000693	0.878378	-3	right
chr19	3376714	3385811	080a8fce-89b1-495c-a91d-ac32feaa4702	3376705	3386543	fwd	9097	1680	5822	0.045894	0.42029	0	0.862775	-3	right
chr19	17347186	17351288	b20edb31-9573-430f-886f-795fcad7f0bd	17346207	17353384	rev	4102	1319	1009	0.132258	0.290323	0.016854	0.398876	-3	right
chr19	24092066	24098660	7b7c55e6-e12b-44dc-b288-b86206baa3f7	24092058	24099778	fwd	6594	2135	4090	0.065868	0.803593	0.009993	0.902065	-3	right
chr19	49535389	49540072	773869cf-09d2-4981-af9a-0bb47c5fcd07	49525882	49540084	fwd	4683	2010	2128	0	0.371482	0.010969	0.515539	-3	right
chr2	7729785	7738034	33bc3275-f1d7-4f32-9e85-f02c47b2b35e	7729540	7743505	rev	8249	1011	5729	0	0.239437	0.022624	0.775695	-3	right
chr2	18601263	18607213	36636865-7960-4e96-8f25-662ca4b9ad2d	18599740	18607220	fwd	5950	1069	4507	0.002584	0.426357	0.011128	0.76632	-3	right
chr2	21151413	21156813	d7ac2018-0820-4276-9f77-3200f36c54d3	21142807	21164345	rev	5400	1025	3923	0	0.256039	0	0.777514	-3	right
chr2	22656729	22667599	1e26236b-e894-4ec9-abdb-8d76b402d264	22653650	22667830	fwd	10870	2034	7194	0	0.276265	0.00428	0.815026	-3	right
chr2	24604099	24615221	aedd90d6-bdd7-4d21-a204-a8a7a156f210	24602724	24615226	rev	11122	3575	5283	0	0.440987	0.011556	0.704	-3	right
chr2	69464905	69473549	883b63d3-e36b-4eb6-8146-908ee6783537	69464899	69473554	fwd	8644	2672	5672	0	0.493921	0	0.888334	-3	right
chr2	89831953	89839704	901c9d25-cb60-4fd9-8716-7ca2e4d32f7c	89831946	89843756	fwd	7751	1752	3726	0.005747	0.653736	0.019337	0.457182	-3	right
chr2	126439909	126446386	70ee0bfe-393b-4738-a4c2-46bf1f27d6d9	126439899	126447090	fwd	6477	1029	4067	0	0.382445	0.000945	0.864839	-3	right
chr2	132591780	132602277	f0ec5ca8-bac6-4dcd-b41e-b826cce93847	132591740	132603718	rev	10497	3066	4852	0	0.332544	0	0.835192	-3	right
chr2	164610512	164618889	d8516cbc-9aff-40ad-9ef7-a2e7e4b66071	164607437	164619626	fwd	8377	2910	4312	0.010088	0.476671	0	0.84846	-3	right
chr2	178408272	178410715	5d0b14cc-459b-440f-b93f-2fb60e26bb12	178402984	178413689	fwd	2443	1110	1074	0	0.357895	0	0.77305	-3	right
chr2	187491178	187502431	37a55fa2-0f8a-4356-b353-019cf8b214d8	187489674	187502438	fwd	11253	2044	8081	0	0.434383	0	0.908403	-3	right
chr2	192780604	192789411	34aa6a3d-1b48-4d7b-bb8c-10e225704d64	192775979	192789531	fwd	8807	1148	7163	0	0.230964	0.006351	0.79873	-3	right
chr2	215946534	215957503	7f672291-151e-4649-a7ac-c5ddac239cfa	215946196	215957523	fwd	10969	2115	8425	0.032864	0.558685	0.016935	0.89178	-3	right
chr2	226700507	226708729	b4e64599-cc99-4875-acc8-c5a4ad1eac50	226700500	226708733	rev	8222	1152	3082	0.16726	0.501779	0.001115	0.921962	-3	right
chr2	231017957	231021130	6694c13d-96ac-4b41-8da5-92e0ce98dda1	231013118	231021138	fwd	3173	1861	1033	0	0.327684	0.013289	0.76412	-3	right
chr20	11129505	11139612	c3b5a2e2-5605-4f91-8cd2-101f93fcfddb	11129497	11139786	fwd	10107	1106	6902	0.01773	0.379433	0.003413	0.916138	-3	right
chr20	13703803	13714591	9c3cff24-971c-4c8d-8214-4b6bea190184	13694393	13717325	rev	10788	4472	4022	0.025246	0.668719	0	0.908055	-3	right
chr20	31063412	31068592	0ee802b6-c9a8-43c6-92f3-14992ebc6d44	31055289	31068598	fwd	5180	2135	1573	0.055556	0.456522	0.010417	0.534722	-3	right
chr20	31060677	31067538	733c9c35-3438-4055-bad8-754c12a0e631	31056967	31071474	fwd	6861	2590	1073	0.102088	0.37587	0.057592	0.544503	-3	right
chr20	31063812	31068028	b80d9651-a291-4c2b-af4a-5f12f5eabf2c	31062709	31071997	fwd	4216	1775	1144	0.029412	0.457983	0	0.406593	-3	right
chr20	31066284	31069870	d34b4690-21f8-4bba-a863-8b67b263e57c	31063974	31076455	rev	3586	1289	1387	0.151927	0.451247	0	0.541667	-1	right
chr20	35788290	35796336	f09b651c-78e7-492b-83fb-59670be980b7	35782800	35796341	fwd	8046	2881	4325	0	0.781654	0.079073	0.683706	-3	right
chr20	42031666	42035067	fadd3513-29c3-41ba-ac03-e3cddab11b8f	42023835	42035072	rev	3401	1760	1176	0	0.278409	0.024138	0.610345	-3	right
chr20	45866799	45873824	8404b65f-39dc-4dd3-8107-35c942ad6c9d	45864276	45873828	rev	7025	4286	2502	0.009599	0.265271	0.032129	0.8166	-3	right
chr20	60533337	60540553	0d333854-2492-4915-9fde-7c2a9be01520	60531552	60540557	rev	7216	1099	5677	0	0.203822	0	0.809679	-3	right
chr21	10656666	10660056	925e7a09-4810-495d-af30-8a649f1a46cf	10656498	10672306	rev	3390	1225	1065	0.023166	0.401544	0.008734	0.480349	-3	right
chr21	14131737	14142609	c22fc3e5-bc04-48c8-8f22-52a38a2252d7	14131332	14142613	rev	10872	2845	5361	0.054348	0.585284	0.030512	0.833621	-3	right
chr21	16753937	16760411	9c922d3d-1cdd-420d-a691-7a18e8b2658a	16753243	16765176	rev	6474	1397	4805	0	0.497706	0.001119	0.888081	-3	right
chr22	10707718	10714364	9f101ffd-d1a9-4c89-87bf-a205bfc07bd9	10707713	10721203	fwd	6646	2369	2249	0	0.608983	0.019006	0.847953	-1	right
chr22	19188866	19196451	e6b3d2ae-c957-49b6-a61f-bc6ac5d95bf0	19186796	19196458	fwd	7585	3618	3583	0.014614	0.495825	0.015827	0.840288	-3	right
chr22	19769221	19774685	f1d01f16-9686-421f-b55f-209de81d5a21	19763950	19774691	rev	5464	1671	3380	0	0.385621	0.018182	0.692308	-3	right
chr3	14436733	14444633	b3795908-6d71-4e6b-bc75-e769afa2222f	14433297	14444643	rev	7900	2501	3982	0	0.638026	0	0.878229	-3	right
chr3	24621304	24625160	5eedf4ab-3369-453b-a3be-4685c942be1f	24620105	24625167	fwd	3856	2147	1376	0	0.54732	0	0.778539	-3	right
chr3	30802916	30812164	b4d74482-6e6a-4395-b120-83e4929d5b9c	30798731	30812545	fwd	9248	1435	7352	0	0.286802	0.013969	0.701349	-3	right
chr3	35419241	35425807	28a8beea-54bf-41fa-929e-f094f958a2ea	35419233	35427432	rev	6566	2646	1847	0	0.56674	0.001698	0.925297	-3	right
chr3	39684053	39687593	5d2a50a5-13dc-47c5-a55b-410e375642fa	39678254	39687599	rev	3540	1187	1914	0	0.444444	0.013631	0.802974	-3	right
chr3	53293865	53301447	6be7721a-a0e9-47d6-8995-4e5f8ea93567	53287771	53301602	rev	7582	1447	5789	0	0.367609	0	0.863838	-3	right
chr3	78556123	78567487	8e01a479-4612-4146-bb34-34fdf6de396e	78554930	78570027	fwd	11364	1272	9850	0.005249	0.422572	0.007166	0.800326	-3	right
chr3	84384105	84396235	7654f9fa-8f1f-4c63-9eb0-f73640e64d6e	84381443	84396245	fwd	12130	3543	6291	0.006114	0.722271	0	0.878885	-3	right
chr3	100620191	100624827	7cdf358e-e12c-478c-ba67-f6c52fe8a85d	100612980	100624832	fwd	4636	1492	2780	0	0.345455	0.006648	0.765432	-3	right
