chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	stall_score	fork_direction	sample
chr5	154627287	154636257	8b642559-c904-4e26-b83e-a1edf14025a7	154627281	154645827	rev	8956	-3	left	OV3_Cisp0
chr5	163019341	163027398	c3dae00e-646d-4bf0-90fa-57cabe5fa35f	163019333	163038071	rev	8025	-3	left	OV3_Cisp0
chr5	163127076	163139750	f8aa8914-7b9a-410b-962f-bcffd6873849	163126535	163139754	rev	12648	-3	left	OV3_Cisp0
chr5	174050974	174056120	5abaed00-4861-4db6-a611-95abacd2582d	174050969	174068214	fwd	5130	-3	left	OV3_Cisp0
chr6	1912742	1922313	618eb27a-026a-4216-a0ad-f722964062b9	1911067	1927939	fwd	9516	-3	left	OV3_Cisp0
chr6	1999908	2007421	9d74ade4-28d6-4828-b769-e7bcd0d60902	1999903	2012983	fwd	7499	-3	left	OV3_Cisp0
chr6	3488461	3496903	48996740-ac7b-4a1a-a93c-9b9ac41652b5	3488453	3501893	rev	8299	-3	left	OV3_Cisp0
chr6	3702611	3715969	cb8e264f-5029-4eba-9eb2-573c45c007f3	3693591	3718508	rev	13198	0.150118	left	OV3_Cisp0
chr6	13694263	13704616	743c3f98-19c4-4a40-b841-0a4f467716fa	13689651	13714305	fwd	10320	-3	left	OV3_Cisp0
chr6	16708585	16731214	48c64354-e06a-4059-86ed-f71166c5c216	16707825	16731223	rev	22534	-3	left	OV3_Cisp0
chr6	17188534	17200285	5c1d82fc-6722-4c9b-904c-73ca658947f8	17186979	17200289	rev	11722	-3	left	OV3_Cisp0
chr6	23601790	23619213	f05d3420-3cf3-41f0-ac93-4fed96211f31	23580951	23624380	rev	17199	0.091865	left	OV3_Cisp0
chr6	25013185	25024495	22df39e9-ac5a-4540-984a-37ff42ad9b13	25011941	25026672	rev	11305	-3	left	OV3_Cisp0
chr6	26852041	26857234	988c9cc7-2d89-4e92-bff3-cf68569ec454	26847334	26865907	rev	5112	-1	left	OV3_Cisp0
chr6	35259886	35273677	a5b6ab18-d982-426b-ba57-5d2fa9716c3b	35258019	35276309	rev	13672	-3	left	OV3_Cisp0
chr6	41030736	41041351	c40d2ee3-aafb-4396-9ebd-26a919f37b1a	41030730	41042082	fwd	10592	-3	left	OV3_Cisp0
chr6	41433822	41445422	46cbf326-d5e7-447b-9d0b-ba3f00a0ff48	41409624	41452174	fwd	11576	0.837629	left	OV3_Cisp0
chr6	44826000	44833314	21735826-015c-411d-ac03-d08ffc914479	44813200	44833953	fwd	7246	0.306518	left	OV3_Cisp0
chr6	47220899	47237611	9a15f958-4144-4d77-b0fe-73e17b9f4e59	47211853	47242424	fwd	16623	0.04395	left	OV3_Cisp0
chr6	51110053	51139828	8b7eae95-1ed8-4997-8c03-00f419007517	51108035	51147397	fwd	29616	-3	left	OV3_Cisp0
chr6	51342890	51352714	004d2237-536c-473e-b3e1-24c4156e586d	51342755	51367410	rev	9774	-3	left	OV3_Cisp0
chr6	52622852	52630745	fc13d9b8-f9a6-4515-a9fb-6cb8f5d4b1be	52589694	52630763	fwd	7877	-3	left	OV3_Cisp0
chr6	55889818	55915011	f93a21c4-6175-47b1-860b-676f377a358e	55889813	55918134	rev	25138	-3	left	OV3_Cisp0
chr6	70303827	70313194	b49f0d26-7e36-4e7a-a2d3-10ab6d0fd5b6	70303818	70314459	rev	9304	-3	left	OV3_Cisp0
chr6	72873359	72893169	78ddcbac-b818-48d6-bc40-f963b4d233a5	72873345	72929069	rev	19762	-3	left	OV3_Cisp0
chr6	73507876	73516899	45167189-e763-4bf8-88e1-78207f151763	73507851	73522620	fwd	9028	-3	left	OV3_Cisp0
chr6	78236200	78246107	eee4b442-1f0d-410e-ad86-c0c137acba8c	78236196	78255119	fwd	9899	-3	left	OV3_Cisp0
chr6	91742745	91754146	03accb85-9390-4295-88cd-ac66344f1810	91742731	91756173	fwd	11250	-3	left	OV3_Cisp0
chr6	99218826	99228314	e84fca6b-3819-4712-aa6a-e761a6367198	99217523	99242333	rev	9474	-3	left	OV3_Cisp0
chr6	100139812	100152198	f5f4298f-5609-4fe4-a365-c7888ca219ae	100132297	100152204	fwd	12310	0.054867	left	OV3_Cisp0
chr6	106732526	106741164	9b6de719-f389-4c5e-9221-d4d32bacf8eb	106732513	106751709	rev	8581	-3	left	OV3_Cisp0
chr6	108067753	108088749	ff21b395-7206-4cc6-85f7-666a3dcb655d	108055333	108098435	fwd	20841	0.176625	left	OV3_Cisp0
chr6	110739086	110753206	1ebe3d4b-734a-4685-a276-085722adf0c2	110727049	110766715	rev	14085	0.275887	left	OV3_Cisp0
chr6	112388331	112407479	e93ecf64-65dc-45f8-abc1-f8128145e95d	112386076	112411333	fwd	18944	-3	left	OV3_Cisp0
chr6	113416985	113430038	545607ab-08ad-4c9e-9962-7350780ab49c	113416974	113430043	rev	12942	-3	left	OV3_Cisp0
chr6	114004747	114015306	4c623565-b227-439d-8f81-95a0774613fb	114004742	114015310	rev	10468	-3	left	OV3_Cisp0
chr6	117068532	117074893	a3fc5128-ff3b-4acd-9796-16b9fd37acc4	117068524	117074898	rev	6334	-3	left	OV3_Cisp0
chr6	120255900	120284398	79e5bf6f-0ce6-4101-94f3-35618d358532	120254298	120300363	fwd	28642	-3	left	OV3_Cisp0
chr6	121879052	121888378	c7ef469c-85ab-47e8-b295-a97435fb0ed8	121861525	121911644	fwd	9279	-1	left	OV3_Cisp0
chr6	124268350	124278274	00b1fb56-598a-4723-82b4-16aa103022b3	124265422	124281979	rev	9900	-3	left	OV3_Cisp0
chr6	124300804	124320051	5891690a-0e1f-4f53-8775-11244dea649f	124300799	124320058	fwd	19156	-3	left	OV3_Cisp0
chr6	133721978	133731435	52e0f209-8a93-4325-8cb6-fc60251bbe12	133721973	133748248	rev	9417	-3	left	OV3_Cisp0
chr6	133787830	133801986	c5cb2d4f-49d2-42f7-964d-9878db4217b5	133787824	133802862	rev	14148	-3	left	OV3_Cisp0
chr6	139680561	139688644	e0bbf786-dd22-4dda-9aa1-f8cf166e3fe5	139680556	139699459	rev	8007	-3	left	OV3_Cisp0
chr6	140734697	140741452	be62ccd1-bf91-4a6e-a9be-241847bf514e	140734692	140741460	fwd	6745	-3	left	OV3_Cisp0
chr6	142115093	142126145	8fcec37c-cc73-44fb-969c-5a00572932bc	142113715	142130989	rev	11022	-3	left	OV3_Cisp0
chr6	145488478	145491745	587b5dd4-fd3d-40b2-9e15-d1f9c7463461	145480038	145509840	fwd	3230	-1	left	OV3_Cisp0
chr6	146544918	146552830	ca231d69-892a-42e2-9b9c-be75797d4704	146544911	146559086	rev	7869	-3	left	OV3_Cisp0
chr6	148173199	148188866	b6449754-d3ce-403d-8280-e5098a3c5aec	148173181	148191774	rev	15653	-3	left	OV3_Cisp0
chr6	150694400	150702785	a56e906c-19c7-416c-b164-0e1c367d189e	150694396	150712994	fwd	8315	-3	left	OV3_Cisp0
chr6	157350761	157361113	b45685a0-f466-4335-86e3-e39d5755b490	157350751	157361119	fwd	10280	-3	left	OV3_Cisp0
chr6	165671155	165686558	a2153a4e-f355-4301-9d0f-fc8c594a9df8	165655183	165694459	fwd	15881	0.067623	left	OV3_Cisp0
chr6	166146192	166163993	4d7871ac-f2b1-4179-8644-e382ea31ad01	166145242	166183244	fwd	17787	-3	left	OV3_Cisp0
chr7	9824904	9841588	6332605c-f038-4bd9-919f-4691c2f91314	9824896	9871249	fwd	16597	-3	left	OV3_Cisp0
chr7	14752861	14760693	b2ab54c6-d4ce-4448-b74b-7884eff6a344	14752856	14764889	fwd	7838	-3	left	OV3_Cisp0
chr7	15489958	15495803	1d5885aa-2cce-49f8-919c-ee926ab53f3b	15489946	15495808	fwd	5781	-3	left	OV3_Cisp0
chr7	15815565	15828738	5c719ed1-67a7-40c0-b53a-d2c79d1d1626	15815554	15828744	rev	13113	-3	left	OV3_Cisp0
chr7	19782735	19799218	dc24b377-0407-4a57-865e-383d8394744e	19782728	19799225	rev	16410	-3	left	OV3_Cisp0
chr7	20103657	20113794	9f271fa4-d842-4cc6-951a-bff13f2a74b8	20103652	20113805	fwd	10097	-3	left	OV3_Cisp0
chr7	21456005	21463944	43ae0014-2366-4d40-b525-9c2e7df02c53	21441341	21472049	fwd	7864	-1	left	OV3_Cisp0
chr7	26511634	26529514	c42d08c7-03e7-4710-ae04-b644f4ed93f8	26501109	26529519	fwd	17807	0.105604	left	OV3_Cisp0
chr7	31797894	31807111	fc41b800-893d-43c8-b684-056a7107d1d6	31797880	31807118	rev	9198	-3	left	OV3_Cisp0
chr7	32033044	32041090	3e518182-4a86-40d9-b236-1a0906ad5a06	32033038	32043264	rev	7989	-3	left	OV3_Cisp0
chr7	35285820	35292259	5b832f6c-536c-441d-873b-c6cd8e9da5e7	35285809	35305032	fwd	6365	-3	left	OV3_Cisp0
chr7	38141341	38150442	736e136a-1db3-4610-9c6b-7f7bb9a33cf2	38140680	38150446	rev	9072	-3	left	OV3_Cisp0
chr7	53953679	53969205	e9380d2b-5fd0-44d3-b68a-dcd6ebb93b75	53933490	53978634	fwd	15423	0.13804	left	OV3_Cisp0
chr7	54113657	54124821	f93881e2-63c2-4960-9964-1ea9ec95db6c	54091139	54128920	fwd	11113	0.130207	left	OV3_Cisp0
chr7	62349506	62358253	2224c52a-ef9d-4f46-ba05-7350bab12a5f	62343496	62358864	rev	6736	-1	left	OV3_Cisp0
chr7	67229006	67244763	a5e8c481-43ed-4e4c-99bc-6a0bc704156a	67219522	67246670	rev	13931	0.351859	left	OV3_Cisp0
chr7	77551454	77568784	f3ee778c-601c-4d74-b787-e8518e900c84	77551447	77568790	fwd	17245	-3	left	OV3_Cisp0
chr7	81910100	81925736	f2b2d773-8543-4921-8a32-d754a7f09ad7	81910091	81925740	rev	15566	-3	left	OV3_Cisp0
chr7	85458257	85472080	7bbbc146-61b3-41f6-b051-1af08933eb74	85445917	85474329	rev	13759	0.286464	left	OV3_Cisp0
chr7	91180181	91193037	014fb36d-8d90-4545-a765-137b60487136	91177286	91196207	fwd	12756	-3	left	OV3_Cisp0
chr7	99642460	99651338	d0999f65-8161-4b4d-ad84-7252c0c37975	99642453	99652290	fwd	8792	-3	left	OV3_Cisp0
chr7	105154170	105160858	1bae3693-73de-4438-af12-26bbadf1a0ab	105142290	105164323	fwd	6636	0.878574	left	OV3_Cisp0
chr7	107237959	107245775	10f41a6b-ba43-48f2-8ab6-d0b885056798	107237955	107245783	fwd	7795	-3	left	OV3_Cisp0
chr7	107515680	107523053	c5c3da6a-73eb-4e3c-8812-2eb2b8d18558	107506982	107524696	fwd	7383	-3	left	OV3_Cisp0
chr7	109864291	109881250	b2a2e4d0-b1a6-42dc-905f-dc06da903a5e	109864286	109897014	fwd	16687	-3	left	OV3_Cisp0
chr7	115328997	115349725	97b6cb4d-8ab8-426a-b4e7-6a46d32c995b	115328992	115349754	rev	20696	-3	left	OV3_Cisp0
chr7	115457347	115470019	47484781-e0b0-4d72-8bbf-5d4db693abdf	115457340	115473884	fwd	12651	-3	left	OV3_Cisp0
chr7	115706280	115732950	229b6673-6697-43b3-8e45-14ec7b08a2cc	115706275	115737853	fwd	26584	-3	left	OV3_Cisp0
chr7	115979573	115989338	ab9bf895-a2f2-4d2d-a0f3-2544346acd0c	115979566	115989343	rev	9723	-3	left	OV3_Cisp0
chr7	116540508	116549141	9b1c06ef-6da0-40df-843e-212ecda7e9a2	116538985	116549146	rev	8567	-3	left	OV3_Cisp0
chr7	119595161	119610165	c8945057-bfd0-45cd-94d5-57807554276f	119595154	119654348	rev	14920	-3	left	OV3_Cisp0
chr7	131274585	131281966	53cc5196-b2bd-4ac5-bf22-59685529eaad	131274580	131296026	rev	7397	-3	left	OV3_Cisp0
chr7	134310807	134317417	e6c61d10-8ae0-4545-b1d5-a372f1bdfa47	134309236	134322252	rev	6552	-3	left	OV3_Cisp0
chr7	135207476	135215217	3882dd51-a7c4-4d6c-8c7f-ef6331a0a68a	135207471	135248092	rev	7672	-3	left	OV3_Cisp0
chr7	138421386	138429405	066a0be7-5fcf-48d6-ab2d-61049b054174	138418291	138429413	fwd	7967	-3	left	OV3_Cisp0
chr7	145227255	145230461	8c7d0771-bb4e-432d-8fd4-a9dc1d46be2a	145225660	145234858	fwd	3199	-3	left	OV3_Cisp0
chr7	152426317	152436431	dd8ab725-e837-4143-9788-d0859b84d30d	152426312	152441036	rev	10072	-3	left	OV3_Cisp0
chr7	156047346	156062269	0be22511-a071-4f33-b294-5fcfa7464193	156046734	156081977	rev	14798	-3	left	OV3_Cisp0
chr8	11733949	11741566	cac82ab0-be10-4989-9256-7f58b66c7594	11733928	11747685	rev	7599	-3	left	OV3_Cisp0
chr8	14439136	14454564	cf8a7245-096d-4ec3-af5a-b8ba4b4481d6	14439127	14462474	rev	15272	-3	left	OV3_Cisp0
chr8	15295649	15307151	6b775256-d070-4275-b1de-cfa938f3f120	15295643	15314074	fwd	11475	-3	left	OV3_Cisp0
chr8	15351126	15358857	81ef290a-0f60-4cfd-bd92-effd472b1993	15347239	15372844	rev	7742	-3	left	OV3_Cisp0
chr8	18424061	18431491	4cc850b4-03bd-4ab7-8f9f-3e15ad36193e	18424049	18457530	fwd	7392	-3	left	OV3_Cisp0
chr8	21964079	21972910	e34cee08-f461-450a-bff7-d3707ad774c6	21964070	21991311	fwd	8775	-3	left	OV3_Cisp0
chr8	26197358	26221500	c9c76ae6-5da6-4293-b759-afd2bf53b39e	26192474	26223362	fwd	24237	-3	left	OV3_Cisp0
chr8	27742077	27754779	5afb3647-c882-493d-93cf-3e7874888bbd	27728564	27756345	rev	12624	-1	left	OV3_Cisp0
chr8	28136734	28154158	ad719b4a-313f-44bb-bc5f-1d9d00436883	28136727	28155581	fwd	17445	-3	left	OV3_Cisp0
chr8	31694012	31707136	088bfb79-518d-4749-9946-bd5c12fbcefb	31693269	31707148	rev	13102	-3	left	OV3_Cisp0
chr8	36681078	36697440	5808ca5b-fbbd-4b97-a058-37aa78178b7a	36681073	36704976	rev	16128	-3	left	OV3_Cisp0
chr8	37111909	37124280	86032f02-5e6a-48bd-8044-bc2a5e3cc364	37111904	37137699	fwd	12319	-3	left	OV3_Cisp0
chr8	37466109	37473005	0f9c74da-f042-498f-b36c-337277b3756c	37466105	37481448	fwd	6982	-3	left	OV3_Cisp0
chr8	40419736	40427350	329da86d-b854-4cc7-80b6-611d3f92a19b	40419730	40448205	rev	7615	-3	left	OV3_Cisp0
chr8	41101213	41110643	2b9ac0d2-ce56-43f6-b584-9ee4ec1c2a8e	41100246	41115238	rev	9395	-3	left	OV3_Cisp0
chr8	41216894	41232307	b75c2820-c352-45ef-996c-485f7b43c427	41216870	41241826	rev	14292	-3	left	OV3_Cisp0
chr8	46356435	46375887	dd1bcf16-962c-4849-bfac-1b4d1f17092d	46356058	46375989	fwd	19443	-3	left	OV3_Cisp0
chr8	51048191	51066103	25ae4947-e49f-45d4-8782-9fb8698107c2	51046933	51091490	fwd	17882	-3	left	OV3_Cisp0
chr8	51275105	51297706	7f1b1bfe-0afd-49da-bc6c-13c623c81d77	51275100	51297711	fwd	22574	-3	left	OV3_Cisp0
chr8	53796361	53805567	efde483e-302c-405a-8ba6-89abf8089dce	53796356	53807521	rev	9156	-3	left	OV3_Cisp0
chr8	55203286	55209031	50a09511-25c2-42b2-94b2-d9b2a544f05b	55203280	55209036	fwd	5710	-3	left	OV3_Cisp0
chr8	60563394	60574372	8ae8145c-0287-4eda-8d2c-30f1e5f328ec	60563387	60575238	fwd	10901	-3	left	OV3_Cisp0
chr8	65281414	65291681	847870cc-3422-46e8-a1ba-4663d5916fad	65281408	65292479	rev	10196	-3	left	OV3_Cisp0
chr8	66194002	66199861	6ac24785-ccab-42ee-9145-80d9b60777a3	66193994	66204765	rev	5877	-3	left	OV3_Cisp0
chr8	68996235	69000560	bf98c988-8871-477f-836f-91403c7a6eb0	68995738	69019226	fwd	4300	-3	left	OV3_Cisp0
chr8	69183600	69195522	1cc167cd-9fb5-4c13-925f-d716c3b926fe	69176116	69198326	rev	11838	0.368081	left	OV3_Cisp0
chr8	69472066	69479949	3d4e7709-3114-459c-8ced-7aceca1e4a78	69472060	69491843	fwd	7908	-3	left	OV3_Cisp0
chr8	69940799	69954371	0ac7231d-b86c-4568-a8ec-f58fdfcc3113	69939807	69974351	rev	13556	-3	left	OV3_Cisp0
chr8	70221176	70234248	f843a4f2-2994-40ef-9a3d-8c306de8149d	70221171	70238168	rev	13013	-3	left	OV3_Cisp0
chr8	72874183	72912274	1c5b05bd-867f-4cef-a4ff-68fff0842646	72857698	72925118	rev	31957	0.377042	left	OV3_Cisp0
chr8	85905251	85917237	8e64c998-e983-49d1-bcf2-e92709a53a10	85905247	85918378	fwd	11955	-3	left	OV3_Cisp0
chr8	89474203	89486467	525b109d-f950-4e7d-8a8b-097fc0b3cf2c	89474198	89488966	fwd	12241	-3	left	OV3_Cisp0
chr8	93113383	93121320	9dcab4f9-56b7-4a4b-9c26-e708d68a0d87	93113371	93127469	fwd	7937	-3	left	OV3_Cisp0
chr8	93346520	93362729	c9bda447-e00b-4ad5-9d03-eb5dcec1841a	93346512	93368593	rev	16071	-3	left	OV3_Cisp0
chr8	94566053	94572037	8f01d672-8e5d-4545-a4f0-931dbc041d6f	94566044	94572053	fwd	5933	-3	left	OV3_Cisp0
chr8	96320844	96327649	5cbfbdce-73be-4ac7-80ab-4c4c4408b404	96318848	96337361	rev	6746	-3	left	OV3_Cisp0
chr8	97634705	97642510	e3e9dacd-7da6-450c-885b-5c749f6b9a79	97633872	97642516	fwd	7776	-3	left	OV3_Cisp0
chr8	98336164	98342587	319f2381-6f90-4a83-a230-e390c3d8c0cc	98336157	98351173	rev	6417	-3	left	OV3_Cisp0
chr8	100566003	100575281	7997ec8f-d6fe-4e2c-9f78-6f39fb01dfad	100565998	100578365	rev	9273	-3	left	OV3_Cisp0
chr8	100840698	100858484	cada5154-8b15-499c-9b9e-6d0d060158c5	100832995	100858490	fwd	17697	-3	left	OV3_Cisp0
chr8	100985551	100995966	2cb20293-b2c9-430e-b53f-99a49deb659b	100980071	101005506	rev	10340	-3	left	OV3_Cisp0
chr8	108666906	108670126	1b948fdb-a3c1-4a25-bc44-7865c4701f06	108666898	108679525	fwd	3228	-3	left	OV3_Cisp0
chr8	117967813	117980553	bb426387-1263-4dd6-bc25-d03aa805edb2	117967805	117993821	fwd	12738	-3	left	OV3_Cisp0
chr8	119851703	119860286	76b9b384-5a13-4e6d-8888-785673064fbe	119848255	119865971	rev	8547	-3	left	OV3_Cisp0
chr8	119983240	119998177	29470c49-1f44-468c-9890-acaa161ac0ab	119983236	120007015	fwd	14865	-3	left	OV3_Cisp0
chr8	126297832	126312303	1d93bcca-a1cb-4f83-bed0-aebc29e4c51e	126297828	126315817	fwd	14397	-3	left	OV3_Cisp0
chr8	126468380	126482468	6414ba7a-9557-44b7-8b37-b904b6c6f806	126438225	126482473	fwd	14075	0.429357	left	OV3_Cisp0
chr8	127322856	127335420	c5de4e30-47a7-434b-bf3e-0335306527b2	127322033	127335426	fwd	12511	-3	left	OV3_Cisp0
chr8	129964970	129971932	93f4c9ff-fbda-4a80-b416-736114ca6f58	129964963	129977828	rev	6980	-3	left	OV3_Cisp0
chr8	131886592	131898812	062ecc72-7cfd-45dc-b477-1fc5b7403e14	131886588	131900967	fwd	12201	-3	left	OV3_Cisp0
chr8	134364313	134379842	17b8a9f3-3f8a-4a51-8381-ed03d64c2cae	134364306	134384434	fwd	15457	-3	left	OV3_Cisp0
chr8	134495524	134503179	81ea49f8-3d12-4375-84ac-87bf0229ce2c	134495517	134505512	fwd	7535	-3	left	OV3_Cisp0
chr8	138473812	138485233	7bfd3c2a-64b9-430d-a09a-14aaf68d7a68	138473805	138487898	rev	11423	-3	left	OV3_Cisp0
chr8	141839120	141855114	fc4bfc20-c0d6-4029-b72e-7b4888204b58	141839113	141855124	fwd	15909	-3	left	OV3_Cisp0
chr8	141986285	142004213	13595be9-5cc7-46f4-9210-06b4e861c011	141982425	142004220	rev	17952	-3	left	OV3_Cisp0
chr9	2343485	2355623	6d3c0387-2fd4-4262-831e-84fd0b7ca7c3	2343479	2355628	rev	12419	-3	left	OV3_Cisp0
chr9	3742922	3754510	9be2bae9-fc78-4fb9-a9f2-36a1b7109337	3742914	3754514	rev	11551	-3	left	OV3_Cisp0
chr9	5660394	5669216	a498987d-485b-4fa9-aad1-3365c2ea746b	5660388	5681825	fwd	8755	-3	left	OV3_Cisp0
chr9	6260431	6274259	1228bd3f-0605-48b2-97e7-436efc28d446	6260425	6280306	rev	13792	-3	left	OV3_Cisp0
chr9	11506070	11524338	e7efdad0-8246-439e-9389-fdc92ddb409d	11504931	11528358	rev	18186	-3	left	OV3_Cisp0
chr9	16036204	16045272	db38818b-1c18-4f84-9f37-e258ecb91d2f	16035166	16059683	rev	8991	-3	left	OV3_Cisp0
chr9	20206750	20213229	4ab7fa6a-856c-4c57-b1c8-fa7d784adc04	20205655	20213235	rev	6396	-3	left	OV3_Cisp0
chr9	24635383	24640772	260eb3ba-b54c-4f00-8ff5-645b667612ff	24629442	24640777	fwd	5376	-1	left	OV3_Cisp0
chr9	24980786	24999481	d64521c8-1520-4b06-a039-020fba7867ab	24980781	25000894	fwd	18682	-3	left	OV3_Cisp0
chr9	25492771	25502059	355d800a-52f5-4a78-add7-2d286419b6f3	25492762	25518670	rev	9240	-3	left	OV3_Cisp0
chr9	26354071	26360424	f65b541e-43a9-4037-b24f-74ded831cc9a	26354067	26369418	fwd	6338	-3	left	OV3_Cisp0
chr9	31832135	31847960	32258c7b-2e9d-4284-8d46-ebbd9d1a5857	31820139	31847965	fwd	15752	-2	left	OV3_Cisp0
chr9	32669790	32680641	027b7c9d-13dc-4709-b854-2142a7cd8f18	32669783	32686255	rev	10804	-3	left	OV3_Cisp0
chr9	32778021	32789789	e6504ec1-f345-4ad5-8592-cc3d8e3c2f65	32778017	32793575	fwd	11724	-3	left	OV3_Cisp0
chr9	35653284	35660359	9f9ec0e1-eacd-43de-855d-1ecd602ca2de	35652739	35660370	rev	7005	-3	left	OV3_Cisp0
chr9	35870814	35881529	1f5788c0-e79e-4b41-9b52-f7fa19f51ecb	35870807	35881534	rev	10729	-3	left	OV3_Cisp0
chr9	38590090	38608179	6c97a5ea-eee8-418d-8694-25d339b0272a	38580220	38627120	rev	18051	0.122319	left	OV3_Cisp0
chr9	42994428	43002027	52ea2da5-34ad-4728-a04b-465ccb64b5eb	42993225	43002034	fwd	7529	-3	left	OV3_Cisp0
chr9	76880500	76896788	bd0560c2-3d10-48ae-adb6-57c9dddccae9	76874813	76896794	fwd	16267	-3	left	OV3_Cisp0
chr9	82803247	82821063	fded0eb3-1974-438b-9e97-9995f9e476ea	82801444	82821068	fwd	17722	-3	left	OV3_Cisp0
chr9	85598205	85622367	b2c384d8-9492-4d37-8ac6-d376f34b19c8	85598201	85622377	fwd	24134	-3	left	OV3_Cisp0
chr9	87719375	87727727	586e20e6-3a7e-4c10-bda7-3eeb33677820	87719370	87731046	fwd	8339	-3	left	OV3_Cisp0
chr9	89426100	89432110	b6415fc4-014f-44db-8d1f-5d7457967faf	89422981	89453843	rev	5956	-3	left	OV3_Cisp0
chr9	94067906	94076027	cd5469f1-8102-4d3b-8454-96f71ff9d734	94067901	94083705	fwd	8111	-3	left	OV3_Cisp0
chr9	97021647	97026727	56d9bf15-9b89-4ef1-82fd-2509ebdb48f5	97021638	97044383	rev	5081	-3	left	OV3_Cisp0
chr9	97992964	98005949	c5277aeb-f842-41e9-867b-e7acc616ae3b	97991219	98019858	rev	12921	-3	left	OV3_Cisp0
chr9	103136037	103145745	668b378d-f1c4-419a-91eb-09c83da93bbc	103136030	103145753	rev	9640	-3	left	OV3_Cisp0
chr9	103392741	103413377	08ebe0d0-455f-4ca9-b4e9-c5eb89194f2f	103373653	103418419	rev	20564	0.467701	left	OV3_Cisp0
chr9	103753075	103759835	356fbb4a-dae3-467c-9231-9d687c09ffe1	103753047	103772069	fwd	6688	-3	left	OV3_Cisp0
chr9	108268501	108278227	58840fe1-2506-4ae0-a12a-27494d589229	108262790	108278791	fwd	9607	-3	left	OV3_Cisp0
chr9	108676899	108688664	899c2a9c-8ac9-40b4-aaa3-8fe8cbbd5183	108670791	108706919	rev	11685	-3	left	OV3_Cisp0
chr9	111212941	111218579	a6671c38-bb07-4e92-92d9-ef0dae9e2241	111212937	111224122	fwd	5583	-3	left	OV3_Cisp0
chr9	113384818	113396672	5a25006d-c0d9-4d24-9c48-43db4eefbbef	113382346	113413390	rev	11784	-3	left	OV3_Cisp0
chr9	117323554	117344598	ef8e7c68-b33d-4fba-8061-ce4741452a2d	117323310	117350906	fwd	20926	-3	left	OV3_Cisp0
chr9	118647153	118665472	68a0cf72-7904-45a9-bfe6-80b5839ee6f2	118637396	118674495	fwd	18128	0.120592	left	OV3_Cisp0
chr9	125617808	125631678	2ed1f8bf-1f37-482e-b46d-c9dc28c2becd	125607637	125647869	fwd	13920	0.768015	left	OV3_Cisp0
chr9	126102278	126113016	f709cbaa-c133-4852-8e3d-857d0ce6bb76	126094409	126126665	fwd	10757	0.984831	left	OV3_Cisp0
chr9	128622077	128627755	2cbbdd0c-9dbf-4e7b-bf09-27c28b7dd3c6	128620372	128632706	fwd	5653	-3	left	OV3_Cisp0
chr9	129007398	129035576	f04ed1ce-f98b-4bc6-9e58-c4720debf0a7	129007391	129045890	rev	28074	-3	left	OV3_Cisp0
chr9	131942507	131959399	36b3c447-cfa4-4688-9f46-e6d377e5237a	131935359	131959407	fwd	16860	-3	left	OV3_Cisp0
chr9	132163989	132177584	c8138a6e-3fd9-4ceb-986f-4973a6a91227	132163984	132177672	rev	13731	-3	left	OV3_Cisp0
chr9	132312168	132320019	f2608756-dac5-42e6-aeac-b9f1e757154e	132312164	132337289	fwd	7815	-3	left	OV3_Cisp0
chr9	134076173	134084801	538a9a35-5806-453e-ac96-cbf216934f56	134075025	134086841	rev	8553	-3	left	OV3_Cisp0
chr9	136728791	136738753	4e851d1e-de31-4240-90ba-5052f839fe47	136727836	136738760	rev	9929	-3	left	OV3_Cisp0
chr10	3352701	3359984	b46a5ae8-2aaf-4625-8d3b-9aeb44a459aa	3352692	3361860	fwd	7237	-3	left	OV3_Cisp0
chr10	6012675	6019350	922ae72e-1c2d-48e3-82fd-11f6df553a8c	6011957	6026746	rev	6576	-3	left	OV3_Cisp0
chr10	11211539	11216730	5b4a15d1-e77a-4a5d-b1dd-9207a950aa5c	11211532	11222934	rev	5176	-3	left	OV3_Cisp0
chr10	15347574	15358168	af07dbf6-18d1-449c-a867-838fb53f315a	15347570	15369523	fwd	10618	-3	left	OV3_Cisp0
chr10	15714113	15725823	ea236aa7-d994-40a3-9acb-b7093259ac48	15713727	15764301	fwd	11648	-3	left	OV3_Cisp0
chr10	26459610	26477392	fc658019-c582-4b2e-9148-219bdac50142	26450950	26492856	rev	17784	0.145869	left	OV3_Cisp0
chr10	27880908	27887685	06d0df35-9cd3-4d72-8b8d-a628efb2e75e	27863089	27892792	fwd	6758	0.212169	left	OV3_Cisp0
chr10	27997569	28022787	c6a5d300-6a22-422d-bef2-1e198551487d	27995592	28026113	rev	25042	-3	left	OV3_Cisp0
chr10	36499934	36510594	4309e102-d97d-4719-95f8-4e673c981a74	36499926	36510601	fwd	10622	-3	left	OV3_Cisp0
chr10	41883853	41898042	ae945a1f-518f-44aa-9195-a335914d4c9c	41878419	41904609	fwd	9576	-3	left	OV3_Cisp0
chr10	41882040	41884242	19189686-06da-4937-9653-78179ae02abd	41881813	41898802	fwd	2518	-3	left	OV3_Cisp0
chr10	41890479	41894958	19189686-06da-4937-9653-78179ae02abd	41881813	41898802	fwd	4178	-1	left	OV3_Cisp0
