chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	stall_score	fork_direction	sample
chr3	169617449	169625025	0623c3ab-6e7d-48b9-af9a-8e8fdd72cbd5	169617441	169625030	fwd	7541	-3	left	OV3_Cisp0
chr3	171438891	171447364	25232446-f3e9-4166-ba83-4847e5045205	171438597	171473641	rev	8497	-3	left	OV3_Cisp0
chr3	171675795	171686084	2cc0b605-f9df-49ee-9900-bf5537f5b6f1	171650844	171701432	rev	10146	0.67823	left	OV3_Cisp0
chr3	176736482	176744064	f61deee4-f47e-4aa2-a3be-d6211257af4b	176736475	176756985	rev	7517	-3	left	OV3_Cisp0
chr3	176748619	176757778	25a102fd-0b16-4973-9d95-4e69055b7d1a	176740507	176757785	rev	9067	0.11118	left	OV3_Cisp0
chr3	176904969	176914999	98814a27-8174-4eef-99aa-52440ba43e66	176904951	176925408	fwd	9980	-3	left	OV3_Cisp0
chr3	178002163	178006004	6c67e3a5-5ca0-4d41-887a-9e1f416f5967	177996068	178006009	rev	3829	-1	left	OV3_Cisp0
chr3	179064420	179076650	be973322-5f06-4ebc-883a-01ef88b7e952	179063203	179077795	rev	12135	-3	left	OV3_Cisp0
chr3	181485021	181495411	94ea7176-ab79-43ba-a37a-1a8561f30dee	181480149	181497201	fwd	10365	-3	left	OV3_Cisp0
chr3	181648601	181658830	0f383fa1-e24f-46fd-9daf-bfa688bd807a	181648597	181663395	fwd	10156	-3	left	OV3_Cisp0
chr3	188823102	188841016	0734089b-cdd6-417c-be28-0eb74b8e08bb	188822568	188856786	fwd	17738	-3	left	OV3_Cisp0
chr3	189316931	189324791	78840f5d-2ef4-4cac-af60-911127ddb586	189316910	189325300	rev	7822	-3	left	OV3_Cisp0
chr3	190266896	190281333	2930ba40-cd9d-4fb8-a4bd-269dd450784e	190266882	190281338	rev	14438	-3	left	OV3_Cisp0
chr3	191906276	191923320	4cba4790-8120-4f09-a6eb-60463db16a86	191906268	191929382	rev	16981	-3	left	OV3_Cisp0
chr3	196028364	196034342	b612d42e-2e5d-4cc5-a4ea-85760c044d23	196028359	196043869	rev	5955	-3	left	OV3_Cisp0
chr4	2485098	2489302	2d73d0a8-2843-448e-b25f-af92726e3bdd	2484799	2496261	fwd	4175	-3	left	OV3_Cisp0
chr4	4156628	4169737	53f8497b-6fc4-4bef-9e43-b6e48bee2c24	4156622	4169746	fwd	13131	-3	left	OV3_Cisp0
chr4	5868366	5879532	56b14157-83ce-4bff-8b7f-2690f33a6b4e	5868356	5885371	fwd	11125	-3	left	OV3_Cisp0
chr4	7748720	7755130	c987d795-1f3c-464f-86cc-00c33d539a59	7744830	7755895	rev	6497	-3	left	OV3_Cisp0
chr4	7823597	7845401	978d0393-1c28-4eea-8963-0b1a23b3ed86	7814144	7861784	rev	21768	0.215166	left	OV3_Cisp0
chr4	16989297	17001967	6c23faa5-2e8e-4b91-967d-f7148a8b46b8	16989080	17001972	rev	12646	-3	left	OV3_Cisp0
chr4	17185779	17191417	b1b5e700-e1b0-481e-af08-b659f15ff966	17185775	17191422	fwd	5614	-3	left	OV3_Cisp0
chr4	23633888	23643450	4f5bb9ea-0b37-481d-a743-addd6ebe8a0a	23633876	23643455	rev	9502	-3	left	OV3_Cisp0
chr4	24379111	24395899	d062bcd0-0c1c-4f26-94df-a25cedbc5369	24379103	24416725	fwd	16670	-3	left	OV3_Cisp0
chr4	30212428	30228465	f5c043b4-e49f-43b4-a066-fe98610cb987	30212078	30231669	rev	15984	-3	left	OV3_Cisp0
chr4	37376805	37387159	5d2238e7-b261-43a3-bad5-38e23e0674c6	37376801	37387168	fwd	10275	-3	left	OV3_Cisp0
chr4	45007427	45015993	0c62bad8-f3ef-4673-a749-5094be0df0b7	45007422	45019073	rev	8562	-3	left	OV3_Cisp0
chr4	46163673	46176915	644729ab-6206-4596-b51f-886cb63dccf7	46162617	46184316	rev	13174	-3	left	OV3_Cisp0
chr4	47112728	47119411	63a41116-94fa-48d4-acd1-7d3f02550759	47112157	47121769	rev	6685	-3	left	OV3_Cisp0
chr4	49103752	49109248	79cb5374-9c35-4426-8f53-9827c4036507	49101588	49111052	rev	5167	-3	left	OV3_Cisp0
chr4	49118393	49131220	61f7b1f1-7e93-4f56-bb3d-3c8c452c31da	49100735	49156637	rev	2368	0.360048	left	OV3_Cisp0
chr4	49121936	49126760	d24b7e15-b2d3-494c-b39c-c13f689488f4	49111601	49143536	rev	3540	-1	left	OV3_Cisp0
chr4	49126308	49131491	5170df7f-f91d-47ab-ac8f-816678107a32	49117503	49140082	rev	4331	-3	left	OV3_Cisp0
chr4	49121988	49127187	d9a89cba-8326-4220-beb7-1428d27be158	49117434	49152864	fwd	4944	-3	left	OV3_Cisp0
chr4	49130176	49139326	d9a89cba-8326-4220-beb7-1428d27be158	49117434	49152864	fwd	9215	-1	left	OV3_Cisp0
chr4	49285329	49304776	50f76bb1-9e3d-49c7-a77e-f57778be8e10	49279006	49309027	fwd	18957	-3	left	OV3_Cisp0
chr4	49651312	49653737	9590c999-c4db-4001-8a4b-bdb1caaa02e4	49643912	49658098	fwd	2944	-1	left	OV3_Cisp0
chr4	54936306	54943807	e00f6c96-32a5-48a2-a2c5-26ba4f63d234	54936298	54947054	fwd	7230	-3	left	OV3_Cisp0
chr4	55397325	55417716	402afccd-5297-4a2d-8065-7fc3dc8259d3	55392596	55417727	fwd	20368	-3	left	OV3_Cisp0
chr4	55893999	55900881	17f5d011-b224-4b7e-b049-6a676dc522ed	55892993	55902788	rev	6837	-3	left	OV3_Cisp0
chr4	58712773	58722777	7c16e32a-a372-4e39-a7c0-876815aa6db1	58700322	58723537	fwd	9979	0.360688	left	OV3_Cisp0
chr4	66979013	66994814	2eeac759-149d-430d-a12b-e3847a6c5f06	66977758	67004704	rev	15678	-3	left	OV3_Cisp0
chr4	69865695	69878472	e5ade9d7-02dc-4fc4-a66d-bcdcfc5d21f9	69865475	69902855	fwd	12696	-3	left	OV3_Cisp0
chr4	75944335	75955079	080e9b20-9f8a-49a1-a0aa-18fc1e7fcfcb	75939782	75956377	rev	10719	-3	left	OV3_Cisp0
chr4	77790093	77798762	0d578048-beda-495d-8503-f02331848b62	77790088	77801150	rev	8621	-3	left	OV3_Cisp0
chr4	85740209	85745576	7f5f710c-f186-41d8-8230-5617803ac5c8	85740205	85767674	fwd	5277	-3	left	OV3_Cisp0
chr4	92154406	92177946	a287ff82-6287-40fc-afb9-e1deb2ce6786	92154401	92177951	fwd	23420	-3	left	OV3_Cisp0
chr4	92793170	92800244	a4301e05-32ca-4e8c-8746-1229638b5997	92793164	92829704	fwd	7049	-3	left	OV3_Cisp0
chr4	97183657	97191697	fd30144e-db1e-4502-ae9a-f9a46f95cfa7	97180895	97194740	rev	8021	-3	left	OV3_Cisp0
chr4	101749759	101756087	3d7a344d-7018-402d-8588-3d9675715ab4	101748131	101756102	fwd	6319	-3	left	OV3_Cisp0
chr4	102487541	102503591	bbdd1c28-0b1b-4762-8a03-77838bb7e332	102487086	102515664	fwd	16034	-3	left	OV3_Cisp0
chr4	109920971	109929823	a58a682f-a1d7-4c42-9757-5fe3aa2d8102	109920955	109930795	rev	8851	-3	left	OV3_Cisp0
chr4	118829170	118846830	554d415a-ec3e-40ad-9280-86e43a9366e4	118829165	118847234	fwd	17544	-3	left	OV3_Cisp0
chr4	126107333	126114817	48191724-7c7a-4f55-b591-d82cd1ae3dcd	126107309	126129484	rev	7471	-3	left	OV3_Cisp0
chr4	127860122	127867384	19156a6a-edc8-4db8-800c-04a910d3ba84	127860116	127869549	rev	7235	-3	left	OV3_Cisp0
chr4	141942932	141950989	ac0a9c59-b5af-4187-b90d-66b6f47cc2c3	141936891	141958690	rev	8029	-3	left	OV3_Cisp0
chr4	148024990	148035150	bc7418d9-97a0-4c86-a1a6-0f4a7bb0483e	148017835	148035156	fwd	10112	0.628974	left	OV3_Cisp0
chr4	150715305	150725187	4a5c76d4-cca9-4890-be96-08bdc7160598	150715186	150733861	fwd	9860	-3	left	OV3_Cisp0
chr4	151873479	151878048	4c055210-4445-401d-968f-0e1937699550	151872997	151881760	rev	4561	-3	left	OV3_Cisp0
chr4	156435374	156441848	0169eff9-394f-4750-b1bf-7ebd87ceb81f	156435369	156445648	rev	6402	-3	left	OV3_Cisp0
chr4	157779006	157792990	52bd06d4-ddb8-4083-b1dd-d08a9cc0cf64	157778999	157796972	rev	13962	-3	left	OV3_Cisp0
chr4	159329559	159336242	85e68b69-b432-408e-86fe-ad2b8991ff09	159329552	159338897	rev	6640	-3	left	OV3_Cisp0
chr4	161516028	161526533	52273cad-906c-4d98-947f-eed355842763	161516024	161526539	fwd	10464	-3	left	OV3_Cisp0
chr4	163290661	163300232	a649b74f-a1a9-4bf7-b1b2-fdb8d90b74dd	163289693	163300236	rev	9572	-3	left	OV3_Cisp0
chr4	167976406	167984538	75672e10-86ad-40e8-ae87-098ea5e66157	167957877	167995697	fwd	8127	0.198387	left	OV3_Cisp0
chr4	177063346	177073114	3dccb64f-92a3-4b0a-a6ab-f68e1aea15ca	177063341	177073119	rev	9694	-3	left	OV3_Cisp0
chr4	178234075	178237573	a535e148-8394-4870-b00c-6f30cb5636c6	178234067	178243815	rev	3485	-3	left	OV3_Cisp0
chr4	179088552	179098998	23430331-cffa-40c7-9f6d-c99774d37d02	179088528	179099005	rev	10435	-3	left	OV3_Cisp0
chr4	183535587	183545836	5b96af25-5ced-4ad8-84af-3524fffd23e3	183528128	183548987	fwd	10217	-3	left	OV3_Cisp0
chr4	185706849	185719062	32f1ad7a-11d4-4943-9a0a-9b27fcd3887f	185706845	185722334	fwd	12069	-3	left	OV3_Cisp0
chr4	186738744	186747642	e6d6c222-fcba-4561-9ff3-af1126c23daf	186738720	186790443	rev	8901	-3	left	OV3_Cisp0
chr5	5166330	5177789	ca932184-e6c8-469b-b788-f4a3104e5cef	5166313	5179467	fwd	11430	-3	left	OV3_Cisp0
chr5	5196624	5208493	3211365c-3111-4dd4-ba26-e22f1c683246	5196617	5208497	rev	11747	-3	left	OV3_Cisp0
chr5	5468473	5482306	ba63f6c0-51b0-45fc-b9a4-7dcb2dc39524	5468468	5483439	rev	13823	-3	left	OV3_Cisp0
chr5	6621337	6630017	497ee9b3-db58-4d36-895f-89544591d64a	6621329	6637607	fwd	8692	-3	left	OV3_Cisp0
chr5	9211766	9228091	cbc28c9c-2a98-4212-ab27-72b0b26c9c72	9211748	9243015	fwd	16238	-3	left	OV3_Cisp0
chr5	9331575	9343086	a8509401-8db1-4d13-83b7-3cd9a1a942ec	9331571	9346149	fwd	11445	-3	left	OV3_Cisp0
chr5	9521759	9535385	6478328c-dc1f-47aa-b77b-0316d772b997	9521742	9542972	rev	13536	-3	left	OV3_Cisp0
chr5	9825043	9839947	4de2f1bb-5556-44ba-a47f-a1858a2298b3	9824239	9850140	fwd	14909	-3	left	OV3_Cisp0
chr5	10079968	10085578	47b23c51-ade1-4f4d-a4a6-685c3ca22510	10079953	10095990	fwd	5562	-3	left	OV3_Cisp0
chr5	11376523	11382406	471d87c7-d89d-4fd7-a3ea-7fecea6d15e8	11360586	11388055	fwd	5850	0.125827	left	OV3_Cisp0
chr5	11402207	11406083	8e0c1a97-b817-4dbf-b3b4-8a4b0911c6eb	11402203	11423966	fwd	3874	-3	left	OV3_Cisp0
chr5	13252187	13264653	d07e4997-ef70-4a91-9d3d-787dc59f3406	13252174	13302075	rev	12362	-3	left	OV3_Cisp0
chr5	13564222	13570534	b45ff076-5e95-4763-8b7c-db6178d68bae	13564218	13594298	fwd	6291	-3	left	OV3_Cisp0
chr5	16354972	16363257	5643f398-970b-472b-ac77-7959ea757e06	16346282	16381229	fwd	8248	0.914103	left	OV3_Cisp0
chr5	16412614	16420833	a40ba885-9059-4621-98d6-46827615b7aa	16412603	16424015	fwd	8189	-3	left	OV3_Cisp0
chr5	16473553	16487788	db9449bb-d142-459f-a687-849a4d0fb464	16472573	16493939	rev	14177	-3	left	OV3_Cisp0
chr5	16582046	16588179	d5ef6b73-36ba-499b-a940-5e98327d862d	16582040	16589234	rev	6101	-3	left	OV3_Cisp0
chr5	19795078	19806037	2bf81b63-c83b-4653-a4f2-af7806baa5c5	19792654	19810401	fwd	10964	-3	left	OV3_Cisp0
chr5	22501022	22512504	1d4869aa-b8fe-412a-aa05-27ee628d61c1	22464002	22515028	fwd	11430	-1	left	OV3_Cisp0
chr5	23348163	23354244	05026e8a-5dd0-4b25-ac76-8471461edf0b	23348147	23363916	rev	6088	-3	left	OV3_Cisp0
chr5	25941640	25949994	ecc91bd0-d5f9-4928-8e25-9f8e29b354a6	25940712	25955159	rev	8312	-3	left	OV3_Cisp0
chr5	27701124	27735236	d0abe130-a90a-4ce2-ae6d-99e55340ec9d	27701114	27735570	rev	33962	-3	left	OV3_Cisp0
chr5	28145805	28155259	63fa5e3b-76ff-4d9d-a2d4-b735291900e0	28145801	28156705	fwd	9481	-3	left	OV3_Cisp0
chr5	30369694	30379267	c8b23bdb-bc12-45cf-922e-9b29c5053abb	30369686	30379906	fwd	9588	-3	left	OV3_Cisp0
chr5	33277644	33288870	9bc9f47a-9aa8-415c-ba8e-c6455266550d	33262284	33314628	rev	11249	0.26901	left	OV3_Cisp0
chr5	34461846	34475842	f6c7d2e6-8852-410d-8e29-dce8190cdd78	34461841	34495821	rev	13835	-3	left	OV3_Cisp0
chr5	36402554	36416034	85009d40-f7d5-46ff-b4ad-d6e68d8df600	36398367	36416040	fwd	13446	-3	left	OV3_Cisp0
chr5	38290212	38299241	9889c005-1ecd-46c9-bdff-eb47ec63b050	38289315	38327500	fwd	8921	-3	left	OV3_Cisp0
chr5	41632944	41641372	321a4ab3-8825-4b0e-aaa2-63406cbe3799	41632938	41641377	fwd	8368	-3	left	OV3_Cisp0
chr5	42566432	42588471	aa1ce72e-86c3-48e8-b257-df1ed01169b0	42558043	42588481	rev	22067	0.070638	left	OV3_Cisp0
chr5	45056151	45063789	39a75284-1dda-495f-a141-ab73572c08cb	45054754	45102034	fwd	7617	-3	left	OV3_Cisp0
chr5	46390018	46398367	46fbd5fb-5e20-4966-83c6-85b05391526b	46390011	46398377	rev	8339	-3	left	OV3_Cisp0
chr5	49658570	49661854	94a8c165-6847-40eb-903f-92ad266fe1ea	49656261	49661859	fwd	3738	-3	left	OV3_Cisp0
chr5	50329139	50333879	ad85ea46-2cf7-481b-9dc4-d95d755cd961	50329131	50393342	rev	4675	-3	left	OV3_Cisp0
chr5	52129718	52137930	8d801e95-988e-447d-92d0-c3e82f86956b	52129707	52137936	fwd	8159	-3	left	OV3_Cisp0
chr5	52569581	52574942	a4e83855-6801-4b71-a86d-5d0c1805d433	52569572	52607586	rev	5317	-3	left	OV3_Cisp0
chr5	53410670	53417239	b91baddb-a329-4962-bc81-b3dd6980d028	53409314	53452116	fwd	6576	-3	left	OV3_Cisp0
chr5	59668126	59676141	2a8b51da-75c7-4fb7-9568-770e9d9b34b4	59668118	59698252	fwd	7976	-3	left	OV3_Cisp0
chr5	62193225	62209226	1e20f211-b131-45a7-a227-377e9b872ce5	62192676	62219418	rev	15959	-3	left	OV3_Cisp0
chr5	65612865	65626059	9f67db65-6f71-4a77-99e6-6e8f66d3b24f	65608214	65639340	rev	13149	-3	left	OV3_Cisp0
chr5	67260602	67278792	81483005-bfcb-4468-adc7-f6c2e42f654d	67260317	67278796	rev	18470	-3	left	OV3_Cisp0
chr5	68084238	68091262	14061715-ddba-45ae-b206-a8b7f9f93cb7	68062806	68096326	fwd	6966	-2	left	OV3_Cisp0
chr5	72251265	72262250	b68649cc-d696-49a6-806a-4dd732f66e97	72251023	72262775	fwd	10926	-3	left	OV3_Cisp0
chr5	72750630	72768669	32241255-b8af-4e23-bf1b-fce37bcc2408	72744924	72804241	fwd	17926	-3	left	OV3_Cisp0
chr5	76559614	76565371	73661e1c-9707-4bed-b4b4-e3f9c01b017e	76559610	76578120	fwd	5661	-3	left	OV3_Cisp0
chr5	77671066	77681443	a0739101-8b71-4b09-b142-612117e3cfd0	77646452	77681449	fwd	10341	0.197839	left	OV3_Cisp0
chr5	79876437	79896481	cd1d4594-ccd6-4547-a046-f4e488a6d7af	79875916	79899437	rev	19936	-3	left	OV3_Cisp0
chr5	81117674	81129405	a985e790-97dd-4e41-b965-584a7da021e7	81116698	81130714	fwd	11679	-3	left	OV3_Cisp0
chr5	85221861	85235237	ee3b7262-d734-49d1-82f3-2245dcfd4838	85221849	85240256	rev	13366	-3	left	OV3_Cisp0
chr5	88320287	88342954	7254f159-f168-415f-8bf2-d8fc18648886	88316490	88347328	rev	22538	-3	left	OV3_Cisp0
chr5	88805540	88818247	1084417b-6578-4088-9366-998a87b50a08	88804687	88818251	rev	12694	-3	left	OV3_Cisp0
chr5	90314414	90323132	ab4cf625-d1fc-46cd-8913-7f9bb71f344a	90299095	90329159	rev	8659	0.159258	left	OV3_Cisp0
chr5	90875036	90905075	c87a54e3-add3-4fe1-9e03-bfc1cb26e3ec	90869619	90905872	fwd	29778	-3	left	OV3_Cisp0
chr5	101459234	101472757	49f74a7c-1e34-495b-baae-acdee1b9a049	101459228	101472761	rev	13449	-3	left	OV3_Cisp0
chr5	104281262	104293129	2b4382bb-55a2-4024-8b0c-dff1e3ce55aa	104281256	104293215	rev	11865	-3	left	OV3_Cisp0
chr5	106181542	106187245	ee5bc279-ab32-4be5-9a06-639a95120617	106168068	106188509	fwd	5636	0.680002	left	OV3_Cisp0
chr5	110439707	110445523	fbbea267-284f-4999-affd-2f4f422be5e7	110439699	110472850	rev	5744	-3	left	OV3_Cisp0
chr5	111144768	111153283	3cf3c867-da4f-4aeb-87c2-a40f3cbdaf77	111144759	111159072	fwd	8486	-3	left	OV3_Cisp0
chr5	113281757	113294238	3424c9c6-65fb-4d01-9c9e-96b17464914a	113281740	113302230	fwd	12506	-3	left	OV3_Cisp0
chr5	114389826	114407983	cdec1241-4864-46ff-bedd-24ff3705cb25	114386876	114407994	rev	18176	-3	left	OV3_Cisp0
chr5	114819467	114832211	d894ae6c-4c21-4f9d-8b4f-94a42544d5a8	114819462	114832215	rev	12736	-3	left	OV3_Cisp0
chr5	118190008	118205612	e7b19ee1-806b-4cab-84ef-d1bea26f4b64	118190002	118226508	fwd	15576	-3	left	OV3_Cisp0
chr5	122447619	122453791	38ab9480-b2c5-4e96-be4a-c6d6698e25b7	122447610	122462488	rev	6123	-3	left	OV3_Cisp0
chr5	124314423	124326331	dbb4ad7a-8a0e-4206-8dcb-041202e44847	124313905	124346351	rev	11880	-3	left	OV3_Cisp0
chr5	127815699	127836636	e977eed1-acef-40e5-888a-4c106809f60f	127812200	127839752	fwd	20900	-3	left	OV3_Cisp0
chr5	133385616	133396967	ec664450-6994-4acc-ab71-f1973007312c	133378103	133396973	rev	11258	0.059586	left	OV3_Cisp0
chr5	135267963	135280438	723ce6ac-6a8f-4505-9f6a-57d764def9d4	135265831	135280572	fwd	12511	-3	left	OV3_Cisp0
chr5	142613539	142626465	c1ae3822-d7ab-4ea8-825e-db7a30df5265	142608222	142628058	fwd	12917	-3	left	OV3_Cisp0
chr5	151562677	151574482	3772c7e8-2418-49f9-8a5c-5a575f19ede6	151561836	151585014	fwd	11767	-3	left	OV3_Cisp0
chr5	153488164	153497262	3282c977-b514-45e6-8734-86212da4075b	153488127	153498732	rev	9032	-3	left	OV3_Cisp0
chr5	154627287	154636257	8b642559-c904-4e26-b83e-a1edf14025a7	154627281	154645827	rev	8956	-3	left	OV3_Cisp0
chr5	163019341	163027398	c3dae00e-646d-4bf0-90fa-57cabe5fa35f	163019333	163038071	rev	8025	-3	left	OV3_Cisp0
chr5	163127076	163139750	f8aa8914-7b9a-410b-962f-bcffd6873849	163126535	163139754	rev	12648	-3	left	OV3_Cisp0
chr5	174050974	174056120	5abaed00-4861-4db6-a611-95abacd2582d	174050969	174068214	fwd	5130	-3	left	OV3_Cisp0
chr6	1912742	1922313	618eb27a-026a-4216-a0ad-f722964062b9	1911067	1927939	fwd	9516	-3	left	OV3_Cisp0
chr6	1999908	2007421	9d74ade4-28d6-4828-b769-e7bcd0d60902	1999903	2012983	fwd	7499	-3	left	OV3_Cisp0
chr6	3488461	3496903	48996740-ac7b-4a1a-a93c-9b9ac41652b5	3488453	3501893	rev	8299	-3	left	OV3_Cisp0
chr6	3702611	3715969	cb8e264f-5029-4eba-9eb2-573c45c007f3	3693591	3718508	rev	13198	0.150118	left	OV3_Cisp0
chr6	13694263	13704616	743c3f98-19c4-4a40-b841-0a4f467716fa	13689651	13714305	fwd	10320	-3	left	OV3_Cisp0
chr6	16708585	16731214	48c64354-e06a-4059-86ed-f71166c5c216	16707825	16731223	rev	22534	-3	left	OV3_Cisp0
chr6	17188534	17200285	5c1d82fc-6722-4c9b-904c-73ca658947f8	17186979	17200289	rev	11722	-3	left	OV3_Cisp0
chr6	23601790	23619213	f05d3420-3cf3-41f0-ac93-4fed96211f31	23580951	23624380	rev	17199	0.091865	left	OV3_Cisp0
chr6	25013185	25024495	22df39e9-ac5a-4540-984a-37ff42ad9b13	25011941	25026672	rev	11305	-3	left	OV3_Cisp0
chr6	26852041	26857234	988c9cc7-2d89-4e92-bff3-cf68569ec454	26847334	26865907	rev	5112	-1	left	OV3_Cisp0
chr6	35259886	35273677	a5b6ab18-d982-426b-ba57-5d2fa9716c3b	35258019	35276309	rev	13672	-3	left	OV3_Cisp0
chr6	41030736	41041351	c40d2ee3-aafb-4396-9ebd-26a919f37b1a	41030730	41042082	fwd	10592	-3	left	OV3_Cisp0
chr6	41433822	41445422	46cbf326-d5e7-447b-9d0b-ba3f00a0ff48	41409624	41452174	fwd	11576	0.837629	left	OV3_Cisp0
chr6	44826000	44833314	21735826-015c-411d-ac03-d08ffc914479	44813200	44833953	fwd	7246	0.306518	left	OV3_Cisp0
chr6	47220899	47237611	9a15f958-4144-4d77-b0fe-73e17b9f4e59	47211853	47242424	fwd	16623	0.04395	left	OV3_Cisp0
chr6	51110053	51139828	8b7eae95-1ed8-4997-8c03-00f419007517	51108035	51147397	fwd	29616	-3	left	OV3_Cisp0
chr6	51342890	51352714	004d2237-536c-473e-b3e1-24c4156e586d	51342755	51367410	rev	9774	-3	left	OV3_Cisp0
chr6	52622852	52630745	fc13d9b8-f9a6-4515-a9fb-6cb8f5d4b1be	52589694	52630763	fwd	7877	-3	left	OV3_Cisp0
chr6	55889818	55915011	f93a21c4-6175-47b1-860b-676f377a358e	55889813	55918134	rev	25138	-3	left	OV3_Cisp0
chr6	70303827	70313194	b49f0d26-7e36-4e7a-a2d3-10ab6d0fd5b6	70303818	70314459	rev	9304	-3	left	OV3_Cisp0
chr6	72873359	72893169	78ddcbac-b818-48d6-bc40-f963b4d233a5	72873345	72929069	rev	19762	-3	left	OV3_Cisp0
chr6	73507876	73516899	45167189-e763-4bf8-88e1-78207f151763	73507851	73522620	fwd	9028	-3	left	OV3_Cisp0
chr6	78236200	78246107	eee4b442-1f0d-410e-ad86-c0c137acba8c	78236196	78255119	fwd	9899	-3	left	OV3_Cisp0
chr6	91742745	91754146	03accb85-9390-4295-88cd-ac66344f1810	91742731	91756173	fwd	11250	-3	left	OV3_Cisp0
chr6	99218826	99228314	e84fca6b-3819-4712-aa6a-e761a6367198	99217523	99242333	rev	9474	-3	left	OV3_Cisp0
chr6	100139812	100152198	f5f4298f-5609-4fe4-a365-c7888ca219ae	100132297	100152204	fwd	12310	0.054867	left	OV3_Cisp0
chr6	106732526	106741164	9b6de719-f389-4c5e-9221-d4d32bacf8eb	106732513	106751709	rev	8581	-3	left	OV3_Cisp0
chr6	108067753	108088749	ff21b395-7206-4cc6-85f7-666a3dcb655d	108055333	108098435	fwd	20841	0.176625	left	OV3_Cisp0
chr6	110739086	110753206	1ebe3d4b-734a-4685-a276-085722adf0c2	110727049	110766715	rev	14085	0.275887	left	OV3_Cisp0
chr6	112388331	112407479	e93ecf64-65dc-45f8-abc1-f8128145e95d	112386076	112411333	fwd	18944	-3	left	OV3_Cisp0
chr6	113416985	113430038	545607ab-08ad-4c9e-9962-7350780ab49c	113416974	113430043	rev	12942	-3	left	OV3_Cisp0
chr6	114004747	114015306	4c623565-b227-439d-8f81-95a0774613fb	114004742	114015310	rev	10468	-3	left	OV3_Cisp0
chr6	117068532	117074893	a3fc5128-ff3b-4acd-9796-16b9fd37acc4	117068524	117074898	rev	6334	-3	left	OV3_Cisp0
chr6	120255900	120284398	79e5bf6f-0ce6-4101-94f3-35618d358532	120254298	120300363	fwd	28642	-3	left	OV3_Cisp0
chr6	121879052	121888378	c7ef469c-85ab-47e8-b295-a97435fb0ed8	121861525	121911644	fwd	9279	-1	left	OV3_Cisp0
chr6	124268350	124278274	00b1fb56-598a-4723-82b4-16aa103022b3	124265422	124281979	rev	9900	-3	left	OV3_Cisp0
chr6	124300804	124320051	5891690a-0e1f-4f53-8775-11244dea649f	124300799	124320058	fwd	19156	-3	left	OV3_Cisp0
chr6	133721978	133731435	52e0f209-8a93-4325-8cb6-fc60251bbe12	133721973	133748248	rev	9417	-3	left	OV3_Cisp0
chr6	133787830	133801986	c5cb2d4f-49d2-42f7-964d-9878db4217b5	133787824	133802862	rev	14148	-3	left	OV3_Cisp0
chr6	139680561	139688644	e0bbf786-dd22-4dda-9aa1-f8cf166e3fe5	139680556	139699459	rev	8007	-3	left	OV3_Cisp0
chr6	140734697	140741452	be62ccd1-bf91-4a6e-a9be-241847bf514e	140734692	140741460	fwd	6745	-3	left	OV3_Cisp0
chr6	142115093	142126145	8fcec37c-cc73-44fb-969c-5a00572932bc	142113715	142130989	rev	11022	-3	left	OV3_Cisp0
chr6	145488478	145491745	587b5dd4-fd3d-40b2-9e15-d1f9c7463461	145480038	145509840	fwd	3230	-1	left	OV3_Cisp0
chr6	146544918	146552830	ca231d69-892a-42e2-9b9c-be75797d4704	146544911	146559086	rev	7869	-3	left	OV3_Cisp0
chr6	148173199	148188866	b6449754-d3ce-403d-8280-e5098a3c5aec	148173181	148191774	rev	15653	-3	left	OV3_Cisp0
chr6	150694400	150702785	a56e906c-19c7-416c-b164-0e1c367d189e	150694396	150712994	fwd	8315	-3	left	OV3_Cisp0
chr6	157350761	157361113	b45685a0-f466-4335-86e3-e39d5755b490	157350751	157361119	fwd	10280	-3	left	OV3_Cisp0
chr6	165671155	165686558	a2153a4e-f355-4301-9d0f-fc8c594a9df8	165655183	165694459	fwd	15881	0.067623	left	OV3_Cisp0
chr6	166146192	166163993	4d7871ac-f2b1-4179-8644-e382ea31ad01	166145242	166183244	fwd	17787	-3	left	OV3_Cisp0
chr7	9824904	9841588	6332605c-f038-4bd9-919f-4691c2f91314	9824896	9871249	fwd	16597	-3	left	OV3_Cisp0
chr7	14752861	14760693	b2ab54c6-d4ce-4448-b74b-7884eff6a344	14752856	14764889	fwd	7838	-3	left	OV3_Cisp0
chr7	15489958	15495803	1d5885aa-2cce-49f8-919c-ee926ab53f3b	15489946	15495808	fwd	5781	-3	left	OV3_Cisp0
chr7	15815565	15828738	5c719ed1-67a7-40c0-b53a-d2c79d1d1626	15815554	15828744	rev	13113	-3	left	OV3_Cisp0
chr7	19782735	19799218	dc24b377-0407-4a57-865e-383d8394744e	19782728	19799225	rev	16410	-3	left	OV3_Cisp0
chr7	20103657	20113794	9f271fa4-d842-4cc6-951a-bff13f2a74b8	20103652	20113805	fwd	10097	-3	left	OV3_Cisp0
chr7	21456005	21463944	43ae0014-2366-4d40-b525-9c2e7df02c53	21441341	21472049	fwd	7864	-1	left	OV3_Cisp0
chr7	26511634	26529514	c42d08c7-03e7-4710-ae04-b644f4ed93f8	26501109	26529519	fwd	17807	0.105604	left	OV3_Cisp0
chr7	31797894	31807111	fc41b800-893d-43c8-b684-056a7107d1d6	31797880	31807118	rev	9198	-3	left	OV3_Cisp0
