chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction
chr3	51872602	51883341	48aabf9d-79d5-4a16-91d9-b5eb449f4e1b	51872598	51883350	fwd	10739	1838	8586	0	0.771593	0.078163	0.700049	-3	left
chr3	52216977	52224949	58fb5bee-e657-444a-8d3a-f2ae08d3dd8e	52216971	52224953	rev	7972	2852	4712	0.046346	0.648841	0.023148	0.864815	-3	left
chr3	53618150	53622310	4ee64785-7825-4c10-81dd-cd89d48e1dd9	53616346	53625136	fwd	4160	1270	2647	0.01506	0.590361	0.034384	0.780802	-3	left
chr3	54697607	54711103	badecdf0-09c4-434f-84fc-6b01ee2c7cbf	54695779	54719723	rev	13496	3173	8670	0	0.892655	0.052923	0.558452	-3	left
chr3	54749513	54754042	cadca18c-97c7-4136-aa51-01a4fd9f02c4	54747277	54759400	fwd	4529	1723	2490	0	0.586466	0.022321	0.660714	-3	left
chr3	55600368	55604374	6115214d-ed01-4b4c-9f0a-2e91a47dfa9a	55600362	55620610	fwd	4006	2354	1303	0	0.534014	0.006452	0.629032	-3	left
chr3	58211963	58218335	c024ae10-836c-42f1-ac4d-3f28e69cbc0d	58211950	58219329	fwd	6372	3747	1902	0.034483	0.577079	0.070796	0.709735	-3	left
chr3	64871461	64898200	e2baabf0-40a5-461f-ad84-b13235fc96d8	64865513	64899858	rev	26739	2314	23350	0.050076	0.666161	0.030364	0.810476	-3	left
chr3	64927959	64936798	3c62afd0-c2ab-4878-b44d-a24f151cb0b9	64926897	64939342	rev	8839	2341	5128	0	0.672805	0.006925	0.905125	-3	left
chr3	68253897	68259555	26c711cd-e8b3-48be-8851-d336221e2585	68246394	68269280	rev	5658	1103	1780	0.029032	0.254839	0.02011	0.800731	0.210696	left
chr3	77335423	77340574	03853835-95a1-424c-9afe-6be98cee613b	77335418	77345365	rev	5151	2664	2147	0.015834	0.688185	0.023077	0.832308	-3	left
chr3	86299709	86309610	7105c105-59d1-48fd-b6b5-4aef16b9f509	86299610	86314070	fwd	9901	1953	7611	0.04755	0.680115	0.057337	0.781341	-3	left
chr3	87968010	87971401	6feb6302-5f3f-4e76-93bc-710cff4af7fd	87968004	87974524	fwd	3391	1570	1261	0	0.422594	0.026756	0.588629	-3	left
chr3	98409143	98424192	a3e00e75-257d-416f-8509-0f1871c69d5c	98409135	98424198	fwd	15049	1249	12433	0.092857	0.785714	0.043803	0.829656	-3	left
chr3	100347137	100350364	8002bd8a-29b3-4107-8785-a0c6943cc8af	100343222	100355612	rev	3227	1054	1622	0.077551	0.338776	0.019444	0.694444	-1	left
chr3	107818505	107821784	61655140-9e54-46a5-9bd5-645dbae1e330	107818498	107827616	fwd	3279	1751	1189	0	0.462963	0.007435	0.680297	-3	left
chr3	110848457	110853754	8ddeaca2-c18b-4839-b495-1cbacdaf2a73	110848453	110863140	fwd	5297	3010	1998	0.005376	0.611828	0	0.758974	-3	left
chr3	111133378	111148746	eb4b593b-ea18-4c49-953f-ab6d5f7b0f3d	111133373	111150755	rev	15368	3399	8142	0.031219	0.654582	0.002462	0.911366	-3	left
chr3	113564614	113574971	6c83aa92-cabf-40a3-b4f7-8d8287059c88	113564609	113578847	rev	10357	1722	7912	0.014553	0.482328	0.021868	0.683371	-3	left
chr3	117340289	117348173	4126de53-7b38-4a32-a86a-82b7c2cbebdf	117340283	117350143	fwd	7884	1384	5017	0.072682	0.526316	0.00615	0.832103	-3	left
chr3	118651877	118657828	85e21067-2f87-4908-bb85-d16e9c34116b	118649340	118658851	rev	5951	2584	1947	0.013769	0.683305	0	0.931034	-3	left
chr3	118852727	118856650	a178ab57-aada-47b4-82ab-c745e3b31893	118848053	118868794	fwd	3923	2238	1339	0	0.470588	0.002653	0.66313	-3	left
chr3	122764293	122768986	da0e4fc7-3bb4-4baa-abdc-a309b8329095	122764275	122770577	rev	4693	3124	1270	0.009756	0.460488	0.02507	0.810585	-3	left
chr3	123914600	123928534	faa1dbfe-85b8-418c-8d72-5c427fb026c3	123913639	123928540	fwd	13934	1566	12070	0.013055	0.840731	0.027211	0.883058	-3	left
chr3	130363960	130372136	9ce49782-5f3e-4779-80a0-d6664eb7c740	130363941	130376653	rev	8176	4680	2315	0	0.80424	0.045171	0.813084	-3	left
chr3	132339400	132346694	bb2938a5-8e16-4999-8b47-ceb27a0ca9e3	132337569	132346851	rev	7294	1157	5886	0	0.587786	0.047995	0.826853	-3	left
chr3	132345646	132349557	60132be2-d409-4ba3-b0ac-d68b443878b1	132343420	132358454	fwd	3911	1225	2117	0	0.286184	0.05303	0.590909	-3	left
chr3	133707746	133717634	9b9ee127-c77a-4f2e-8634-2576d844c55f	133706828	133732848	fwd	9888	2620	5100	0	0.494595	0.03804	0.722751	-3	left
chr3	134083979	134094528	b1e72cec-518e-433f-bee8-673fc0d6169f	134083968	134098439	rev	10549	3478	5497	0.002378	0.900119	0.110954	0.758304	-3	left
chr3	134075316	134079972	d7bfae0c-8431-4f24-9b36-b7612212baa8	134075307	134097766	fwd	4656	1954	2304	0	0.401606	0.001848	0.665434	-3	left
chr3	134179180	134182970	9388e9ee-6ae4-4370-b5d1-29320d7c11ae	134167046	134205010	rev	3790	1013	2210	0	0.423295	0.002841	0.549716	0.146555	left
chr3	135839644	135843778	3a6c9500-ae8c-48d9-a77f-a61b140e25c1	135838230	135851385	rev	4134	2588	1149	0.010458	0.69281	0.057823	0.64966	-3	left
chr3	137172382	137177532	def6ba29-0432-4382-b44b-8d1ca95ae237	137172377	137180654	rev	5150	3131	1736	0	0.404555	0.073446	0.768362	-3	left
chr3	137247890	137253084	47df781f-0c47-4f34-9f6c-a724d51fed47	137247886	137256650	fwd	5194	2433	2531	0.003868	0.586074	0.04329	0.776335	-3	left
chr3	139273215	139279525	176e64dc-a640-4d86-99a4-1b6333a0c150	139269500	139280344	fwd	6310	1304	3346	0	0.754967	0.019441	0.925881	-3	left
chr3	139422356	139429598	52f584a1-eb61-4e19-a654-1cdfc1d38aa9	139422351	139456722	rev	7242	1670	1063	0	0.806005	0.143322	0.609121	-3	left
chr3	141730194	141737070	3cea069f-5cbd-4533-b87b-1fd17d134f06	141730186	141742254	fwd	6876	1428	4916	0	0.464103	0.016598	0.653942	-3	left
chr3	142223891	142232421	b52aab5a-ce67-4f0e-ae5b-723daf075a0f	142223886	142232425	rev	8530	1724	5991	0.033113	0.794702	0.037132	0.870679	-3	left
chr3	144008593	144014870	ed01e36a-023e-437a-be25-0139fe9c1c82	144001054	144014875	fwd	6277	4631	1410	0.107194	0.777698	0.046914	0.824691	-1	left
chr3	145851361	145856001	861663ec-eb80-4cb9-a228-4055a287788a	145849987	145863674	rev	4640	1181	3204	0	0.583113	0.016457	0.68151	-3	left
chr3	147818558	147826081	fcb91095-da9c-4016-a8d4-c03ecc942f5d	147818553	147834626	rev	7523	2753	4455	0	0.540257	0	0.875	-3	left
chr3	148052759	148065968	79ce5183-c6e6-48a7-8423-2da33b4616e2	148052753	148065974	fwd	13209	3538	6553	0.038726	0.491394	0	0.908906	-3	left
chr3	148920943	148936784	e0f6e08c-8d71-4b9c-959e-35cd22930b95	148920938	148937385	rev	15841	1509	13483	0.042017	0.563025	0.026749	0.87509	-3	left
chr3	149076270	149085120	273a07c0-d6e9-40cf-9157-e495045763ba	149076266	149090037	fwd	8850	3004	5270	0.01387	0.65742	0.143439	0.586797	-3	left
chr3	152863514	152873282	296872f9-6e2a-470d-9662-27a3ec483e9a	152861735	152881056	fwd	9768	2161	5474	0.008711	0.597561	0.021868	0.880615	-3	left
chr3	153009216	153014044	210121b6-3721-4680-9660-f1cea1f6d559	153009210	153019064	fwd	4828	3198	1379	0.001214	0.754854	0.045307	0.763754	-3	left
chr3	154486738	154495402	fcc077ca-0c28-43b7-93d1-c18da1b0491b	154486733	154496933	fwd	8664	1551	4130	0	0.90364	0.042998	0.808354	-3	left
chr3	155914002	155919992	842fd66b-7c4f-46c3-81f0-ceb9b0eea49d	155913996	155928872	rev	5990	2998	2609	0.0275	0.35125	0.01855	0.645868	-3	left
chr3	156137961	156144024	8f5b988d-6890-4c25-88cf-c0d8b510c9cc	156136350	156149886	rev	6063	2022	3631	0.019608	0.511586	0.019751	0.582121	-3	left
chr3	158551302	158555390	27e2b5b5-5d78-4f42-b80b-1024095fd3eb	158545528	158555631	rev	4088	2659	1025	0.042408	0.447332	0.028481	0.670886	-3	left
chr3	159282494	159288178	35870dda-bc47-4719-9c2a-f21360c5da8e	159282489	159297918	rev	5684	3447	1893	0	0.426652	0	0.610638	-3	left
chr3	160199140	160206646	0484364c-a62b-471d-8c74-d12859da94fc	160199134	160223936	rev	7506	4027	2257	0.000951	0.711027	0.051402	0.758567	-3	left
chr3	164676402	164682774	cfa6e28c-27b7-4b9b-9d1d-fe45a0dbac08	164676396	164696203	rev	6372	1801	4331	0	0.694805	0.012164	0.837388	-3	left
chr3	165375710	165383498	c946c2d7-30d1-416d-93d7-0516732cb107	165375699	165393287	rev	7788	2585	4900	0	0.506297	0	0.894417	-3	left
chr3	166840810	166853818	3d7cf3c3-636b-447e-a88e-e3ce44402b5e	166840806	166853823	fwd	13008	1080	10131	0.016627	0.786223	0.009969	0.917134	-3	left
chr3	168635788	168640958	d8f9abaf-cacd-458e-966e-3914ec6242d5	168635779	168648781	fwd	5170	2526	2122	0	0.293694	0.052209	0.624498	-3	left
chr3	169741625	169750529	4063051d-91b2-42fd-9a8d-7437b7d71956	169733394	169758469	fwd	8904	3307	5049	0.072	0.636571	0.031548	0.738078	-3	left
chr3	174998834	175006049	7619b991-a6d8-45b5-ab85-3979e17288ee	174998830	175019092	fwd	7215	3631	3266	0.002967	0.446093	0.014634	0.785366	-3	left
chr3	175666000	175674177	4cc102e1-a116-4609-bb52-d490d93e6c76	175665992	175689472	fwd	8177	2335	4571	0.007491	0.730337	0.004875	0.778552	-3	left
chr3	176915989	176921647	bf66e12e-566d-43e4-85a2-3f413a1f77ca	176913611	176923188	rev	5658	2488	1547	0.017808	0.532877	0.002174	0.876087	-3	left
chr3	178963477	178967425	badfda65-a82a-472b-8dda-a7f5553cfb50	178957061	178969490	fwd	3948	2216	1433	0	0.678869	0.018059	0.781038	-1	left
chr3	179257730	179269877	dd321114-a861-418c-b3e7-1b1467d2e24c	179255495	179273252	rev	12147	3672	7285	0.033684	0.514737	0.022485	0.725444	-3	left
chr3	181884989	181890503	76596cb7-86df-4a21-8ab3-37e0e0b255d3	181884985	181894262	fwd	5514	565	4734	0.143713	0.772455	0.083019	0.802264	-3	left
chr3	183218763	183226238	8b90d4a7-aed5-4a55-a466-0b4e3160b41f	183218749	183232806	rev	7475	1567	5499	0	0.609977	0.032031	0.651505	-3	left
chr3	183517416	183522232	44c40c90-2797-4635-a743-9cc80dd965cf	183502882	183522236	rev	4816	1362	1523	0.076159	0.596026	0.023018	0.877238	-1	left
chr3	187439274	187443314	cfafdce4-460d-4087-981f-c1c308a9d0cc	187436237	187446828	fwd	4040	1640	2111	0.02716	0.590123	0.043783	0.816112	-3	left
chr3	188435226	188440161	114a7772-ab58-4b26-adc7-ffc1e765f4bc	188435214	188451121	rev	4935	2734	1720	0	0.390244	0.014957	0.50641	-3	left
chr3	189708078	189715555	6e8d1ab8-8be1-4d66-93f7-5b02aea6d10b	189708072	189722583	rev	7477	2478	4561	0.005579	0.633194	0.017544	0.735317	-3	left
chr3	189963525	189969026	4917e341-83ce-43b0-b32a-90a01d996bc0	189963519	189970625	fwd	5501	1861	3353	0	0.633333	0.02746	0.815789	-3	left
chr3	192083657	192088799	a28a416b-7918-46ed-9943-7c99164e9024	192072454	192088803	rev	5142	1119	2492	0.011173	0.860335	0.00639	0.904153	-3	left
chr3	192597843	192602946	c0e37976-8856-4ea5-933f-9a9c192c4fb0	192592905	192602954	fwd	5103	1776	1560	0.059548	0.669405	0.002457	0.805897	-3	left
chr3	193608113	193617183	5cb03e42-506d-45c4-a378-cd4d75d6485d	193601866	193617471	fwd	9070	3012	5778	0.002933	0.609971	0.031787	0.722251	0.879792	left
chr3	195459895	195467612	dec7d45b-ef9e-479e-97dc-0a3e47eae2e7	195456894	195484476	rev	7717	2600	3966	0	0.640867	0.025962	0.723366	-3	left
chr4	261913	268298	4d60eb09-d0dc-4800-81f3-4f6d4df6e853	261908	268303	rev	6385	1988	4130	0.004373	0.913994	0.043729	0.890264	-3	left
chr4	923972	931978	7e370ee5-bf99-4e15-8dc9-f963a5da9524	923965	931987	fwd	8006	1180	6497	0	0.665072	0.0573	0.751177	-3	left
chr4	6664036	6672273	7f6abafc-4513-4608-a34b-35efc385c032	6661263	6675524	fwd	8237	1964	2867	0.09901	0.60396	0.016474	0.856672	-3	left
chr4	8363604	8368488	b6198559-c5c9-4a0a-8e26-544077a2a66a	8363598	8372313	rev	4884	1907	1353	0	0.376499	0	0.577465	-3	left
chr4	16309091	16316582	8f58465f-8a81-48c4-bf04-240167da5edf	16306392	16320547	fwd	7491	3580	2050	0.023327	0.663286	0.001965	0.823183	-3	left
chr4	17122083	17124948	f23c09a8-25c9-42d8-9a82-fe4613732385	17115861	17141656	fwd	2865	1065	1474	0	0.492212	0	0.721839	-3	left
chr4	20199504	20206307	b9f8326b-c90a-4114-8359-1c06ad332323	20199258	20206311	rev	6803	1674	4434	0.157113	0.590234	0.034132	0.514887	-3	left
chr4	20478031	20485495	e670e3ad-3adb-4e7f-ba75-f64b26eea7cc	20478024	20485796	fwd	7464	4477	2639	0.007008	0.769446	0.090347	0.814356	-3	left
chr4	22500010	22507139	84db6110-ce69-44c3-b8c6-223afed6cc50	22500003	22507153	fwd	7129	4843	1777	0.003518	0.854002	0.145985	0.656934	-3	left
chr4	24415286	24423925	18f4e316-4a72-46f1-88a0-a9d047cc69e8	24411709	24423931	rev	8639	1141	7193	0.054755	0.84438	0.009217	0.892166	-3	left
chr4	36217080	36227497	b893cf59-67f0-4d1f-8b8a-c8f950354ba1	36217074	36229601	fwd	10417	6365	1226	0	0.838533	0.0625	0.680556	-3	left
chr4	37749813	37756537	722b8719-f571-4868-8e56-ac154aed85dd	37749805	37762051	fwd	6724	3021	3430	0.005814	0.617442	0.028019	0.801932	-3	left
chr4	37879520	37885234	89423576-c8ae-4d56-880a-c83828f99e98	37879513	37890963	fwd	5714	2385	3009	0.004329	0.770563	0.057811	0.800738	-3	left
chr4	40274700	40280780	747a06e0-ceff-4124-9c03-528053fad4ee	40274169	40292121	rev	6080	1224	4526	0	0.575758	0.030848	0.76521	-3	left
chr4	43659245	43668131	1aaa429f-ccc9-49d4-9934-6dec64dc02c9	43659240	43668135	rev	8886	1891	6162	0.0798	0.76808	0.029355	0.87488	-3	left
chr4	48093836	48101850	bfc42eb9-d488-4b38-bf26-06527f144f5c	48093820	48102972	rev	8014	4104	3754	0.019648	0.399729	0	0.90304	-3	left
chr4	49098029	49110186	d107c06a-98f8-46b0-a8d9-f8650e3c0680	49098025	49113321	fwd	12157	1103	10199	0.032581	0.253133	0.060983	0.612943	-3	left
chr4	49644452	49649695	57fd7dcf-0be1-4abd-ba97-fa4c92f9eea3	49642172	49652274	fwd	5243	1003	1170	0.053476	0.278075	0.025974	0.409091	-3	left
chr4	49650131	49655247	fca85211-b597-4aaa-a230-de31c415ad02	49646673	49658098	fwd	5116	1065	1594	0.138728	0.375723	0.009259	0.532407	-3	left
chr4	54126135	54129722	3bf3c3e3-c318-44c7-838b-44fb0a290933	54123697	54131938	fwd	3587	1063	1184	0	0.608137	0.04298	0.664756	-3	left
chr4	59849371	59852445	9f989394-d781-4788-828b-49abbf4e232d	59849366	59855541	rev	3074	1170	1643	0.016827	0.572115	0	0.893788	-3	left
chr4	65439697	65445092	f805d13f-cf03-433c-ac43-345011635e62	65437765	65445097	fwd	5395	1984	2875	0.006135	0.911043	0.00114	0.905359	-3	left
chr4	68999003	69013166	53f452b0-dd63-4c1f-a069-6f422055d01b	68998996	69013171	rev	14163	1524	10299	0.109756	0.802439	0.014582	0.906095	-3	left
chr4	70022453	70028291	2c1ad6d8-dec5-4f17-98fa-b0aa66408f58	70020222	70035271	fwd	5838	2574	1627	0	0.630864	0	0.808853	-3	left
chr4	82405071	82410430	ebd148fe-d61e-42ba-a62a-1744356a0d0e	82403756	82422540	fwd	5359	2387	1891	0.028302	0.504717	0.020661	0.642562	-3	left
chr4	83725383	83733148	c83b95e2-5a9f-4ec7-9ea8-27635dbdb2ed	83723921	83737765	fwd	7765	2475	3037	0.004559	0.557751	0.002331	0.801865	-3	left
chr4	84492776	84499608	4d81d9d6-636e-4e3c-b658-ed61ac50b380	84492767	84504641	fwd	6832	2103	4168	0.006061	0.387879	0	0.727817	-3	left
chr4	86431351	86439438	695c299c-e091-45bf-ab10-8158808dedbe	86421753	86439446	rev	8087	2843	5005	0.01993	0.845252	0.016753	0.845361	0.150337	left
chr4	87807489	87814071	3b7b0f08-701a-4bf0-b822-647d386d3672	87807482	87819938	fwd	6582	3583	1927	0.012474	0.540541	0.024793	0.71405	-3	left
chr4	99353046	99355949	879f5af8-d816-4616-97ba-ded6bcd57985	99339670	99363555	rev	2903	1132	1415	0	0.601266	0	0.455026	0.249852	left
chr4	109399750	109413862	fdcd93cd-8c10-40ac-be24-fb689bb812d7	109397787	109420699	rev	14112	1512	8740	0.004107	0.901437	0.003825	0.909597	-3	left
chr4	113926066	113940805	36c97776-e619-490b-9363-c51f37bdc666	113925917	113940814	rev	14739	1972	11380	0.045704	0.813528	0.0086	0.888471	-3	left
chr4	114149913	114154532	626715a5-8349-49f2-b3a5-4e1f40c0be7a	114145233	114154605	rev	4619	2368	1983	0.002976	0.744048	0	0.941452	-1	left
chr4	119377371	119384174	5954e8ad-c7f0-49f4-a8b3-7f0a3bb93f52	119377364	119387522	rev	6803	1707	4865	0.079646	0.648968	0.061497	0.770945	-3	left
chr4	120509985	120516920	7b97ea8f-a51f-49a8-a8d6-ca5c5bfc158f	120509976	120523408	rev	6935	2869	3765	0.005605	0.658072	0.017117	0.791968	-3	left
chr4	121329359	121337278	552b6395-f138-4f53-9f08-4ab322d34201	121325416	121343937	rev	7919	1887	2981	0.008803	0.737676	0	0.874272	-3	left
chr4	124871205	124897853	35867971-d9e0-4755-b455-ebd0634892b3	124871197	124897858	rev	26648	1656	24718	0.017516	0.692675	0.042782	0.855106	-3	left
chr4	134488383	134492389	c62639c9-ca33-44f2-9594-0c36342691a7	134488211	134497113	fwd	4006	2079	1694	0	0.398533	0.003559	0.706406	-3	left
chr4	139140983	139154092	ef8a20ce-50c5-4306-a39f-63c50375696f	139127538	139165720	rev	13109	4825	7454	0.003226	0.805161	0.105836	0.619774	0.313906	left
chr4	143995528	144001827	6d3e2333-42f3-4228-b570-e2f4c0c9aeb7	143993933	144003288	rev	6299	1256	4770	0.017391	0.675362	0.014255	0.915182	-3	left
chr4	147590148	147595692	90cabf43-1147-45fd-9e4a-ad60844cb529	147587546	147612593	rev	5544	1306	4003	0	0.379213	0.003823	0.817278	-3	left
chr4	158831948	158837831	0621fc57-88cf-41e9-b8c6-1dd26a5f23a1	158828648	158839996	fwd	5883	2056	3551	0.029412	0.726644	0.018503	0.870479	-3	left
chr4	161843056	161848758	1b52bfdb-9fcd-45ea-b3a4-f14149883879	161842097	161869694	fwd	5702	1359	4056	0	0.604819	0.02316	0.941274	-3	left
chr4	163453760	163457926	f291ae0f-b1de-4f6a-910f-2466b7c27753	163442771	163461124	fwd	4166	2537	1443	0	0.680503	0.015982	0.716895	0.720729	left
chr4	164805458	164815680	d623d1ae-5842-4369-85a2-f82ca81681b1	164805452	164817296	rev	10222	4430	5374	0.005464	0.903981	0.018088	0.906977	-3	left
chr4	171925006	171933896	2568cde3-43c6-42f6-8170-bb9b9f036dd8	171925001	171951178	fwd	8890	1163	7384	0.094293	0.543424	0.053652	0.52119	-3	left
chr4	174294193	174304633	3e2a3174-f621-4a3c-811b-51492dd53960	174293404	174304642	fwd	10440	4376	4929	0.003365	0.620458	0.006662	0.866089	-3	left
chr4	178184327	178203160	2e0c221b-a44a-48cb-a068-6c3b32661c86	178150480	178211724	rev	18833	1014	17523	0	0.506667	0.00774	0.689542	0.83605	left
chr4	179344758	179351297	b2387be1-ae81-4f36-954b-c9c9e8355df1	179343296	179352427	rev	6539	1070	2574	0.030211	0.900302	0.00333	0.952275	-3	left
chr4	179570513	179577374	257fde22-01ea-4630-9d0b-948eb1dca3b4	179570508	179581458	rev	6861	1522	3460	0.037481	0.56072	0	0.94785	-3	left
chr4	182655664	182664364	534f4b3c-3a8f-4000-a43d-ddcfe7fd24de	182655107	182666948	rev	8700	3527	4694	0.017358	0.70974	0.051767	0.856204	-3	left
chr4	184109627	184115822	3f7130e8-251f-4a37-ae0d-dbfcaeefc7c5	184099631	184123642	rev	6195	1306	4610	0	0.659639	0.011334	0.835222	0.15195	left
chr4	184985717	184988851	cb9da4be-f10e-4221-90da-0cf8ec8f2177	184985202	185014032	rev	3134	1323	1253	0.024735	0.572438	0.05948	0.472119	-3	left
chr4	185795560	185805550	4b149f22-0afb-489f-b58b-97c94be58f9e	185795555	185808163	fwd	9990	2801	5727	0.00885	0.584071	0.144501	0.702046	-3	left
chr4	187829459	187842930	798f3139-0b50-4795-87d5-cb56aa3fae54	187828942	187842939	fwd	13471	1698	9593	0.073222	0.797071	0.004263	0.894572	-3	left
chr5	2973524	2985761	1d631712-01fa-4063-8274-68b697671e78	2973519	2996080	fwd	12237	6574	5040	0.005464	0.214208	0.026437	0.662644	-3	left
chr5	5159064	5161582	db746a90-ec5c-42b7-8054-fbd667a3a557	5159059	5165738	fwd	2518	950	1342	0.00678	0.922034	0.00271	0.96748	-3	left
chr5	8409990	8419246	fbc284f6-dacb-4068-9e4f-9fad5a941320	8401934	8424930	rev	9256	4108	3429	0.020833	0.586538	0.014228	0.902439	-1	left
chr5	9344065	9352635	bf08e346-3374-48f8-9118-0a9d161d32c6	9344059	9354075	fwd	8570	3579	4509	0	0.777994	0.097659	0.77159	-3	left
chr5	13573682	13581315	dc55519c-d5c8-4b4b-a404-c909bc9cb22a	13573677	13583915	rev	7633	4818	1246	0.043997	0.750186	0	0.858209	-3	left
chr5	21676595	21685008	c88c64c9-2dc3-4d82-9bff-72f6c299e9bd	21676583	21685019	rev	8413	3237	4847	0.002179	0.814815	0.060458	0.823529	-3	left
chr5	24960779	24966192	d4ebd3f5-f20f-4125-ae36-8f64a0ae894b	24960771	24970387	fwd	5413	1319	3819	0.038536	0.475915	0.04129	0.707097	-3	left
chr5	27462037	27471947	982a83ca-8336-4a13-bc60-62aa44a23098	27461260	27472447	fwd	9910	3047	5438	0.011803	0.783262	0.016695	0.853771	-3	left
chr5	28254896	28262939	8734bbc0-81e6-4d37-9206-7624a2b12aeb	28254816	28262944	rev	8043	1111	4078	0	0.947712	0.035211	0.876369	-3	left
chr5	30002243	30005513	20200fe8-e9c4-4b87-b7e5-0b0522989081	29994407	30006725	fwd	3270	1486	1547	0.010288	0.588477	0.002475	0.79703	-3	left
chr5	31649070	31658708	399117cd-ca9c-481e-98d8-b9c8082a8c1a	31648140	31666596	fwd	9638	2612	6697	0	0.672578	0.032939	0.709213	-3	left
chr5	33203632	33214759	a8e85ac1-09eb-4b21-b264-2a11bead0306	33203627	33216471	fwd	11127	3188	4879	0.001147	0.84289	0.076466	0.787676	-3	left
chr5	33332108	33339015	f762097d-31f5-4dc7-ade4-c0c7dbc38336	33332104	33339020	fwd	6907	3439	3135	0.007254	0.630052	0.078664	0.69181	-3	left
chr5	33497415	33503137	545a1413-0f94-4dc9-b93a-d6e88dc2ff41	33497406	33521258	fwd	5722	2430	1590	0.070053	0.507881	0.065076	0.691974	-3	left
chr5	34078721	34088062	10aa8550-8458-49f9-afb6-15a26f1aca20	34078711	34090842	rev	9341	2807	2243	0	0.910035	0.038292	0.826215	-3	left
chr5	36491984	36499173	756ef70d-60f8-41fb-bb48-055ab4ad60a4	36491977	36514379	rev	7189	2593	1774	0.001437	0.58046	0.024129	0.589812	-3	left
chr5	38651920	38658560	ab3f9dee-2d3a-4711-9f74-9f2c8562fda4	38651916	38675408	fwd	6640	2302	3931	0.0192	0.6352	0.044597	0.636364	-3	left
chr5	40172575	40180508	38d6adb4-c0c2-431d-b30a-43822ae92492	40172569	40187832	rev	7933	1535	6041	0	0.310345	0.011001	0.827283	-3	left
chr5	42001625	42006708	dab4c4fd-e3f4-450f-be2b-c4031e41041e	42001618	42015903	rev	5083	3108	1298	0	0.581023	0.026946	0.679641	-3	left
chr5	43689250	43696255	e11657e6-0473-446e-abf2-cd733773db06	43683111	43698546	rev	7005	1671	2602	0.131818	0.331818	0.025921	0.885402	-1	left
chr5	45541510	45546671	84b5ede9-b968-43f6-b25a-a4250f9d77d5	45538028	45553644	rev	5161	1142	1118	0.058824	0.542484	0.010152	0.629442	-3	left
chr5	49656281	49659836	b75c9ab1-058b-4841-8ebf-80de189f128e	49656261	49661871	fwd	3555	1427	1511	0.22658	0.514161	0	0.875332	-3	left
chr5	49657987	49661674	4d3cdf72-f618-4a84-b327-e17076266c4f	49656261	49661679	fwd	3687	1488	1714	0.12297	0.491879	0.149915	0.667802	-3	left
chr5	54388164	54392735	76f6a01c-eea3-49f0-a62f-784f84b94e78	54388160	54401055	fwd	4571	2605	1415	0.001504	0.742857	0.105769	0.653846	-3	left
chr5	55455879	55467772	457fc0eb-0301-482f-ba2c-a473fdec077b	55451487	55471018	fwd	11893	2199	9392	0.021138	0.622764	0.038715	0.514298	-3	left
chr5	57419187	57426218	3dd6d528-67ac-40c3-95b2-213e29a7c3a4	57410861	57431413	fwd	7031	1653	3312	0	0.563169	0.009868	0.514254	0.342614	left
chr5	62880162	62887090	24697b4e-2cea-451b-b9f9-4f3f1dee515b	62879938	62891618	rev	6928	1302	3113	0	0.6775	0.003517	0.902696	-3	left
chr5	63677486	63682857	c734b249-4ccf-4ba6-a4cc-da33696fce7e	63666215	63686787	fwd	5371	2199	2236	0.058583	0.674387	0	0.892815	0.239651	left
chr5	63762425	63772368	e88e0df6-e335-4dc2-a48e-34f78acff50b	63762411	63775448	rev	9943	2963	4241	0.044248	0.638432	0.044822	0.858578	-3	left
chr5	72677591	72683450	fc8a878c-1441-4d3e-a3ce-08ba8a619f62	72676680	72683456	rev	5859	1362	2116	0.065817	0.825902	0	0.943925	-3	left
chr5	77012581	77021727	8b1d6192-2a68-4253-ad77-9a798c0861a8	77012572	77021734	rev	9146	1649	7257	0.009852	0.926108	0.016264	0.922129	-3	left
chr5	80315301	80324605	60861d17-ed3f-4477-8a0a-9a11413733b8	80314211	80330817	fwd	9304	2027	6602	0.107623	0.625561	0.000576	0.839286	-3	left
chr5	82912239	82917830	db7f9e81-b0e5-4ed1-a870-f0a96a576090	82908170	82917847	fwd	5591	2025	3236	0.034483	0.780172	0.001021	0.953013	-3	left
chr5	84646155	84649592	0c43b0c3-94fb-424a-8aef-8486b9c63fd1	84641712	84669544	fwd	3437	1267	1911	0.009975	0.486284	0.013566	0.715116	-3	left
chr5	92589002	92599493	d4e7ebf3-04cf-4037-8bf1-d60c42b7faae	92588929	92604658	rev	10491	3683	6614	0.033898	0.826473	0.000988	0.882905	-3	left
chr5	94463070	94470914	8145eee3-a07d-4589-8282-990a65e76fe1	94459960	94482823	fwd	7844	1729	3500	0.015564	0.476654	0	0.89	-3	left
chr5	102835902	102842178	4c50a1f6-5f35-45d6-a353-246ec67dd7d1	102835894	102845341	rev	6276	1544	4321	0.001862	0.268156	0	0.832714	-3	left
chr5	111879851	111884967	666fa387-6408-404f-bad9-3c05e4dd79e7	111879807	111886854	fwd	5116	3471	1173	0.009375	0.673438	0.05949	0.847025	-3	left
