chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction
chr7	91362567	91371717	84b24637-918a-4ff1-aa62-2ce4a33a0efc	91361574	91371721	rev	9150	1466	3248	0	0.274956	0	0.86845	-3	right
chr7	121438081	121447151	ea574a80-914f-4db3-8e37-37a984914b88	121437806	121447156	fwd	9070	2260	6330	0	0.338346	0.003743	0.841176	-3	right
chr7	139579337	139592907	ce41c8a5-286e-4da5-ada0-c8664c2457c8	139568948	139593245	rev	13570	3714	7543	0	0.496454	0.001399	0.726807	-3	right
chr7	153479294	153487410	cc48d77e-b8a7-49f9-95d1-04824c456237	153478039	153490807	rev	8116	1298	2348	0	0.320583	0.003509	0.883041	-3	right
chr8	4249072	4253884	148de6b4-9b14-47e5-82a6-13d6fdc62dad	4247756	4254942	fwd	4812	1003	1943	0	0.211896	0.003663	0.663004	-3	right
chr8	12602966	12611320	c25227b3-551b-45e5-9e02-1d18546e7c7f	12597437	12622255	rev	8354	3612	1787	0	0.370833	0.006329	0.85654	0.391925	right
chr8	55281674	55284214	dfb993a8-21b4-477a-b1b3-0c7be22ab3d6	55281667	55293030	rev	2540	1275	578	0.109244	0.42577	0.006803	0.591837	-1	right
chr8	59270799	59285242	fa3a4f42-1239-48b1-a26c-f0b94cb70e4e	59270784	59285248	fwd	14443	2370	8872	0.078665	0.368296	0.001482	0.863283	-3	right
chr8	98225926	98239577	23b59736-7dff-497c-bc61-75e59a7ba2ac	98225459	98240969	rev	13651	1019	8529	0	0.221649	0.021352	0.756821	-3	right
chr8	101196318	101201629	0dadfaec-d68a-4746-869a-d581b9bf321f	101193469	101201635	rev	5311	3166	1231	0.01355	0.197832	0	0.485488	-3	right
chr8	120256424	120267856	3e58ec32-a960-4a3b-9683-9c0f327be6cb	120256414	120267861	fwd	11432	1131	5610	0	0.179558	0	0.875289	-3	right
chr9	95684796	95697382	cae5b409-6d9f-4f0c-86db-c32d241be0ee	95684791	95698213	fwd	12586	1331	9240	0	0.416667	0.012219	0.860071	-3	right
chr9	106619996	106638466	ca363780-17e5-4578-981b-b748c2f5b628	106619990	106639207	rev	18470	1930	13429	0.034296	0.220217	0.014861	0.813098	-3	right
chrX	67547550	67552542	95fb972d-5e16-4cdc-ac8b-5fabf7c992e0	67543346	67552548	fwd	4992	1854	1732	0	0.229329	0.010399	0.518198	-3	right
chrY	56857332	56868586	fdd136b5-5c15-4e14-84d8-c06809e204d8	56856819	56868590	rev	11254	1276	5368	0.009554	0.152866	0.040462	0.690173	-3	right
