chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction	sample
chr1	81661534	81676495	bbda9126-10aa-4fec-bcf5-e5ff9a7d42e9	81657708	81691382	fwd	14961	3826	9490	0.016722	0.588629	0.023741	0.819065	0.1462	right	OV3_Cisp0
chr1	81859248	81865856	8a4210a4-7786-4ce5-8e05-554d6405ba07	81854514	81866387	rev	6608	2121	1576	0	0.876364	0.089212	0.695021	-3	right	OV3_Cisp0
chr1	82185880	82203162	b9564b7f-da90-4e41-861f-efae6fe00650	82185873	82203762	rev	17282	1636	13199	0.157303	0.705618	0.000741	0.922697	-3	right	OV3_Cisp0
chr1	82294369	82330176	f87d67d6-9306-4e44-b8d7-362df11da32d	82292928	82330180	rev	35807	3319	29896	0.037486	0.646086	0.033401	0.693189	-3	right	OV3_Cisp0
chr1	84593345	84598202	4875d11e-5af6-479e-808b-14a4a8061839	84580590	84606840	fwd	4857	1149	3101	0	0.461207	0	0.713217	0.589834	right	OV3_Cisp0
chr1	88297725	88306218	6a7b01a0-a405-4764-95d4-e53ce944b51c	88291247	88321450	rev	8493	511	6024	0.129032	0.258065	0.066353	0.642983	0.425191	right	OV3_Cisp0
chr1	89321457	89327379	2a41d31a-f0ca-4634-a24e-d88295dc856b	89304517	89343662	rev	5922	3954	1711	0.012512	0.750722	0.049612	0.716279	-1	right	OV3_Cisp0
chr1	89917478	89929276	21701874-5780-4bc8-88b7-ec5defa1ce38	89908559	89929282	fwd	11798	5250	4339	0.0031	0.764414	0.008084	0.822959	-3	right	OV3_Cisp0
chr1	90936452	90948729	9d7bd256-288d-4026-aa6d-c09aab0e12ab	90934316	90948734	fwd	12277	3533	6134	0.000863	0.876618	0.047934	0.782369	-3	right	OV3_Cisp0
chr1	95497650	95518322	2e3d832a-0da0-47da-b124-6c7e972926f7	95488353	95520366	rev	20672	2424	14992	0	0.7888	0.014638	0.816297	-3	right	OV3_Cisp0
chr1	99967140	99979673	2c7efd76-d89b-4c93-8f39-9b7012ea2861	99964123	99979678	fwd	12533	4424	5419	0.000908	0.767484	0.024167	0.857609	-3	right	OV3_Cisp0
chr1	101232751	101247638	c2eeae7f-d209-4edf-be63-6b2605c81b6b	101206567	101274347	fwd	14887	4423	10019	0	0.607985	0.010575	0.70074	0.265253	right	OV3_Cisp0
chr1	101398839	101415172	ec13a807-16e0-490b-b9bf-e050e7d5e808	101398452	101415281	fwd	16333	4742	11117	0.01584	0.643251	0.013782	0.839328	-3	right	OV3_Cisp0
chr1	102137655	102141703	7d66984c-f572-4f3b-bd26-c79b0bef6a84	102129013	102141712	fwd	4048	2456	1230	0	0.441176	0.018939	0.693182	-3	right	OV3_Cisp0
chr1	103402797	103415485	a7b804c2-2071-4113-8d05-f5f49438d307	103398907	103464163	rev	12688	1918	8866	0.08982	0.558882	0.00953	0.837989	0.19251	right	OV3_Cisp0
chr1	114034204	114046109	aabcbab4-e06b-41a7-ac40-c011d1245e9e	114024217	114046116	fwd	11905	3535	4450	0	0.485246	0	0.81811	-3	right	OV3_Cisp0
chr1	121129942	121135537	a4f02b2b-d7fd-4be4-95a2-6d244a0278ba	121129935	121135545	fwd	5595	1852	3338	0.013304	0.909091	0.051	0.81	-3	right	OV3_Cisp0
chr1	143266647	143270376	e72c92c7-688b-4558-9ac9-f986a5f0e40b	143184587	143272185	fwd	3729	1511	1411	0.038462	0.311538	0	0	-3	right	OV3_Cisp0
chr1	143205414	143210602	f7586cbc-15e5-4ea2-8d69-ca77234fa62c	143184587	143242897	rev	5188	615	4573	0	0.47619	0.006144	0.855607	-1	right	OV3_Cisp0
chr1	143216713	143227355	96f54afa-984e-47d3-9396-960b62a9099c	143184989	143240209	fwd	10642	5244	1209	0.063687	0.282682	0.333333	0	0.114392	right	OV3_Cisp0
chr1	143200293	143206039	c626baae-f2d1-412f-b78d-59576a5e0ed6	143190268	143226250	fwd	5746	608	3296	0	0.591398	0.267857	0.303571	-3	right	OV3_Cisp0
chr1	143211606	143220723	0b525f6a-4aea-4f32-a4b8-b0d3776b35fd	143199118	143220930	fwd	9117	3280	1871	0.009398	0.296992	0.057416	0.648325	-3	right	OV3_Cisp0
chr1	143211591	143217138	23a937cf-8ffd-4784-8990-9bdb3cdb190d	143211586	143228736	rev	5547	2737	1173	0.074641	0.395215	0	0.56051	-3	right	OV3_Cisp0
chr1	150795175	150801397	dd8b13d1-9ada-4f49-8d31-40881185e579	150771814	150801403	fwd	6222	4795	1049	0.002431	0.402755	0.019868	0.483444	-3	right	OV3_Cisp0
chr1	156135973	156139727	ab27d203-6436-416b-abee-b73fab38f9fd	156129949	156171390	fwd	3754	2154	1144	0	0.646778	0.01992	0.601594	-2	right	OV3_Cisp0
chr1	157185254	157195183	c04a2616-8907-43bf-bd8a-8134019e6bf4	157185127	157195187	rev	9929	4408	4187	0.006012	0.366733	0.011375	0.675284	-3	right	OV3_Cisp0
chr1	160449612	160460330	5c639df6-073b-4b29-b995-05c99b97f36e	160448514	160460336	rev	10718	3411	3682	0.003654	0.894032	0.052052	0.848849	-3	right	OV3_Cisp0
chr1	161617176	161621660	78b626a3-e3a8-4660-a83e-c6f5fbb00c95	161617163	161651406	rev	4484	1646	1641	0.047619	0.61039	0.017391	0.623913	-3	right	OV3_Cisp0
chr1	167747234	167767224	7db63e2b-68fb-45b4-86b3-7041b8962e40	167732157	167767890	fwd	19990	3557	13063	0.010952	0.566133	0.008664	0.576004	-3	right	OV3_Cisp0
chr1	170538840	170548355	bca54037-3aaf-4cc1-8335-bfc0a9349979	170535583	170548360	rev	9515	4558	4580	0	0.288809	0.000787	0.710236	-3	right	OV3_Cisp0
chr1	171892727	171904479	32eecd21-f1c9-4c04-b60a-390421aa6026	171887237	171904486	fwd	11752	7343	3022	0.001561	0.532579	0.060296	0.643914	-3	right	OV3_Cisp0
chr1	174827092	174841686	f7aa2d42-c7c8-43aa-a1ee-a73f5a074650	174827086	174841692	fwd	14594	4575	8809	0.008027	0.876923	0.041737	0.856239	-3	right	OV3_Cisp0
chr1	176854076	176876889	e782259f-5360-42c2-ae1e-746367e36b22	176853213	176884941	fwd	22813	3968	17514	0	0.693444	0.020634	0.840034	0.034178	right	OV3_Cisp0
chr1	177327108	177333192	996fe63e-9f0d-43f0-85a6-648141a4fe78	177312582	177333196	rev	6084	2571	2945	0	0.430769	0.003891	0.571984	-3	right	OV3_Cisp0
chr1	179354122	179365637	8cc92cb3-3959-48fa-8f54-6c9b35bd01af	179332691	179366989	rev	11515	3585	7507	0.003195	0.601704	0.019839	0.689008	-3	right	OV3_Cisp0
chr1	183352975	183362043	435fd5f6-2160-4601-b220-c81e5551499a	183336727	183362050	rev	9068	4453	4394	0.018083	0.479204	0.072182	0.602595	-3	right	OV3_Cisp0
chr1	186764424	186776068	aac8a59a-ffbf-4560-8a45-4e646fb48b6c	186764419	186776082	rev	11644	1149	9244	0	0.608696	0.005327	0.799087	-3	right	OV3_Cisp0
chr1	187029418	187036018	dbe7197d-1952-4367-8a40-3ed4a09deb3c	187017191	187036028	fwd	6600	3661	2637	0.025688	0.60367	0.017949	0.669231	-3	right	OV3_Cisp0
chr1	196056429	196078960	f712c44e-22b4-4095-9848-5fdcded7708e	196056424	196090326	rev	22531	3034	15710	0.078271	0.84229	0.031032	0.881838	0.190544	right	OV3_Cisp0
chr1	201097651	201102415	05ab2e1f-9922-48e2-bc43-d57708f7bb8e	201096756	201102425	rev	4764	1365	3040	0.036424	0.652318	0.001381	0.799724	-3	right	OV3_Cisp0
chr1	210227511	210235277	be902237-8e00-45c9-9682-90b2b09a95ca	210222190	210235291	fwd	7766	3504	1128	0.033014	0.514377	0.015209	0.703422	-3	right	OV3_Cisp0
chr1	211653026	211666720	f36ee34a-b2bc-4014-8ee5-bc2c734b5270	211652889	211667635	rev	13694	2615	6420	0.017572	0.522364	0.004747	0.827532	-3	right	OV3_Cisp0
chr1	212380555	212388730	e2e411b4-4ce9-4d33-9cc0-f8dfcf53b611	212380547	212388738	fwd	8175	2161	5710	0.008347	0.796327	0.013867	0.823575	-3	right	OV3_Cisp0
chr1	213185161	213194969	277c50b0-43ed-4738-bfe8-4835d9a3689d	213164930	213207600	rev	9808	4585	2595	0.005484	0.428702	0.040968	0.61825	0.120164	right	OV3_Cisp0
chr1	215259315	215275367	a87cfe11-7a3b-40af-bce8-497c560edb1c	215258259	215275377	fwd	16052	5455	8079	0.067717	0.436661	0.042056	0.840272	-3	right	OV3_Cisp0
chr1	221058895	221067352	fcdd787b-3ccd-4101-b400-f628ecf28068	221056165	221067356	rev	8457	2998	4872	0	0.475302	0.008838	0.886995	-3	right	OV3_Cisp0
chr1	223477163	223480235	a37dcbba-45bd-4a77-80d3-5dae45a65f2c	223461031	223484394	fwd	3072	2105	602	0	0.467775	0.067568	0.722973	-1	right	OV3_Cisp0
chr1	226109008	226113858	008f8314-96ef-4bd8-87ed-87c5f6092f1c	226104359	226113864	rev	4850	1194	2937	0	0.215311	0.014045	0.536517	-3	right	OV3_Cisp0
chr1	226206755	226219725	28bedf3b-57e2-43b6-a434-de9dad8e84a9	226194122	226219892	rev	12970	2615	10077	0	0.509745	0.041319	0.703615	-3	right	OV3_Cisp0
chr1	231668334	231679313	b98aafa3-0a1d-4aaa-a088-b1bbfa522ccf	231665502	231679320	rev	10979	3353	6979	0	0.384845	0.010071	0.816351	-3	right	OV3_Cisp0
chr1	235836100	235846249	48b768b9-b942-4308-8e3d-6e6328b881fe	235822861	235850318	fwd	10149	3414	4686	0	0.827202	0.021645	0.745455	-3	right	OV3_Cisp0
chr1	243952968	243984259	19920319-ca5e-4886-b5c0-ec70c5533d0c	243952964	243984266	fwd	31291	2351	25207	0.039823	0.817109	0.013503	0.826627	-3	right	OV3_Cisp0
chr1	247666756	247676897	d0b9a292-a4ba-47f9-8b97-2b1c554e4653	247665834	247676908	rev	10141	2186	6411	0.071556	0.568873	0.035479	0.860112	-3	right	OV3_Cisp0
chr10	13237559	13252478	0e24f67c-792d-47e1-9aec-d4882ff6f486	13237548	13257103	rev	14919	2462	10361	0.015437	0.523156	0.007228	0.787857	-3	right	OV3_Cisp0
chr10	15408254	15426309	7b8d030e-d1c9-48a8-bf93-9d74d439ae2c	15405154	15426625	rev	18055	1707	15129	0.03	0.668	0.054989	0.714412	-3	right	OV3_Cisp0
chr10	16954808	16962286	b9ba7494-36eb-453b-843a-694a960f4cbe	16951532	16963491	rev	7478	2598	4039	0	0.442581	0.040886	0.70954	-3	right	OV3_Cisp0
chr10	18791700	18798577	7cea3a90-2638-4ed6-b5e9-43937b74351e	18774653	18798626	fwd	6877	1023	3141	0	0.243986	0.025437	0.588235	-3	right	OV3_Cisp0
chr10	19917581	19926346	3bb4c078-1f82-42ee-929c-fe446253b9fd	19915907	19926351	rev	8765	5600	1804	0	0.552701	0.043222	0.693517	-3	right	OV3_Cisp0
chr10	20395709	20400909	5ec3e6d6-f8b7-4e47-85d4-6723c7a5d71b	20385981	20400924	fwd	5200	2215	2755	0	0.59772	0.005487	0.66118	-3	right	OV3_Cisp0
chr10	21849270	21857656	ccaba64d-0575-4959-be70-cc359be07cfb	21845477	21860224	fwd	8386	4414	2831	0.021838	0.523203	0	0.895683	-3	right	OV3_Cisp0
chr10	25517280	25528339	7d32a8fd-273a-44f2-8780-6a2310a7eeed	25513696	25528344	fwd	11059	6636	2966	0.000449	0.645553	0.055935	0.61528	-3	right	OV3_Cisp0
chr10	26592624	26603917	b3700b13-2bd0-40dd-9f2b-4fc9ad6916d5	26591079	26606177	fwd	11293	6531	2585	0	0.551087	0	0.861035	-3	right	OV3_Cisp0
chr10	27481322	27498572	2761ac39-5580-4d9b-bdfa-a182597aca04	27481315	27498585	rev	17250	2436	12221	0.011852	0.794074	0.04349	0.878592	-3	right	OV3_Cisp0
chr10	28734048	28744380	2b4c25f7-341f-4415-b355-de055a91395b	28732371	28744386	fwd	10332	1233	8349	0.118457	0.584022	0.084476	0.75188	-3	right	OV3_Cisp0
chr10	35722352	35738582	a00bb248-8033-418f-91ab-b6ed1e8356fb	35709971	35739232	fwd	16230	2267	10151	0.007692	0.48	0.000867	0.854293	-3	right	OV3_Cisp0
chr10	39153861	39161045	fad1a19e-dfea-4df8-97d2-0dfe16569841	39153856	39162633	fwd	7184	3221	2704	0.014911	0.570577	0.007353	0.507353	-3	right	OV3_Cisp0
chr10	41869233	41875799	3d6f3227-9dd7-4cc0-9cb6-61eb9d03e2b5	41851094	41879384	fwd	6566	1203	2496	0	0.635135	0.009288	0.544892	-3	right	OV3_Cisp0
chr10	41906806	41914445	1ca6c4a8-0f80-46b2-ac5c-628a45fafa97	41860203	41916258	fwd	7639	3790	2008	0.152778	0.350694	0	0.464844	-3	right	OV3_Cisp0
chr10	41888557	41891662	9e646095-6e73-45c5-aaf2-a7e94e14633e	41879328	41892461	fwd	3105	1025	1179	0.093023	0.465116	0.055	0.515	-3	right	OV3_Cisp0
chr10	41884242	41890479	19189686-06da-4937-9653-78179ae02abd	41881813	41898802	fwd	6237	590	917	0	0.45098	0.006944	0.451389	-1	right	OV3_Cisp0
chr10	41885445	41896613	efd6995d-b603-413e-89f9-056c45385901	41884246	41906978	fwd	11168	1413	8566	0.053061	0.432653	0.08951	0.613986	-3	right	OV3_Cisp0
chr10	41896698	41900646	2414501d-a28a-4d87-a014-dddc462edbf5	41886237	41901184	fwd	3948	1414	1215	0.146245	0.426877	0.004545	0.581818	-3	right	OV3_Cisp0
chr10	41907908	41911344	8274a84d-542b-4eb7-aa58-88139a704dd9	41904110	41916259	fwd	3436	704	2732	0.178571	0.178571	0	0.61194	-3	right	OV3_Cisp0
chr10	42093934	42105067	5dfa78ca-c77b-41fc-94b4-a0a93cf0cbd5	42066265	42105072	fwd	11133	3986	4710	0	0.675978	0.00625	0.813393	-3	right	OV3_Cisp0
chr10	58720269	58730819	ba028bfa-1536-4081-962a-d56d8a833988	58720108	58731949	rev	10550	2834	3272	0	0.533844	0.001189	0.87396	-3	right	OV3_Cisp0
chr10	59118364	59125838	867f3bbf-0f49-453d-aba6-95d615e4610c	59109879	59125847	fwd	7474	5123	1989	0	0.444136	0.003101	0.804651	-3	right	OV3_Cisp0
chr10	62901358	62921002	e2aa8003-ae85-4116-b767-ed723bb268e3	62897679	62921608	rev	19644	4633	11892	0.000719	0.84964	0.040024	0.829594	-3	right	OV3_Cisp0
chr10	65126083	65137371	562432ff-354d-4c93-b87c-18f4b298bde2	65118010	65137386	fwd	11288	3316	6488	0	0.788143	0.020436	0.868756	-3	right	OV3_Cisp0
chr10	65202547	65211927	e09e3ca4-4eeb-4161-965f-759e07b36915	65202540	65213714	rev	9380	3248	3239	0.007519	0.923738	0.030488	0.881098	-3	right	OV3_Cisp0
chr10	66557552	66570966	07115114-770d-4369-9053-46ab72f8ce9e	66537154	66570970	rev	13414	1326	10253	0	0.441176	0.016557	0.705092	-3	right	OV3_Cisp0
chr10	70983801	70992965	81c02bd8-c795-4512-8f8c-c8a88d71762e	70974194	70998831	rev	9164	4841	3888	0	0.60463	0.073001	0.492468	-3	right	OV3_Cisp0
chr10	72403837	72407478	fe998388-28a9-47df-afc7-eae85c4d9dcd	72387464	72407529	rev	3641	1558	1726	0	0.541573	0.01642	0.510673	-3	right	OV3_Cisp0
chr10	72559813	72575044	5a97fd3b-438c-4b6c-bfad-67a22000a381	72550288	72576349	rev	15231	4208	10710	0.00075	0.594899	0.034575	0.613413	-3	right	OV3_Cisp0
chr10	75611849	75623198	b86ddcb2-847d-4f83-9d20-dcae39362722	75610172	75625045	fwd	11349	3198	3853	0.006018	0.524574	0.004922	0.917966	-3	right	OV3_Cisp0
chr10	77177899	77190796	0fb6e554-53f2-44b3-8184-1b9e65e1bfb1	77164641	77190917	fwd	12897	2437	6137	0	0.634868	0.016982	0.742652	-3	right	OV3_Cisp0
chr10	79028026	79044387	5219435e-65af-4440-a247-b64fb02391d0	79027854	79047881	rev	16361	4585	11461	0.001873	0.768727	0.017579	0.830451	-3	right	OV3_Cisp0
chr10	79395931	79403431	77bbea17-f720-4f70-b349-53554d4cbe6f	79391832	79403454	fwd	7500	4158	1454	0.003286	0.637459	0.046296	0.783951	-3	right	OV3_Cisp0
chr10	80118657	80132963	7c59f016-ad3b-4390-a395-abc49dba04ac	80118650	80132969	rev	14306	4068	8013	0.063563	0.768129	0.07459	0.768274	-3	right	OV3_Cisp0
chr10	80786468	80795045	c6d932f5-a187-49b2-bb17-8c9c32d8af2e	80759855	80795114	fwd	8577	4086	3545	0	0.389916	0.01801	0.56175	-3	right	OV3_Cisp0
chr10	81617907	81624477	5d781a47-a8b9-484c-bfdd-45127b89abe6	81617298	81634126	rev	6570	3471	2741	0.041841	0.52636	0.015831	0.711082	-1	right	OV3_Cisp0
chr10	91849259	91862068	947ed719-f2df-4063-bd5a-17ef76c79987	91838954	91862074	fwd	12809	2881	9683	0.004848	0.390303	0.003352	0.803889	-3	right	OV3_Cisp0
chr10	92834874	92867419	9a12e930-cfb0-4868-bdf5-e21ea1cbbdb8	92824981	92868157	fwd	32545	1464	26495	0.033865	0.527888	0.015109	0.860307	-3	right	OV3_Cisp0
chr10	93002987	93026180	1beb20ac-08ac-4504-ac11-4755969ec514	92990078	93035290	rev	23193	3564	17275	0.000898	0.756732	0.043258	0.598597	0.328197	right	OV3_Cisp0
chr10	94422040	94440351	50600f59-4b97-4956-96f5-3d707f0939f3	94422034	94445852	rev	18311	1103	12402	0.109848	0.742424	0.013825	0.866359	-3	right	OV3_Cisp0
chr10	98688641	98700334	81c11cce-09a6-4b61-b5ef-865710320400	98688635	98700343	rev	11693	4423	4226	0.039294	0.694467	0.020808	0.850061	-3	right	OV3_Cisp0
chr10	102228531	102242347	85b43d07-6200-4430-aed2-83332956b231	102196701	102242354	fwd	13816	4562	7155	0	0.556678	0.028463	0.550285	-3	right	OV3_Cisp0
chr10	106377466	106394979	8c91f9eb-1b66-42c7-a733-bbb992d7dd1a	106377461	106394988	fwd	17513	2998	12463	0.039761	0.764414	0.021462	0.820476	-3	right	OV3_Cisp0
chr10	110413531	110417135	162e74a2-5370-434d-973a-39b529fc2078	110405985	110417150	fwd	3604	1023	2220	0	0.398438	0.025688	0.763303	-3	right	OV3_Cisp0
chr10	111525999	111546717	0f5ef79c-4e42-4836-abb4-d195bb38f1c6	111518903	111571493	fwd	20718	5685	13877	0.006135	0.662577	0.012355	0.736067	0.450673	right	OV3_Cisp0
chr10	113378440	113395990	dab1bacb-7730-4ad4-a40b-9a596936e077	113377930	113395995	rev	17550	4518	10560	0.01129	0.604839	0.014151	0.91582	-3	right	OV3_Cisp0
chr10	119661960	119686123	191900e3-deca-40d4-82a5-d3bae16548fd	119661872	119686139	rev	24163	4834	19029	0.003021	0.406848	0.007204	0.74678	-3	right	OV3_Cisp0
chr10	132485063	132494785	c88457c6-fe47-4ac8-8f13-40335ff227a0	132462491	132497171	rev	9722	2227	3528	0	0.672192	0	0.810219	-3	right	OV3_Cisp0
chr11	3460612	3468587	c15c4b92-ab0e-4754-ad6c-13e616836b2a	3460608	3468618	fwd	7975	3231	1063	0.010025	0.657895	0.119497	0.506289	-3	right	OV3_Cisp0
chr11	3893906	3899579	a1110be6-7e6c-454b-8d60-2ac8260962b7	3893902	3899641	fwd	5673	3315	1752	0.031068	0.87767	0.156573	0.666174	-3	right	OV3_Cisp0
chr11	4231345	4242254	c1d80d07-0db2-4d66-8c0d-1dcc0b0b9b2c	4228761	4242690	fwd	10909	4028	5468	0.002641	0.677817	0.019768	0.767553	-3	right	OV3_Cisp0
chr11	6930112	6942129	6ce64a5a-cee7-438a-8a18-25deeb645044	6925230	6943075	rev	12017	4428	6538	0	0.420437	0.011389	0.779238	-3	right	OV3_Cisp0
chr11	10827143	10831969	3ccdcb3e-09f8-4007-aec1-2760fa6c9e7f	10821977	10842239	fwd	4826	1481	2769	0	0.461326	0.016035	0.626822	0.580654	right	OV3_Cisp0
chr11	10995903	11007639	05d7403f-b8e6-49b3-aeda-560e58c64569	10980893	11007963	rev	11736	4407	4752	0.005367	0.297853	0.004072	0.610749	-3	right	OV3_Cisp0
chr11	11378613	11392478	d4b0a202-3382-498c-b977-9126e3c0a389	11370660	11392483	fwd	13865	4684	5021	0.021774	0.724194	0.010359	0.823108	-3	right	OV3_Cisp0
chr11	13521888	13541971	9663e478-a0a7-4612-9580-6be730a61be6	13511753	13542617	fwd	20083	7097	12405	0	0.640171	0.005597	0.754198	-3	right	OV3_Cisp0
chr11	15404334	15415676	627c6652-a66b-470f-884c-580ddec807ab	15393639	15415684	fwd	11342	2474	8426	0.008889	0.528889	0.012803	0.684042	-3	right	OV3_Cisp0
chr11	17080989	17095731	214b9a42-b7b4-4549-a424-ae0629d21077	17072909	17095740	fwd	14742	4972	9522	0	0.678623	0.019835	0.859281	-3	right	OV3_Cisp0
chr11	17496632	17503932	b0d7d215-2fcd-456f-bbcf-02873882ab42	17485602	17504377	rev	7300	4091	2986	0.004449	0.734149	0.054628	0.629742	-3	right	OV3_Cisp0
chr11	21765383	21791524	440f9ffb-eda5-4a09-8516-bdd4a6622a34	21745198	21791537	rev	26141	5730	17240	0.005714	0.582286	0.012731	0.76533	-3	right	OV3_Cisp0
chr11	23771223	23789283	6c125288-c2bc-4498-b0f0-4fd164918c31	23752936	23789288	rev	18060	9456	4695	0.017708	0.663214	0.002185	0.812819	-3	right	OV3_Cisp0
chr11	27478762	27487884	01353b43-b96d-4cf9-9d0c-32e7d54dc70d	27478751	27489272	fwd	9122	4383	2182	0	0.623023	0	0.916814	-3	right	OV3_Cisp0
chr11	28740966	28748061	461243e1-d20b-4d2b-bd65-ac78feb52721	28739384	28750935	fwd	7095	2518	3337	0.005161	0.508387	0.00177	0.866372	-3	right	OV3_Cisp0
chr11	28881351	28894740	d3fbb60b-54b2-4e83-a645-55623a101297	28877604	28894749	rev	13389	4266	7461	0.01506	0.783133	0.028512	0.821151	-3	right	OV3_Cisp0
chr11	30940092	30954780	71407e25-0d55-4304-aa2d-52492ad9713e	30938241	30954787	fwd	14688	7648	4019	0.007261	0.627269	0.05121	0.66108	-3	right	OV3_Cisp0
chr11	31096129	31114640	646713bd-a5ed-4066-9d05-f8052f2ef8be	31095168	31114646	fwd	18511	4870	10049	0.018961	0.558287	0.008483	0.84866	-3	right	OV3_Cisp0
chr11	32707963	32723546	b52f503b-dfc6-445b-9ec6-11d38115d932	32689106	32723553	fwd	15583	11112	3511	0.007297	0.565674	0.063037	0.617956	-3	right	OV3_Cisp0
chr11	36335161	36347716	32d2bea4-2371-49bd-8039-bee1202fe663	36321583	36347722	rev	12555	7851	3159	0	0.527346	0.034052	0.677639	-3	right	OV3_Cisp0
chr11	38811115	38821597	f7ec5c33-cf6e-476e-9de7-653992265d48	38806739	38821604	rev	10482	4900	5352	0.008269	0.538689	0.065217	0.746981	-3	right	OV3_Cisp0
chr11	39542962	39572463	e3f910fb-80f5-49b3-a561-8877a1475e76	39540972	39578962	rev	29501	5879	19106	0.020647	0.900112	0.019488	0.900525	0.054841	right	OV3_Cisp0
chr11	40735452	40760799	ede43cd2-4bda-4162-9f9e-ab4802249baf	40735446	40761785	fwd	25347	3062	19914	0.012672	0.761352	0.027712	0.791338	-3	right	OV3_Cisp0
chr11	43698766	43717370	f23d0457-b843-48c1-afb1-77e01229d42e	43698759	43717904	rev	18604	4965	9485	0.000824	0.878813	0.01577	0.816417	-3	right	OV3_Cisp0
chr11	48054369	48074894	5f2ed435-a96d-47ce-864e-75cae98f6c7d	48054357	48079647	rev	20525	4681	15026	0.002828	0.673893	0.008671	0.833287	-3	right	OV3_Cisp0
chr11	48113388	48127367	5a103d05-5e80-4b46-8b48-871cd47c14b6	48112891	48133437	fwd	13979	2447	8657	0.015949	0.569378	0.007769	0.845921	-3	right	OV3_Cisp0
chr11	49583228	49607412	6d4a8811-8d52-4b7e-aca9-8621b32acd6d	49572299	49607968	fwd	24184	2851	19214	0.016129	0.572581	0.017084	0.843921	-3	right	OV3_Cisp0
chr11	58257944	58275561	7d81483a-af25-4cdf-a1c9-58ddfaddac29	58248951	58275567	fwd	17617	8005	9311	0.019115	0.59222	0.021578	0.741776	-3	right	OV3_Cisp0
chr11	63197241	63215133	a31d1e73-37df-46f7-b52e-ea5fa4058788	63177764	63226084	fwd	17892	3998	10952	0	0.822619	0.039419	0.638174	0.348656	right	OV3_Cisp0
chr11	64151655	64161730	aede9f9a-a882-4cab-8f0d-9c3315e1a61e	64139758	64166091	fwd	10075	5276	2414	0.017891	0.582863	0.00883	0.865342	-3	right	OV3_Cisp0
chr11	66588878	66598025	a31be8af-6d51-4156-a210-911e7558ac95	66578264	66598528	rev	9147	2907	3608	0.003989	0.767287	0.002361	0.890201	-3	right	OV3_Cisp0
chr11	67921651	67929710	1f123562-708a-4621-b0a3-2a9a8d2fc9f6	67918974	67931132	fwd	8059	1253	2975	0	0.400593	0.001248	0.873908	-3	right	OV3_Cisp0
chr11	70622851	70628351	88fabfce-00ae-47b4-a8a7-48cf1846e23e	70617798	70629215	rev	5500	2466	1049	0	0.789279	0.011811	0.692913	-3	right	OV3_Cisp0
chr11	72409457	72418825	2e57c8dd-ffa7-405c-ab3c-15481bb49882	72405008	72435707	rev	9368	2530	6498	0	0.691549	0.046282	0.75299	0.41763	right	OV3_Cisp0
chr11	73243767	73266617	4de527ba-1914-4d98-a97f-37def2a36ba8	73240320	73266626	fwd	22850	3328	17852	0	0.851319	0.046064	0.745844	-3	right	OV3_Cisp0
chr11	73308723	73315132	5d27c256-6ddd-42bf-bd68-6dcf139ca38f	73299669	73315143	rev	6409	1062	4979	0.019868	0.423841	0.018458	0.681868	-3	right	OV3_Cisp0
chr11	73415897	73422920	82adfb59-8370-468f-9151-5e101348525a	73405060	73422928	rev	7023	4557	2108	0.00254	0.419983	0.003257	0.724756	-3	right	OV3_Cisp0
chr11	73647621	73667951	bf9de89b-a88a-4b60-9996-26d6cc607cc0	73640828	73667958	rev	20330	4711	13052	0	0.819129	0.048931	0.701231	-3	right	OV3_Cisp0
chr11	74016523	74021328	5fbf42d8-3cc9-448b-968c-e239bd133027	74010384	74021337	fwd	4805	2846	1580	0	0.532012	0.051282	0.628205	-3	right	OV3_Cisp0
chr11	75417039	75430090	728b0307-3d00-4fde-aa4f-09f50b6886ad	75395624	75430899	fwd	13051	3097	7043	0	0.89172	0.09901	0.717822	-3	right	OV3_Cisp0
chr11	75973569	75981878	98ff3242-7353-4d61-b2a1-952c22f75ca9	75973565	75982888	fwd	8309	2791	2292	0.002863	0.840649	0.003802	0.808619	-3	right	OV3_Cisp0
chr11	76038289	76057057	38b0da15-7d99-4d78-8662-f64a2650fcea	76038285	76057066	fwd	18768	2990	13658	0	0.700787	0.002254	0.931129	-3	right	OV3_Cisp0
chr11	76333048	76338420	4004e3e7-5f4b-441b-a77f-16409f55edc1	76326871	76340688	fwd	5372	3349	1246	0.00369	0.599016	0.066225	0.57947	-3	right	OV3_Cisp0
chr11	76445335	76453136	bcdf32c8-c83d-460f-862e-f5b1f478e6fe	76437401	76453142	fwd	7801	3003	4108	0.008621	0.493534	0.054953	0.670282	-3	right	OV3_Cisp0
chr11	76647772	76655107	acd7febb-2a50-4d20-8c43-599d3830556c	76606080	76656029	rev	7335	2443	3486	0.020478	0.392491	0.031616	0.52459	-3	right	OV3_Cisp0
chr11	76725403	76733674	86b17451-8ca1-43c5-99b9-c6332a6adebc	76723966	76733680	fwd	8271	2188	5427	0.011925	0.449744	0.031546	0.722397	-3	right	OV3_Cisp0
