chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction	sample
chr3	75697489	75704802	24f68776-a1cf-404c-a9fc-47688b1edf6b	75679066	75706575	rev	7313	4931	1629	0.018297	0.425868	0.038813	0.56621	-3	right	OV3_Cisp0
chr3	76836567	76843515	4b6b36fc-696a-410d-bce8-dde9289e49c7	76828529	76843520	rev	6948	1456	3247	0	0.371622	0.003049	0.745935	-3	right	OV3_Cisp0
chr3	77269841	77278371	86d84d39-55ac-4d14-9d0b-4d4f6831e508	77238493	77278377	fwd	8530	5142	3019	0	0.528894	0.01003	0.609829	-3	right	OV3_Cisp0
chr3	77321024	77331305	e3342d33-1518-4d87-a24a-68eac1182051	77314140	77331309	rev	10281	3351	4768	0	0.622263	0.017668	0.826148	-3	right	OV3_Cisp0
chr3	79249349	79254839	f20b4878-8ee6-412b-be2d-2e47e37a9884	79233962	79254849	fwd	5490	1751	1474	0.02834	0.516194	0.004494	0.752809	-3	right	OV3_Cisp0
chr3	79779649	79787892	322322e0-6392-4128-926c-2e647b67ee1b	79773501	79787897	fwd	8243	5695	1935	0.000688	0.247593	0.011864	0.547458	-3	right	OV3_Cisp0
chr3	82180457	82187411	1888b6a9-d6a1-4916-99b9-59db3546563a	82171285	82187415	rev	6954	2040	3719	0	0.3902	0.001845	0.74262	-3	right	OV3_Cisp0
chr3	82373465	82382184	6062cc3f-99c8-4804-a884-7c41ca57dad0	82353156	82382194	rev	8719	1651	5124	0.031546	0.757098	0.00684	0.874829	-3	right	OV3_Cisp0
chr3	87149406	87152029	4897abd1-3e54-4c69-b37f-75a253999f3f	87145364	87158041	fwd	2623	1184	721	0.012539	0.253918	0.027523	0.463303	-1	right	OV3_Cisp0
chr3	88262891	88276307	7975fe38-6489-4c77-808f-832aded8fc2c	88257682	88276313	fwd	13416	4500	4450	0.00299	0.769058	0.00533	0.848767	-3	right	OV3_Cisp0
chr3	90236836	90261186	f06b5237-9332-4c21-9258-77419e506dbe	90235377	90265107	fwd	24350	7341	15330	0.002641	0.48336	0.02586	0.807437	-3	right	OV3_Cisp0
chr3	104598537	104610673	0ad25ad0-ec89-4fb0-a27c-821d8e07cf7f	104587550	104616737	fwd	12136	3624	8121	0.00805	0.543828	0	0.885937	-3	right	OV3_Cisp0
chr3	106104112	106111116	1e1d35de-a8ce-4366-ac5d-7802d9538451	106104097	106117798	fwd	7004	1450	4662	0.064516	0.864055	0.014058	0.905342	-1	right	OV3_Cisp0
chr3	106315550	106323422	7ba58c15-18e5-4551-abc0-6cf930706061	106311867	106323428	fwd	7872	2265	2830	0	0.40796	0.001563	0.870313	-3	right	OV3_Cisp0
chr3	106907717	106914220	53137ac3-8d62-49a4-a2b1-5b0eb1bdbb1b	106903245	106914227	fwd	6503	1609	4575	0.031847	0.519108	0.015742	0.835832	-3	right	OV3_Cisp0
chr3	108764063	108772909	f2749849-e864-43eb-945a-013ca9a2f582	108757064	108772932	rev	8846	3534	4118	0	0.732394	0.058981	0.623771	-3	right	OV3_Cisp0
chr3	111295241	111314681	5c420a2a-b767-4b12-adf2-1120948b4402	111295237	111330039	fwd	19440	4045	15122	0.004162	0.715815	0.027752	0.720849	0.068209	right	OV3_Cisp0
chr3	112263153	112269049	da5d1657-e9ec-4c25-80dc-55aa563d06e8	112252486	112269054	fwd	5896	4464	1101	0.006627	0.52651	0.002457	0.808354	-3	right	OV3_Cisp0
chr3	113571279	113587525	71ae6211-5950-4130-85b8-b8b052d57de3	113561204	113587530	fwd	16246	7521	4469	0.002532	0.578228	0.035659	0.800775	-3	right	OV3_Cisp0
chr3	115423865	115438713	a0370fe1-1a79-4a54-b3fb-aa1b97ee0672	115423859	115442217	rev	14848	1257	12035	0	0.914286	0.003732	0.921332	-3	right	OV3_Cisp0
chr3	115747401	115762957	c56ab660-500a-421a-a7f2-ed44e090d15d	115747397	115763893	fwd	15556	1087	12282	0.125954	0.698473	0.004309	0.851508	-3	right	OV3_Cisp0
chr3	117303832	117318643	b40738b3-5fa9-4bbe-9e54-16aff0c0de6a	117303828	117318649	fwd	14811	3600	8610	0.016393	0.70233	0.005339	0.866895	-3	right	OV3_Cisp0
chr3	117610865	117644629	f24a2afd-0879-46f9-b035-61300cca27d0	117610554	117645122	fwd	33764	7868	21226	0.009239	0.4989	0.001466	0.899105	-3	right	OV3_Cisp0
chr3	120149498	120160839	ff0254c9-cb7f-4001-8bc1-081eca5265b2	120143798	120160844	fwd	11341	4921	4639	0.002035	0.580733	0.022901	0.825276	-3	right	OV3_Cisp0
chr3	120818134	120830146	0446e0ad-9659-4b73-8bda-e1276b1896b9	120816544	120830151	fwd	12012	4322	5772	0.008682	0.696133	0.002311	0.882149	-3	right	OV3_Cisp0
chr3	122593442	122608164	f3e03a4e-814f-4997-94e4-0747115a1370	122593426	122621045	rev	14722	4645	7263	0.011078	0.768095	0.009684	0.900102	0.090287	right	OV3_Cisp0
chr3	124358041	124371890	f7a057c2-57c4-4291-9ec1-a205ff195d5b	124356083	124371895	fwd	13849	2596	9102	0.022284	0.544568	0.017256	0.764452	-3	right	OV3_Cisp0
chr3	125997685	126017134	7d7af287-83a9-4c3c-9a78-19c25dfcfe3d	125995531	126020260	fwd	19449	2014	15414	0	0.475325	0.019994	0.804627	-3	right	OV3_Cisp0
chr3	126099201	126115390	f2145d96-1796-467c-90d6-ad81e121ebe9	126091354	126115398	rev	16189	5330	8397	0.007519	0.284043	0.030752	0.734055	-3	right	OV3_Cisp0
chr3	126153053	126163873	7046acc3-ef12-4253-a746-de20c97735d9	126143712	126166889	rev	10820	4145	5219	0	0.55543	0.014061	0.685691	-3	right	OV3_Cisp0
chr3	126349789	126364046	f779c0a0-364a-4e7b-9089-ecdf79ce44a8	126348931	126374957	fwd	14257	4927	5651	0	0.427686	0.070451	0.481532	0.561191	right	OV3_Cisp0
chr3	126596624	126610547	1b598cee-9a25-4156-bda5-ccaa107627f9	126596620	126611591	fwd	13923	1823	10601	0.058282	0.615031	0.005191	0.896171	-3	right	OV3_Cisp0
chr3	132244732	132262692	6347638b-f220-4d9f-8981-82e87c0f64ba	132204708	132262700	fwd	17960	1082	15041	0	0.595331	0.010309	0.712346	-3	right	OV3_Cisp0
chr3	139107995	139115333	0080fe54-5158-4537-afce-10ee32397e10	139102457	139116451	rev	7338	2554	2727	0	0.553153	0	0.832604	-3	right	OV3_Cisp0
chr3	140636343	140647220	b1153ade-51e3-428b-accc-3b5de0f92004	140634559	140650364	rev	10877	3907	4338	0.014242	0.643947	0.011983	0.863834	-3	right	OV3_Cisp0
chr3	140938048	140952241	b0dfaaa3-a65f-4da8-b98f-c0135b8f0f73	140938042	140953244	fwd	14193	4280	7940	0	0.673156	0	0.904192	-3	right	OV3_Cisp0
chr3	142948635	142957548	ba2197b5-1f2f-48e5-8623-dc2bc0b6342b	142917766	142957552	rev	8913	4774	1574	0.001531	0.611792	0.030928	0.668041	-3	right	OV3_Cisp0
chr3	143849972	143862812	cd7c696f-ebce-45e5-a0d3-52aa57582d8c	143841084	143862819	rev	12840	3411	6691	0	0.380589	0.026478	0.578202	-3	right	OV3_Cisp0
chr3	147917420	147926154	b8959936-267f-41c5-bd30-c666c6883ac6	147916527	147932204	fwd	8734	4868	2021	0.019424	0.533094	0.094249	0.685304	-1	right	OV3_Cisp0
chr3	149452352	149468217	f348dd48-e689-4f86-80fc-4e810a3955e0	149440195	149468758	rev	15865	3911	9109	0.006829	0.651707	0.015491	0.794537	-3	right	OV3_Cisp0
chr3	152761622	152778218	2aa740d2-6baf-4a98-9a77-5454fca17e7b	152742453	152779930	rev	16596	5451	6412	0.004126	0.793192	0.032201	0.701405	-3	right	OV3_Cisp0
chr3	157274264	157279362	8c53acda-dd4f-4fb0-9a17-48a8d0028315	157267246	157279882	rev	5098	3681	1019	0	0.495686	0.006494	0.685065	-3	right	OV3_Cisp0
chr3	160528483	160544311	7f0aaeb8-9374-4957-91f5-5a0a33cd9b18	160525733	160562951	rev	15828	4268	10251	0.008302	0.527547	0.006722	0.895203	0.085932	right	OV3_Cisp0
chr3	161089995	161103924	054a773d-6157-4b25-a5c1-f144c26432f4	161089989	161106857	rev	13929	4729	8941	0.005732	0.859873	0.011783	0.928123	-3	right	OV3_Cisp0
chr3	161278876	161289307	2919354e-c8d9-454d-8672-7a41b17e0a17	161278466	161289314	rev	10431	2585	7561	0.032158	0.634855	0.0163	0.799919	-3	right	OV3_Cisp0
chr3	163143277	163152979	ba8a46a8-4487-4fd3-8e70-6c721c4ac0b2	163127936	163156374	fwd	9702	4853	1207	0.001615	0.617869	0.07635	0.521415	-3	right	OV3_Cisp0
chr3	163504498	163513985	49726732-0814-4dcf-b66f-f15302b95846	163483959	163513990	rev	9487	2845	3360	0	0.589718	0	0.693038	-3	right	OV3_Cisp0
chr3	166320844	166343454	40bbd6b7-16f2-4da6-adca-2b7396e78350	166320146	166395420	rev	22610	4557	13266	0.006452	0.573477	0	0.8514	0.101819	right	OV3_Cisp0
chr3	166380765	166386502	40bbd6b7-16f2-4da6-adca-2b7396e78350	166320146	166395420	rev	5737	2712	2532	0.040884	0.276243	0.059382	0.554632	0.633879	right	OV3_Cisp0
chr3	172355781	172383855	8ea447b0-8a10-4e48-8e6a-7e3bd536468d	172355769	172383863	rev	28074	4634	19889	0.042959	0.760541	0.003722	0.907704	-3	right	OV3_Cisp0
chr3	172605303	172613189	d34cb3c7-8282-4697-bc17-0ce0b0d3a0c5	172592641	172613194	fwd	7886	3513	1747	0.030675	0.368098	0	0.624424	-3	right	OV3_Cisp0
chr3	172690812	172698843	bd95de87-def6-495c-aae4-4d1723dc4ebd	172679291	172698970	fwd	8031	4926	1352	0.009852	0.412386	0.038462	0.576923	-3	right	OV3_Cisp0
chr3	173271492	173281609	35bf3e57-311b-449b-9500-140c96add55e	173266691	173281620	rev	10117	2168	6751	0	0.668561	0.002433	0.846107	-3	right	OV3_Cisp0
chr3	174354895	174366479	2ce14d2a-167f-43c4-807f-b3e4944dcbe6	174344865	174366484	rev	11584	2357	6618	0	0.808298	0.04113	0.772547	-3	right	OV3_Cisp0
chr3	174904312	174919121	0638e53c-61e2-47ab-aca5-ce4405431c00	174894506	174919460	rev	14809	2025	10510	0	0.840065	0.034074	0.723152	-3	right	OV3_Cisp0
chr3	177996074	178002163	6c67e3a5-5ca0-4d41-887a-9e1f416f5967	177996068	178006009	rev	6089	4892	527	0.018242	0.39801	0.070175	0.587719	-1	right	OV3_Cisp0
chr3	178976150	178988410	fb1a5942-0a81-4908-9cc1-f6797faffaa4	178974954	178989930	fwd	12260	4601	6362	0.011214	0.872032	0.025862	0.936303	-3	right	OV3_Cisp0
chr3	180349670	180377409	6eaaa71c-f48a-4665-a2ca-56baaf174b30	180341382	180379192	rev	27739	8053	16722	0.001225	0.582516	0.007291	0.809497	-3	right	OV3_Cisp0
chr3	185562495	185583776	7b50bdb7-2a6a-4fa5-b451-1ea52e779a64	185551594	185590730	fwd	21281	3276	13732	0.056133	0.497921	0.026375	0.714124	-3	right	OV3_Cisp0
chr3	187003999	187010747	d85910de-fd8a-4f60-a349-976f73360c00	186981916	187010756	fwd	6748	4019	1985	0.017807	0.516401	0.04908	0.564417	-3	right	OV3_Cisp0
chr3	190672402	190686249	7fea5d3b-fefb-4cfe-a42d-50604dd85876	190668712	190686313	rev	13847	6943	3446	0.006961	0.536427	0	0.881994	-3	right	OV3_Cisp0
chr3	190848514	190860656	c7e3a4b4-645e-419e-8e59-d263bb186e4b	190845012	190860746	fwd	12142	2670	7919	0.003851	0.810013	0.001595	0.849681	-3	right	OV3_Cisp0
chr3	194875957	194890776	ccd8af93-075b-4954-a264-3c2a3e986a9b	194875952	194898193	rev	14819	1692	12652	0	0.365854	0.023109	0.77461	-3	right	OV3_Cisp0
chr3	195844877	195852028	cf69607c-d04e-4204-8e97-739ec8474027	195835596	195852033	rev	7151	3726	1587	0.004969	0.823602	0.171053	0.681579	-3	right	OV3_Cisp0
chr4	4945922	4953508	1d963d59-a12d-4744-9943-0768599570df	4940503	4954832	rev	7586	5714	1454	0	0.333333	0.013055	0.655352	-3	right	OV3_Cisp0
chr4	10921268	10932656	a182768f-8484-458c-a3c9-f54ca604c444	10900751	10934938	rev	11388	1332	8735	0.022113	0.378378	0.030575	0.551977	-3	right	OV3_Cisp0
chr4	12314000	12324598	9bceb44f-723d-400f-9c2e-c03f6206a8f4	12312247	12328707	fwd	10598	5683	3888	0.00232	0.561485	0.003241	0.803079	-3	right	OV3_Cisp0
chr4	12926779	12935603	9a6221f0-52d9-4832-8ca7-b478d39506e3	12926090	12935621	rev	8824	1721	2826	0	0.697196	0.072189	0.668639	-3	right	OV3_Cisp0
chr4	14295966	14308288	ac45027f-f554-4809-8558-7b76d2251633	14288156	14311115	fwd	12322	4411	5464	0	0.770384	0.011796	0.881389	-3	right	OV3_Cisp0
chr4	14660153	14672132	88cc0505-b202-4bce-bd58-f758be05d8b1	14640469	14672138	fwd	11979	4546	4936	0.000555	0.478068	0.023546	0.59626	-3	right	OV3_Cisp0
chr4	18892309	18919174	d478cc99-74ee-49e4-b03e-c8d81ef40c12	18892302	18921316	rev	26865	8421	16100	0.00614	0.562548	0.024132	0.71951	-3	right	OV3_Cisp0
chr4	20338465	20347495	a5a78879-9c6b-42b9-93e1-641ac5e01eee	20332506	20347505	fwd	9030	3023	4940	0.00463	0.513889	0.003856	0.72365	-3	right	OV3_Cisp0
chr4	21019199	21036770	089f8f23-ea48-42d2-a6bb-f9162b9826ae	21008782	21036998	rev	17571	7804	5165	0.011383	0.834317	0.076197	0.658125	-3	right	OV3_Cisp0
chr4	28912581	28920698	e9a0ce85-c347-4ab3-90b2-e84d688d62aa	28912576	28921513	rev	8117	1881	4995	0.041602	0.594761	0.106246	0.673367	-3	right	OV3_Cisp0
chr4	36929744	36936191	f3bfe680-0d3a-4319-98e9-57f9e381d0db	36924310	36936199	fwd	6447	1324	4512	0	0.399497	0.003043	0.539554	-3	right	OV3_Cisp0
chr4	38833711	38845209	71d93b3e-7b27-4102-812a-e1af250d532c	38828214	38846839	fwd	11498	2954	7465	0.030596	0.644122	0.058791	0.704382	-3	right	OV3_Cisp0
chr4	49131220	49145237	61f7b1f1-7e93-4f56-bb3d-3c8c452c31da	49100735	49156637	rev	14017	10265	2004	0	0.137931	0	0.549645	0.619617	right	OV3_Cisp0
chr4	49118978	49121936	d24b7e15-b2d3-494c-b39c-c13f689488f4	49111601	49143536	rev	2958	1169	1789	0.144928	0.442029	0.126214	0.446602	-1	right	OV3_Cisp0
chr4	49126760	49132276	d24b7e15-b2d3-494c-b39c-c13f689488f4	49111601	49143536	rev	5516	542	2539	0.025	0.2125	0	0.541096	-3	right	OV3_Cisp0
chr4	49127187	49130176	d9a89cba-8326-4220-beb7-1428d27be158	49117434	49152864	fwd	2989	505	937	0.065089	0.289941	0.027523	0.737003	-1	right	OV3_Cisp0
chr4	49205056	49217319	5ada2ac9-31e2-4304-a50e-4445bb0a43fc	49205051	49217639	fwd	12263	2176	9098	0.001799	0.733813	0.028102	0.779507	-3	right	OV3_Cisp0
chr4	49636899	49642388	e0f2f26d-8a20-48c1-8043-b16f3a7728b6	49634725	49642393	fwd	5489	3041	2244	0.1	0.8	0.052356	0.667539	-3	right	OV3_Cisp0
chr4	49647942	49651312	9590c999-c4db-4001-8a4b-bdb1caaa02e4	49643912	49658098	fwd	3370	1077	562	0.021053	0.394737	0.063158	0.631579	-1	right	OV3_Cisp0
chr4	57339349	57352368	25509818-7096-430d-8bb8-568d500c23ef	57338515	57372305	fwd	13019	5045	7694	0.000603	0.524729	0.000379	0.892884	0.055912	right	OV3_Cisp0
chr4	62255608	62264956	df55aa91-5684-4698-9576-ddbe382c0fa8	62251198	62264972	fwd	9348	4027	4911	0.023967	0.833884	0	0.884533	-3	right	OV3_Cisp0
chr4	69044291	69052466	6e2e7ffb-2aeb-45cb-85bb-a1efdaff625a	69041104	69052471	rev	8175	4527	1212	0.005121	0.858083	0.056667	0.813333	-3	right	OV3_Cisp0
chr4	69878472	69902307	e5ade9d7-02dc-4fc4-a66d-bcdcfc5d21f9	69865475	69902855	fwd	23835	2115	20302	0.030129	0.835007	0.009798	0.88543	-3	right	OV3_Cisp0
chr4	72192183	72197144	a075526a-2923-4853-a5ae-a2fec59343e4	72189221	72197149	rev	4961	2719	1832	0	0.419126	0.009029	0.711061	-3	right	OV3_Cisp0
chr4	72909357	72922956	f4bb2745-d2c9-4b8b-866f-89a11d27536e	72902567	72922961	rev	13599	4540	7245	0.007728	0.818393	0.017188	0.864583	-3	right	OV3_Cisp0
chr4	78712648	78726207	dab8c191-e2b1-4042-b30f-7f920db0e04f	78712641	78727243	fwd	13559	5378	7942	0.017608	0.404989	0.011601	0.84594	-3	right	OV3_Cisp0
chr4	78786819	78802527	a22bb4ed-7d77-4c75-bd66-c5211fa6a5a3	78775347	78803093	rev	15708	5495	7290	0	0.659348	0.026403	0.811881	-3	right	OV3_Cisp0
chr4	80585992	80592654	a53edadc-1780-4cf2-bb89-00656e73a30e	80573933	80592660	rev	6662	2409	2702	0.007042	0.590141	0.038232	0.628435	-3	right	OV3_Cisp0
chr4	86365836	86375341	dd94b71c-4eca-40c5-9c84-a54f74ded1ec	86362162	86375352	fwd	9505	3450	4707	0	0.391051	0.012597	0.82655	-3	right	OV3_Cisp0
chr4	88957322	88975417	e40a5ee4-380f-444b-8bd2-bf36b4d0cf0d	88957031	88976759	fwd	18095	4367	10892	0.002545	0.831213	0.0116	0.875458	-3	right	OV3_Cisp0
chr4	96542635	96554019	95c270bb-0d50-4520-90ac-918e260685e4	96540229	96554023	rev	11384	3434	7647	0.002103	0.470032	0.00129	0.894624	-3	right	OV3_Cisp0
chr4	96804846	96823507	563943d8-41ac-408b-87a8-a967cbfd35b4	96802651	96824095	rev	18661	2268	12769	0	0.833555	0.017445	0.865316	-3	right	OV3_Cisp0
chr4	97576728	97598401	b23953d3-8bac-427a-8aee-f94e0adfae40	97575418	97617182	rev	21673	4574	16220	0.015723	0.642138	0.00732	0.881384	0.177445	right	OV3_Cisp0
chr4	102324306	102335840	6f03aef2-54fa-4acc-a121-b21aec14a203	102324301	102335847	rev	11534	3448	6338	0.088889	0.765657	0.001755	0.890742	-3	right	OV3_Cisp0
chr4	106541873	106563831	2483b9ea-9535-4487-b905-b97745f9f65f	106541865	106564754	fwd	21958	3919	16451	0.008964	0.855578	0.020561	0.869533	-3	right	OV3_Cisp0
chr4	109669771	109674993	10925959-b4d4-488d-9850-8b8616e4c820	109656780	109687527	rev	5222	1438	3039	0	0.355491	0.015504	0.595792	0.923308	right	OV3_Cisp0
chr4	110140055	110162652	6943e345-dbc8-4d15-bf65-7443f129bcff	110137508	110162656	rev	22597	6895	11936	0.00435	0.915901	0.053209	0.880965	-3	right	OV3_Cisp0
chr4	112478788	112485783	06de921e-09af-48be-8daf-d6eadc5a255a	112476406	112485801	fwd	6995	2638	1723	0.045989	0.544385	0.013825	0.762673	-3	right	OV3_Cisp0
chr4	114393173	114403844	d1f63565-fe5a-4d82-9646-259b772549d0	114388075	114405235	rev	10671	2222	5995	0.003026	0.928896	0.033523	0.893182	-3	right	OV3_Cisp0
chr4	121899711	121912256	5e4bb776-aff9-49db-b2ed-5467bc992141	121889963	121912261	fwd	12545	3351	7930	0.010091	0.798184	0.004556	0.904784	-3	right	OV3_Cisp0
chr4	123414524	123428040	587ab17e-ac0d-49cd-81c6-3dd806433e86	123406959	123428044	rev	13516	6942	5759	0.002083	0.526563	0.026387	0.772666	-3	right	OV3_Cisp0
chr4	140034550	140040320	f1c7f227-6602-4656-8061-f293c85257e6	140034546	140040332	fwd	5770	2060	2359	0	0.441006	0.025878	0.715342	-3	right	OV3_Cisp0
chr4	140214080	140228901	207a6d2a-5865-4205-973a-a95bb8c62fcd	140214072	140228917	fwd	14821	4097	7087	0.007993	0.880107	0.008221	0.925048	-3	right	OV3_Cisp0
chr4	141098004	141106857	77a2d4e5-0630-4705-9257-822b5d664560	141068693	141106864	fwd	8853	2937	3034	0	0.566545	0.00907	0.606576	-3	right	OV3_Cisp0
chr4	145392359	145400352	bc75ef09-d540-42b6-babf-770b3dcda150	145384305	145400358	fwd	7993	2285	2211	0.015464	0.335052	0.016847	0.607702	-3	right	OV3_Cisp0
chr4	146460669	146473948	c1bbc869-449e-40fb-a0c4-4f10f67e0039	146457636	146473954	fwd	13279	3536	7089	0	0.420901	0.001435	0.869856	-3	right	OV3_Cisp0
chr4	146473962	146484515	29972594-79a4-4796-8e0c-3c48edadf4a4	146463368	146484520	rev	10553	3855	4170	0.030257	0.593797	0.042712	0.809492	-3	right	OV3_Cisp0
chr4	148047866	148059922	2a381b20-61aa-42d3-b9bf-0f091b5f0b0c	148046792	148059928	rev	12056	5140	6490	0.009283	0.787342	0.082399	0.739618	-3	right	OV3_Cisp0
chr4	154834933	154850007	2c8aad6d-e6dc-4335-a25b-57b1e60f612f	154831798	154850254	rev	15074	3917	9466	0.00354	0.70885	0.019887	0.844548	-3	right	OV3_Cisp0
chr4	156750549	156764047	2265e983-9ab3-4c36-b224-fcee0d6015f7	156750541	156764051	rev	13498	2013	7517	0.043546	0.852255	0.018057	0.903267	-3	right	OV3_Cisp0
chr4	158482905	158507869	4d0d7249-0688-4aac-8bc3-95e8c2bad55b	158471614	158514094	rev	24964	4105	17635	0	0.487342	0.011592	0.817647	0.093166	right	OV3_Cisp0
chr4	159563600	159572015	9ae6ccda-6259-45a9-b769-708d5178304d	159555922	159572671	fwd	8415	1898	3972	0	0.431373	0.00443	0.801266	-3	right	OV3_Cisp0
chr4	159732529	159744156	16b6d400-ab7e-4192-bcc8-b3f931fc8080	159730858	159744170	fwd	11627	5614	3225	0.052027	0.846945	0.094256	0.782769	-3	right	OV3_Cisp0
chr4	160368393	160375961	8a980ab5-ffba-4025-ab62-b224e446d688	160362369	160375973	rev	7568	3141	3401	0.003777	0.730878	0.018943	0.7667	-3	right	OV3_Cisp0
chr4	166187850	166195437	2c859f38-8d43-481f-b5bd-890381bb1eb8	166187833	166198396	fwd	7587	1419	5797	0	0.533163	0.021216	0.756881	-3	right	OV3_Cisp0
chr4	166413775	166419121	e1351efa-5d98-4fae-9352-6004e4fbf490	166396128	166419431	rev	5346	1331	1010	0	0.663185	0.09319	0.523297	-3	right	OV3_Cisp0
chr4	170087167	170095884	22a3caa7-f6d1-4154-9852-b35641bf9749	170070157	170095891	fwd	8717	4264	3491	0	0.393939	0.020021	0.674394	-3	right	OV3_Cisp0
chr4	176659483	176672464	a25c5e56-ae18-40a1-891d-67c939d73627	176646495	176672473	fwd	12981	3041	9594	0.027382	0.683461	0.05583	0.728826	-3	right	OV3_Cisp0
chr4	177282389	177305492	fc77108e-3cb8-4acc-90a8-1ccc5a498096	177282384	177307408	fwd	23103	1471	20473	0.071429	0.666667	0.030394	0.675801	-3	right	OV3_Cisp0
chr4	177890494	177897242	52520da9-4a47-4d65-b177-603026d28e7b	177863179	177898018	rev	6748	3251	2484	0.017347	0.553061	0.011688	0.649351	-3	right	OV3_Cisp0
chr4	178237573	178243811	a535e148-8394-4870-b00c-6f30cb5636c6	178234067	178243815	rev	6238	1886	3999	0.018237	0.735562	0.032468	0.815399	-3	right	OV3_Cisp0
chr4	181840702	181849112	9c46cc78-ebc1-4875-bd64-9ea9b8f50ac9	181835086	181849400	fwd	8410	2123	4650	0.003906	0.390625	0.025187	0.623553	-3	right	OV3_Cisp0
chr4	182035364	182043323	72085a94-ed4f-4c2c-9353-24a059265b41	182029618	182044092	fwd	7959	3709	3949	0.006323	0.609756	0.004836	0.727273	-3	right	OV3_Cisp0
chr4	185124759	185137934	f5287d78-6b40-4073-87af-1d088f58a22b	185123557	185137942	fwd	13175	2788	7930	0	0.824128	0.019393	0.855296	-3	right	OV3_Cisp0
chr4	187229156	187242906	ef1ef889-3062-4258-a3fd-67a5baadd8ee	187227081	187265364	rev	13750	3297	6612	0.001826	0.43105	0	0.896216	0.211176	right	OV3_Cisp0
chr4	187426363	187450445	74372f43-c630-4713-9e51-0d6d7c9c21d8	187421087	187452645	fwd	24082	3691	17152	0.002092	0.793933	0.023941	0.68797	-3	right	OV3_Cisp0
chr4	187498409	187512704	09017d81-af66-4b9d-a2d6-c8ef03c4dd14	187492346	187516230	fwd	14295	4342	8237	0	0.741338	0.008326	0.861963	-3	right	OV3_Cisp0
chr5	2268468	2281010	8332b278-194a-4c76-82f8-fe62195e21cf	2265415	2281026	rev	12542	3734	5830	0.003382	0.365276	0.040702	0.653631	-3	right	OV3_Cisp0
chr5	2798392	2813563	7daec24e-d862-4120-b2dc-b1de51515dc2	2798381	2813843	fwd	15171	1579	12516	0.021142	0.591966	0.05123	0.735948	-3	right	OV3_Cisp0
chr5	12139711	12151386	080f8d57-0fef-4732-bf04-166ce1be15d4	12138908	12151394	rev	11675	2405	7884	0.018705	0.58705	0.006301	0.876688	-3	right	OV3_Cisp0
chr5	14773666	14789877	23f31ed0-e180-4948-a782-db45dd55b33c	14773660	14789884	rev	16211	1299	10118	0	0.729805	0.006791	0.89236	-3	right	OV3_Cisp0
chr5	15521085	15537681	b57b457a-b8dd-4437-b270-1f6d38913744	15521079	15537686	rev	16596	2493	10982	0.087407	0.69037	0.022536	0.862765	-3	right	OV3_Cisp0
chr5	17818676	17826925	11e921e8-8450-4438-9b4f-57f2c8b059d1	17818666	17826929	rev	8249	1783	3794	0	0.614458	0.026444	0.821851	-3	right	OV3_Cisp0
chr5	20955560	20974958	67773047-8b0a-4e4c-b983-d83430231ba8	20945673	20977035	rev	19398	2756	14957	0.018519	0.579365	0.01448	0.751615	-3	right	OV3_Cisp0
chr5	21370887	21382883	21f2f262-e2d3-4e02-89be-f596decaa4ff	21370881	21382920	rev	11996	2093	9595	0.0224	0.7088	0.010389	0.918901	-3	right	OV3_Cisp0
chr5	22490535	22501022	1d4869aa-b8fe-412a-aa05-27ee628d61c1	22464002	22515028	fwd	10487	7371	1329	0.014325	0.654344	0.081019	0.638889	-1	right	OV3_Cisp0
chr5	27655387	27673012	a8dc16df-dc1b-4bb7-82ef-fde682f311f4	27643938	27674310	fwd	17625	3796	12520	0.048265	0.542232	0.019217	0.757867	-3	right	OV3_Cisp0
chr5	32409260	32420372	d79417d7-8791-4f5d-8812-4d8c927cb9ea	32409252	32420984	fwd	11112	5009	4712	0.020785	0.454965	0.00712	0.904272	-3	right	OV3_Cisp0
chr5	34746759	34760879	3b45b5af-278d-4edb-b317-91ae148cf5c5	34728625	34763065	fwd	14120	4927	4481	0.007488	0.37917	0.004062	0.773355	-3	right	OV3_Cisp0
chr5	37053467	37073748	67c5371f-1b63-4b9f-9a90-4d574c2974ca	37046744	37076578	rev	20281	8289	9924	0.007084	0.875246	0.005042	0.877983	-3	right	OV3_Cisp0
chr5	37156660	37168882	a482c8e7-3c4a-4877-8ad8-11adae0deb34	37156655	37168888	fwd	12222	3376	8440	0.084592	0.705942	0.06453	0.7752	-3	right	OV3_Cisp0
chr5	37435409	37451348	c940f454-56d0-41b9-b608-c4e22ed64fd4	37435261	37459043	fwd	15939	5008	8387	0.010012	0.539458	0.004082	0.844898	0.165705	right	OV3_Cisp0
chr5	38765686	38772319	495c9f09-ea98-4a77-873c-69eb4b1d4d45	38761544	38772340	fwd	6633	2111	4143	0	0.540816	0.01779	0.770599	-3	right	OV3_Cisp0
chr5	39350430	39358639	d3005f96-4e62-4017-8218-269e09d0b1f4	39346928	39358950	fwd	8209	4710	2549	0.049498	0.468436	0.055637	0.562225	-3	right	OV3_Cisp0
