chromosome	BrdU_start	BrdU_end	readID	read_start	read_end	strand
chr11	11002887	11007639	05d7403f-b8e6-49b3-aeda-560e58c64569	10980893	11007963	rev
chr11	11387457	11392478	d4b0a202-3382-498c-b977-9126e3c0a389	11370660	11392483	fwd
chr11	13529566	13541971	9663e478-a0a7-4612-9580-6be730a61be6	13511753	13542617	fwd
chr11	15092034	15099744	a1e55f4b-1195-41c7-8cdd-fc93b22202b8	15092016	15105024	rev
chr11	15407250	15415676	627c6652-a66b-470f-884c-580ddec807ab	15393639	15415684	fwd
chr11	16378736	16389746	295dd688-a7e3-4937-98f0-0f7bfcb5dd61	16374922	16400130	fwd
chr11	17086209	17095731	214b9a42-b7b4-4549-a424-ae0629d21077	17072909	17095740	fwd
chr11	17358246	17365842	672c3482-aac2-493e-b661-2d0f80a0a47e	17358242	17373332	fwd
chr11	17500946	17503932	b0d7d215-2fcd-456f-bbcf-02873882ab42	17485602	17504377	rev
chr11	19179230	19186019	d660b228-b8fe-46ec-9714-4ad5a3d7ef16	19179224	19193561	fwd
chr11	19672473	19685944	026f7d1f-1a95-4994-b7a6-d179eeec8dd9	19653547	19711440	rev
chr11	21774284	21791524	440f9ffb-eda5-4a09-8516-bdd4a6622a34	21745198	21791537	rev
chr11	23784588	23789283	6c125288-c2bc-4498-b0f0-4fd164918c31	23752936	23789288	rev
chr11	26183760	26185466	9b68636d-360e-411a-b383-efda3d7026d2	26183732	26198437	rev
chr11	26995316	26997690	84284666-3c2b-4e0e-911f-db9b0357e947	26995310	27016174	rev
chr11	27485702	27487884	01353b43-b96d-4cf9-9d0c-32e7d54dc70d	27478751	27489272	fwd
chr11	28744724	28748061	461243e1-d20b-4d2b-bd65-ac78feb52721	28739384	28750935	fwd
chr11	28887279	28894740	d3fbb60b-54b2-4e83-a645-55623a101297	28877604	28894749	rev
chr11	30217127	30223057	7cdbed96-e98f-435d-a682-13b5726c964d	30217123	30231137	fwd
chr11	30950761	30954780	71407e25-0d55-4304-aa2d-52492ad9713e	30938241	30954787	fwd
chr11	31104591	31114640	646713bd-a5ed-4066-9d05-f8052f2ef8be	31095168	31114646	fwd
chr11	31976624	31982327	6ad380f0-3658-44e6-82cc-a5e4cfb61e19	31971482	31989183	fwd
chr11	32720035	32723546	b52f503b-dfc6-445b-9ec6-11d38115d932	32689106	32723553	fwd
chr11	34584084	34595722	665b3142-5ca0-420b-8f4b-5bbc4cdd5dae	34583152	34646298	rev
chr11	35591106	35594757	5cb7d400-6097-402d-ae4c-cc44d971996e	35591100	35605960	fwd
chr11	36344557	36347716	32d2bea4-2371-49bd-8039-bee1202fe663	36321583	36347722	rev
chr11	38816245	38821597	f7ec5c33-cf6e-476e-9de7-653992265d48	38806739	38821604	rev
chr11	39553357	39572463	e3f910fb-80f5-49b3-a561-8877a1475e76	39540972	39578962	rev
chr11	40740885	40760799	ede43cd2-4bda-4162-9f9e-ab4802249baf	40735446	40761785	fwd
chr11	41308922	41323261	0d7b6028-22c3-4486-b308-38a6873a9559	41307935	41329752	rev
chr11	43707885	43717370	f23d0457-b843-48c1-afb1-77e01229d42e	43698759	43717904	rev
chr11	45190660	45200312	456f53e1-7479-4423-9f9f-f4f81a7a42bc	45189746	45204516	fwd
chr11	46866701	46880791	ff8e06f6-a91d-42e3-9208-0001b083771c	46862955	46885748	fwd
chr11	47160853	47170390	93262726-bed5-4b52-8412-2e9ddea70775	47160063	47171926	rev
chr11	48059868	48074894	5f2ed435-a96d-47ce-864e-75cae98f6c7d	48054357	48079647	rev
chr11	48118710	48127367	5a103d05-5e80-4b46-8b48-871cd47c14b6	48112891	48133437	fwd
chr11	49588198	49607412	6d4a8811-8d52-4b7e-aca9-8621b32acd6d	49572299	49607968	fwd
chr11	56599625	56607554	4589eba7-80dc-4012-8238-ea86ef31c59d	56599060	56621121	fwd
chr11	58266250	58275561	7d81483a-af25-4cdf-a1c9-58ddfaddac29	58248951	58275567	fwd
chr11	59251675	59258635	7a6e2d79-4929-47b4-94a6-89545182cf2e	59251428	59263450	fwd
chr11	63204181	63215133	a31d1e73-37df-46f7-b52e-ea5fa4058788	63177764	63226084	fwd
chr11	64159316	64161730	aede9f9a-a882-4cab-8f0d-9c3315e1a61e	64139758	64166091	fwd
chr11	66594417	66598025	a31be8af-6d51-4156-a210-911e7558ac95	66578264	66598528	rev
chr11	67226965	67238187	db8ca4fc-4b32-4c08-b2fd-8dcd6bf188e2	67222955	67240453	rev
chr11	67926735	67929710	1f123562-708a-4621-b0a3-2a9a8d2fc9f6	67918974	67931132	fwd
chr11	68521609	68528258	e0b36ce4-57fc-4a23-8085-d3ecc792a615	68521536	68551832	fwd
chr11	68877227	68879940	e679de94-c015-4371-a1d5-bc2ec6daf3c1	68877221	68892714	fwd
chr11	69601331	69609887	be1ed905-1d38-44e8-8c10-beb509dc3e05	69601324	69612860	fwd
chr11	70627302	70628351	88fabfce-00ae-47b4-a8a7-48cf1846e23e	70617798	70629215	rev
chr11	71211930	71214776	5c189aa1-23af-4c80-892f-5a04de745422	71211917	71226613	fwd
chr11	72412327	72418825	2e57c8dd-ffa7-405c-ab3c-15481bb49882	72405008	72435707	rev
chr11	73248765	73266617	4de527ba-1914-4d98-a97f-37def2a36ba8	73240320	73266626	fwd
chr11	73310153	73315132	5d27c256-6ddd-42bf-bd68-6dcf139ca38f	73299669	73315143	rev
chr11	73420812	73422920	82adfb59-8370-468f-9151-5e101348525a	73405060	73422928	rev
chr11	73654899	73667951	bf9de89b-a88a-4b60-9996-26d6cc607cc0	73640828	73667958	rev
chr11	73679821	73684795	3e157cf8-1841-4a62-8790-6bd67eb2749d	73678203	73692206	fwd
chr11	74019748	74021328	5fbf42d8-3cc9-448b-968c-e239bd133027	74010384	74021337	fwd
chr11	75423047	75430090	728b0307-3d00-4fde-aa4f-09f50b6886ad	75395624	75430899	fwd
chr11	75979586	75981878	98ff3242-7353-4d61-b2a1-952c22f75ca9	75973565	75982888	fwd
chr11	76043399	76057057	38b0da15-7d99-4d78-8662-f64a2650fcea	76038285	76057066	fwd
chr11	76337174	76338420	4004e3e7-5f4b-441b-a77f-16409f55edc1	76326871	76340688	fwd
chr11	76400398	76403302	90915c08-897d-47ee-8d98-556fac38dfd5	76400391	76407486	fwd
chr11	76449028	76453136	bcdf32c8-c83d-460f-862e-f5b1f478e6fe	76437401	76453142	fwd
chr11	76611519	76615102	acd7febb-2a50-4d20-8c43-599d3830556c	76606080	76656029	rev
chr11	76651621	76655107	acd7febb-2a50-4d20-8c43-599d3830556c	76606080	76656029	rev
chr11	76639110	76643995	c1f4246f-c315-4f26-a3b8-f4a59ef4aecb	76622771	76652169	rev
chr11	76728247	76733674	86b17451-8ca1-43c5-99b9-c6332a6adebc	76723966	76733680	fwd
chr11	76752861	76763118	629febe4-7bf6-4c8f-bb4e-64bc4326c017	76728172	76763356	fwd
chr11	76766863	76770575	8dc3d4ad-3902-403e-b91d-391e510f2391	76758390	76770581	fwd
chr11	76936270	76941949	8593f938-b131-4d0e-a1fd-34cc16e578cc	76890091	76946747	fwd
chr11	77311090	77312740	f5d84eb8-18a8-437f-afdd-3df68dc64ea0	77266402	77313910	rev
chr11	77368014	77375920	e85a6dcb-b6da-495e-810a-b73196d4ab6e	77356699	77376444	fwd
chr11	77397436	77401100	6d9ee358-cabc-4782-904b-e65f190eebcc	77397429	77419209	rev
chr11	77807366	77818493	031db404-6eb9-4264-9de8-bccf9756dfb8	77799635	77832144	fwd
chr11	77809875	77819049	82dc3119-0b1c-46d3-b3b5-fb9b87256033	77809839	77823974	fwd
chr11	77811810	77821859	08de6824-cd35-4515-9d7f-0676d05779a7	77811805	77824281	fwd
chr11	78140180	78141820	98dba59b-8f50-4c8a-a56b-6943abfcfece	78122665	78141834	fwd
chr11	81416256	81427990	b61d3930-e591-4944-b12d-fad3702c875d	81385878	81433860	fwd
chr11	83304764	83309504	8a2ef248-788a-4162-9a5e-ca1c720dd366	83301799	83309514	fwd
chr11	89140620	89147117	e79b9ace-e458-46ad-b544-b0ad9433bfed	89140613	89157739	rev
chr11	89418864	89425471	0dc672e3-baea-4a77-a5b3-316ea65442c7	89411821	89425478	fwd
chr11	92851930	92868789	ae0cbaa7-1e67-4f0e-b01e-74516e726339	92851925	92885077	rev
chr11	93071786	93077105	8aff4f02-dfed-400f-b5ec-fa0df476b258	93065439	93082732	rev
chr11	97082395	97086591	864c538b-c2e2-4d6a-a697-efd1650cd02d	97077110	97086595	rev
chr11	101902617	101906184	7a2e04e5-3bdc-4be0-aaf2-10f5cef5c963	101902610	101913578	fwd
chr11	102757258	102763556	1d3ba937-b142-42f0-9647-a20a6653125f	102756625	102768521	fwd
chr11	103085803	103091489	14b08f2f-3176-4e0b-ac0e-849c8147cd7c	103073574	103094397	fwd
chr11	103113667	103131083	46717607-bf60-47d6-802f-c6518ca65568	103106443	103131097	rev
chr11	107967112	107975473	d2c3e62b-3e96-418c-989e-e415ba01b290	107963817	107975478	rev
chr11	110664562	110669088	7d72f1aa-7061-43d4-b2ea-baa14d504c6c	110616056	110669093	rev
chr11	113133204	113135165	e9b1e328-4dc4-4bc3-b5f4-371ec11aefae	113102243	113135179	fwd
chr11	115607882	115609004	f86f09d1-67d5-4175-9771-cbb5ac1aff9a	115590434	115611992	fwd
chr11	115616525	115624656	f7bbc335-d394-4b0e-8d71-e3ac27abd7e5	115611252	115626937	rev
chr11	116275108	116277724	f2e0bc82-d273-44db-8552-d49b3ce5c8d7	116270558	116277728	rev
chr11	116597863	116602493	d0d15d90-44dc-4662-a484-70fda7139d8b	116584346	116611800	rev
chr11	120434242	120437926	b8d9b4e8-373a-466e-9c4c-02472f31afba	120423111	120437932	fwd
chr11	120504166	120508057	c9f5446f-39c8-4cd7-90e4-30512fc7ee21	120452664	120508061	rev
chr11	124052748	124064005	f6996718-df63-480f-89f1-1f7eefbcd38e	124043952	124073868	fwd
chr11	126009720	126017173	4e7b6824-f9a6-4df8-b726-4f52b5fd03ef	126009715	126020415	fwd
chr11	127051585	127061934	eacafbca-6f65-46c7-bbcd-aa45d88f35e8	127051581	127099893	fwd
chr11	128615372	128627726	dd33df3d-6333-494d-a06b-1602ab442bff	128615366	128652480	rev
chr11	131174058	131177597	0cfa8d1e-96ec-4ff6-a3ec-d43f03269fb0	131165630	131177603	rev
chr11	131466654	131468000	92877d99-14ed-4316-86e2-5c4a08c6b768	131435847	131468891	fwd
chr11	133586606	133597956	65597321-4123-46b1-a9f3-3cfe4fa8dc14	133586600	133641055	fwd
chr11	134581491	134583650	361b83a6-d7ee-4deb-a9cf-6367789fc7d1	134581482	134587704	rev
chr12	733751	737610	fded140b-d0b8-4f81-acac-c8d37af262df	716097	739025	fwd
chr12	2174171	2177452	d8c25a67-cca1-4ac0-86b3-464aa0186bb5	2170124	2177507	rev
chr12	3046312	3050813	0d7c1cc7-4386-4c8a-b2da-55ac882944a9	3017273	3051502	fwd
chr12	3765117	3766135	00ef8a05-caf7-47cd-ad05-aa6965d8b74a	3757389	3766143	rev
chr12	5332707	5338790	21c157c0-824e-4b55-9e71-6ecd210a839c	5332052	5344110	fwd
chr12	5526505	5528262	e39d1559-a287-45d7-8cda-ed8c6e69341e	5487547	5540262	fwd
chr12	8138888	8145613	daa33214-2c62-4c30-b759-7612ca60dd36	8125457	8145619	fwd
chr12	8909555	8915901	b7628a6a-bddb-4b48-a5d1-4fada64f6fa9	8909546	8933152	fwd
chr12	9671480	9676023	ab00db32-06f1-42b3-a8f0-92a7ce6e9bd8	9670737	9688743	rev
chr12	12762014	12766665	66d02fd4-99ac-4467-8ad5-645e0a2ce459	12738048	12766677	fwd
chr12	14790493	14804920	2fa4e82f-37ee-4563-9449-3b82597e608d	14779989	14847287	rev
chr12	18944875	18948343	d39292ce-6ba7-43e4-801f-cf44c7d35a8f	18944869	18955229	rev
chr12	23178815	23180134	e6a6e243-d3ee-4b61-a676-a7e7d069d29c	23171199	23180139	fwd
chr12	25585476	25589316	4a4e442c-ebcb-433b-a3da-a880ebf2235c	25579508	25589321	rev
chr12	25572124	25582062	ced36e8b-04d3-4ac1-8c1a-53c17e4e907a	25568918	25609509	rev
chr12	26718656	26722001	0b71a0a8-a7eb-471f-8998-fe655bf35e9f	26718648	26737967	fwd
chr12	26752075	26761078	8ebd9dd5-d04c-4ccf-9cf7-b7d36ab9ef6a	26752036	26762855	fwd
chr12	27638039	27647475	1200c119-ef4c-47ca-93dc-ec4015e017d5	27636493	27655491	fwd
chr12	28001549	28016134	79952208-ac87-4e6d-9bd4-41ae3ac809d6	27993928	28017915	fwd
chr12	28126839	28139325	48420ad0-deec-4ac2-a333-592b09201c44	28117232	28151571	rev
chr12	28299299	28307498	30da1b4a-64a1-44d0-9ecc-a4ec0b7a7f89	28291915	28307502	rev
chr12	28528578	28538441	532d42c2-0c3d-4646-8aa8-0fe6352e16d6	28528332	28554456	fwd
chr12	28545113	28551175	cd85ec0c-be8c-4449-b0f2-32ee706ca982	28545108	28568329	fwd
chr12	28896850	28898590	418b308b-c0a8-4381-8631-9ba921e022cf	28892217	28898597	fwd
chr12	30680305	30687561	3fa02f52-448c-4738-a036-14e123912776	30674081	30692336	rev
chr12	30906404	30911898	eb37b899-ee1d-4df1-9999-736aba013991	30898462	30914788	fwd
chr12	32559022	32568358	539cf19a-e352-4233-9584-23c21297beba	32557158	32583880	fwd
chr12	33765561	33771479	e25599b0-d77a-420f-bc26-3bcb476a1163	33757628	33771488	rev
chr12	34060234	34065075	afbde16c-535c-431a-ae35-2e562a4713b8	34059883	34076222	rev
chr12	37540184	37542802	b6b21d4c-4bc5-4c3b-afc2-0ccafee05fe5	37532766	37542808	fwd
chr12	39902252	39907363	4474f94b-652b-494f-86ff-c3f649384ef0	39891702	39911424	rev
chr12	41074936	41076019	14752c3d-e629-4a63-92d3-0c4c5915a46c	41074400	41088375	rev
chr12	43072682	43077537	04d2cfa9-e430-47ff-8928-d6a2e801cde7	43072677	43102463	rev
chr12	45148834	45151828	e496d88b-84ff-4a7d-aa9f-868fa51ef124	45143959	45151833	fwd
chr12	48045341	48046616	dd4825f7-bdcf-454c-b91b-df6de0078d17	48016310	48046623	rev
chr12	50660682	50667010	a57b7203-c3ec-4373-9e20-cb55e796851a	50633400	50670162	rev
chr12	53689090	53712055	c4b0f0ae-cbf9-47ce-b89d-bf79b1ac1a4f	53671659	53725364	fwd
chr12	53905686	53908079	5868d7b4-418c-4f90-8c72-4ec295be079d	53905678	53917128	fwd
chr12	53970306	53983535	e49f5538-7c00-4e2e-a849-c930376c8b4a	53949460	53994932	rev
chr12	54063321	54074127	7fee2a50-ecd4-41ed-bf11-0ce9a69c1a8c	54046273	54090837	fwd
chr12	55688032	55694418	99a20016-52a5-41b1-b0e0-06bc7910e882	55688025	55701739	rev
chr12	55699136	55704586	41a61904-d2b8-4213-81d2-0e02b3723b63	55699125	55707536	rev
chr12	56784242	56791678	bb963319-b96d-4620-8bf5-61f44f35d80a	56778449	56791682	rev
chr12	57582077	57587086	937d3553-4013-4e9b-8590-4e85b535e408	57579727	57587091	fwd
chr12	58563226	58572801	be19e960-33ef-4231-ad8f-d7c5368dcc8c	58563216	58576608	rev
chr12	63658817	63670807	81c3666c-7005-45a0-8519-a9e03a217fc1	63658174	63676238	rev
chr12	71412749	71418566	8ca5dc3f-0694-491b-bbad-e6d39f191d8a	71410634	71428271	fwd
chr12	73220749	73225538	692421ef-766f-4895-aca5-5d2c5dccf3a3	73220742	73230195	fwd
chr12	74341645	74343083	be14cbc0-4cc4-485b-81e7-d00560cb3bcd	74325920	74343089	fwd
chr12	75438764	75440357	cfb7db25-ae87-46c4-ae9e-c65df37e0e42	75437891	75471780	fwd
chr12	76665947	76676614	0c817023-d6b6-4f65-9422-b177d6e86263	76647728	76697988	rev
chr12	77594751	77596023	e528865a-ac14-4be7-b203-5bfc004758e4	77593204	77612883	rev
chr12	80021215	80033319	f6e5d1d0-62a1-4f84-95b1-78673790264f	80011578	80033323	rev
chr12	80378136	80389293	acb39a30-8d90-4d1d-b1bf-05fd25b874b7	80374412	80389389	fwd
chr12	82464761	82465843	e1334584-c349-48db-b2e4-15a08c7f3568	82462184	82475855	fwd
chr12	83593732	83596860	b4cc66c6-19c6-420a-b48d-aafe6cde6718	83586993	83596865	fwd
chr12	93150192	93156728	279764b4-f136-4771-9661-ad9bb729cab6	93150187	93160348	rev
chr12	94106595	94117467	41f6087a-1acb-467b-aa5c-2cc0019f3b53	94105885	94126339	fwd
chr12	94457338	94466453	d605014c-6f65-4d86-987d-e01a7987a5e7	94451462	94479781	fwd
chr12	101521892	101530400	956335ba-f809-4249-9f8e-f0fe5f190b4e	101521759	101535342	rev
chr12	101907417	101920942	2155d9aa-1220-4311-9f4d-dada1cf08d4c	101901264	101920948	fwd
chr12	106276909	106281568	84635978-d3f4-4f7d-9d31-63db977c1ccf	106263660	106297209	fwd
chr12	107562202	107566997	4aabdb70-05db-4eb9-b34c-11eeb9dd4faf	107562163	107571011	fwd
chr12	109075648	109080902	a72d876c-0ca3-417a-b84a-e9c422db91bd	109068726	109080909	rev
chr12	112254214	112255324	3bf691fa-8231-44b5-906d-81bd8ca9dc51	112253059	112285169	fwd
chr12	114725411	114727400	9087a078-bee5-495d-8256-9dd452751dca	114704135	114738839	rev
chr12	116338949	116351729	9f74ebca-780c-4b53-9e48-cd292fae8877	116338934	116364495	rev
chr12	116611662	116615489	fa173c12-1ab7-460d-a11b-64d204082dcf	116611064	116619972	rev
chr12	117667623	117673911	cd817558-6de3-4630-9206-d1842066594b	117661444	117684144	rev
chr12	117954631	117968269	af8526ea-8728-4d59-a180-aa45dcce7852	117954619	117971127	rev
chr12	120332985	120337355	35213070-a511-4e07-935d-10fd5f64fcdb	120324844	120337363	fwd
chr12	122247056	122250991	fc794f88-0184-4663-91d2-2db96c640084	122247049	122254734	rev
chr12	124202473	124206961	e4f1a0d5-ffca-4041-a97e-ab92412eb198	124196738	124244872	fwd
chr12	125651446	125661839	de19f1c4-c093-478b-800c-c436aa291bbf	125628660	125661845	rev
chr12	126318873	126319844	a7bb2809-44c1-46c2-b01c-06e0860489e0	126305041	126322605	rev
chr12	127104858	127111787	bcd3a9b3-d5a8-4007-b880-7b64bee94df0	127089619	127135177	fwd
chr12	130008875	130014591	5d91ca78-c795-4be9-a99d-6a2fcb25f949	130008854	130017658	rev
chr12	130464059	130478098	0a6c20c8-dcea-4afb-856d-1bdb8e6e605f	130455790	130478110	rev
chr13	23295152	23298961	41a4a330-a874-414d-8ea3-8f0905721d39	23291674	23309656	fwd
chr13	26271434	26280364	034ed652-bd47-40ab-ad31-e9b54f210285	26271425	26286893	fwd
chr13	27311561	27316559	095c2bfe-5990-40ab-8ab0-7bac520347f4	27308265	27327742	fwd
chr13	29648889	29658464	aec0a228-10e1-4e23-a44a-57282e1a9848	29635263	29665893	fwd
chr13	33240263	33241423	8f08cc41-ffa0-4756-93dc-29262f70f436	33233847	33241427	rev
chr13	34180081	34189629	a03d900a-bccb-457d-b8a7-c89d677c171e	34167559	34195395	rev
chr13	37815461	37817432	30019334-5aeb-4594-9159-be0a5d164f32	37808269	37817611	rev
chr13	44318867	44326992	5989d6e2-f7c3-4d59-8d90-2930cc42baac	44317904	44330422	fwd
chr13	46931639	46942256	83cb3b8b-cc6a-4051-857d-ce5e0ee5e1de	46926449	46942269	rev
chr13	48968322	48969588	f21e4ce8-6ada-4aba-b1c0-4265e19eb939	48958836	48969593	fwd
chr13	61085342	61090190	4866d665-c068-48dc-9079-89b148d59348	61080906	61117139	rev
chr13	61192665	61198326	fc1fde21-4d19-42d3-b657-9f5b8af6fd69	61176790	61198334	fwd
chr13	63452813	63462756	0f1fc64f-0e80-4b85-abd6-f8a8812be152	63434065	63463154	fwd
chr13	64620759	64623056	a618093c-6bf3-4dd7-9997-4f727c19538e	64592416	64623160	rev
chr13	72305589	72309149	e08d3c8e-6a07-4d8b-99f8-b757a103571f	72295621	72331298	rev
chr13	74381623	74387342	45787cea-8ba0-4691-9911-2e08a17cf635	74381609	74403147	fwd
chr13	74714133	74718048	7515a5d8-d54e-4006-909d-af7cfff2c01f	74709125	74726496	fwd
chr13	75929400	75932437	a28dd205-c992-4b9f-9abc-265055084619	75918279	75932443	fwd
chr13	76814523	76818385	bdde1148-2787-41ec-984b-dd9c2940f24a	76814516	76824021	fwd
chr13	77368297	77369383	a509294f-3005-43b4-a9ba-3a2ba401ad6b	77367156	77388371	fwd
chr13	77381315	77387709	a509294f-3005-43b4-a9ba-3a2ba401ad6b	77367156	77388371	fwd
chr13	78033291	78042908	36337a9f-7a5d-44ad-8ac8-37f9e5d9da7f	78008093	78094616	rev
chr13	78075409	78089511	36337a9f-7a5d-44ad-8ac8-37f9e5d9da7f	78008093	78094616	rev
chr13	80706149	80710089	e22cb007-8d40-4a3d-bef6-24dd4661de4d	80697853	80724276	fwd
chr13	81761162	81762936	27061595-ca0d-4408-bcb4-864cc1f5196e	81751715	81765043	fwd
chr13	85734072	85746929	29937f27-5bf9-4885-bd0d-24e5802eecf6	85732897	85751792	fwd
chr13	87453095	87456652	a7af6046-f44c-4cdb-8f26-37fc761ca29c	87453087	87463618	rev
chr13	91108253	91119534	8ff83b9d-9a91-43cb-baf0-cde45b1c9a3c	91103116	91141487	rev
chr13	95610953	95620590	53e28d0a-becf-4274-bb2b-bb7adbf883c3	95599560	95624081	rev
chr13	96522575	96529620	a33fb397-ee3b-4efc-ae8c-1da7c812b8d4	96509914	96529626	fwd
chr13	100486209	100488519	a2adb713-c0c5-4d50-8aa4-b3d11ad88033	100465598	100488524	rev
chr13	100695777	100700143	4cd4ea83-7b51-41d6-8718-c9a1881e76bd	100686150	100700147	rev
chr13	105145384	105152059	667fdeae-e849-4d16-8917-4ead3096b6b5	105144799	105162048	rev
chr13	106208088	106220974	2d7aea83-c57d-47e3-baf5-4c130879f05c	106205031	106226113	fwd
chr13	106411865	106428046	1128546e-f052-4d93-bed0-14c12e97fe95	106402048	106432837	fwd
chr13	106819721	106823537	0040a517-78a4-43c2-bd65-0573bf7a5975	106819715	106824875	rev
chr13	111163496	111167248	408e6946-917c-4093-8f81-310555d42edc	111157522	111167255	fwd
chr14	19278903	19288259	d66bbf02-cc0c-47a1-9289-67b42e7abbe7	19269183	19290053	fwd
chr14	20054937	20063476	32b02fb9-80fc-45b0-af24-8dddf244d091	20054931	20073607	rev
chr14	20526763	20531594	39448804-892c-446f-9d10-7a94bd690876	20520002	20531620	rev
chr14	23859527	23863216	953fd4c0-dae3-4b3b-92d9-280d23ac5cb9	23859515	23865438	rev
chr14	24065932	24070565	c3b975ee-f614-4642-ab20-5b64212f4186	24065923	24072823	rev
chr14	25069002	25081448	5694754c-bafb-42bb-90da-afadb67c39cf	25066007	25087594	rev
chr14	26829473	26832814	b5e9d030-271f-4cb0-a4f6-d1d4c6cefbcb	26818133	26832821	fwd
chr14	27140692	27145656	fa44fc52-f2ad-4f54-9554-b7d201289d62	27131911	27145664	rev
chr14	27352413	27369868	dbadd6ff-ca9e-46cb-bdf5-ce345f6dac7f	27340364	27369873	rev
chr14	27701420	27703141	e0d49064-35fa-4a6d-b786-609c6be2ef5e	27687332	27705387	rev
chr14	32218634	32221401	4d38cbdd-b3bb-467f-ac9c-b31f3628ff57	32218629	32237392	fwd
chr14	32934251	32945579	40448ea0-6e69-4023-a733-9b5abd3e7db4	32928960	32947300	fwd
chr14	35556049	35560569	3d05c9f1-4653-4000-8f5a-40eb73381e9d	35533149	35561229	rev
chr14	35585552	35595356	cc07b5f9-742f-4d68-8384-f926fdcfcc34	35585408	35598286	fwd
chr14	36564068	36575265	f2c940e7-181b-4f39-895c-9bc8f69972d9	36564059	36583808	fwd
chr14	37509631	37513650	d7b8e37c-3e98-4868-b88a-b72ee8a98f5a	37497586	37513657	rev
chr14	38200003	38209291	403c0c22-6f8c-4fd2-b03f-46c8216104a6	38196493	38209296	fwd
chr14	39292831	39302632	75f7d6f2-1a8f-45fd-905b-b3e1a7f371fa	39244619	39302637	fwd
chr14	40131228	40136930	2bf6b65b-78eb-46da-8c53-1282a4dcf4b5	40131224	40150313	fwd
chr14	40285280	40292930	cc803de5-28cc-4c72-9c55-9955a4bca94d	40280715	40292934	rev
chr14	40693368	40710832	d777402c-5a70-4c0f-9a01-c761cff820eb	40693361	40717077	rev
chr14	41128861	41144901	55d6003e-5951-4f0b-be65-46529b8725e5	41126924	41149100	rev
chr14	42023984	42025327	ffb24e15-1505-4962-86a0-aefbdc2e6521	41981825	42025331	rev
chr14	47835919	47842109	316b50fb-d44b-4132-9bee-cf9b1778aeb0	47834837	47884871	rev
chr14	49290707	49303036	5c3e1f65-8577-4beb-820e-80e05a900bc6	49290699	49326153	rev
chr14	50626517	50642455	cf8796ff-6906-46e9-9dc7-dedd383c9e88	50621760	50642460	fwd
chr14	51262108	51265460	ee16b98c-3576-43b4-ada5-b84ecd38ece3	51255179	51265468	rev
chr14	51873674	51876876	d4c17054-7e71-4a40-a8f4-4ab5179a62f9	51873398	51884955	fwd
chr14	52153148	52161316	90a306b6-f9a4-4aba-898f-9131d5ac6182	52152524	52166676	rev
chr14	52332719	52343008	04ef84f8-ed93-4e22-893e-8982ea5b377d	52327446	52355287	rev
chr14	54932748	54938527	8e8301c0-0c92-43f4-8617-cbe69a25d26f	54905695	54938547	fwd
chr14	55295326	55298758	24d3bb60-d973-43ac-8358-a77e126117af	55295319	55306851	rev
chr14	57614281	57624548	df9b0b66-25d4-4489-9077-61dde1d048e2	57606717	57624554	rev
chr14	57637402	57638922	794e5fe3-d872-4ce0-82e6-6f407342e47f	57633454	57638930	fwd
chr14	57846393	57853019	3157d393-5bfc-40a8-af1f-c739c4205469	57846385	57861544	fwd
chr14	58145963	58161668	7b71ec61-100a-4228-ad9b-9993d46dc47c	58145959	58166738	fwd
chr14	58284831	58294212	0a860248-0061-46cb-aea9-e4d8675c3965	58240183	58294342	rev
chr14	61562836	61569451	8395ceff-caca-43c8-b497-d26853146299	61555950	61593784	fwd
chr14	61591895	61600888	527d31b3-e17b-44fe-b245-6a6cbbd2977d	61581896	61600893	fwd
chr14	66029830	66035029	a258862c-a955-4ce7-b486-450aba2648a8	66018176	66035034	fwd
chr14	66147797	66151736	46887ef3-0be4-4e7a-b010-b7be39341443	66136189	66183987	rev
chr14	66539440	66541726	6c3ecb1c-146d-4d33-b75b-d939f4b7b1b9	66506622	66541731	fwd
chr14	67029002	67035507	bae09d13-6118-46ce-b97e-e6cddf98be7b	67018327	67050178	rev
chr14	67499155	67503695	8736373d-cb31-4eea-a73b-1a59ef04cedb	67492612	67503704	rev
chr14	69936282	69941390	ba84bec7-88f7-40ef-82f5-4a681346861c	69923155	69941397	rev
chr14	74354318	74359018	9aa4650a-5ad3-44de-80e9-975f248202e2	74346268	74362227	rev
chr14	77452274	77459980	7cddc99e-5acf-4e0d-a157-1ef616fdff37	77452268	77462191	rev
chr14	78380586	78384971	1e4e8582-504a-431c-8157-dd73ddb4966c	78374294	78384989	fwd
chr14	80848402	80851622	01dad3da-0bc3-4cf3-a183-66bb859f3b28	80848398	80856045	fwd
chr14	82576875	82580434	f5cc989c-e46b-4d2c-80da-041d3877f1ae	82563292	82591807	fwd
chr14	82577670	82584591	ba019fd8-9fa2-44ed-8afd-24dbd597ec0e	82573608	82585343	fwd
chr14	84552989	84557867	e9047ed7-0adb-463d-8f9e-270f9ca0d642	84550938	84564276	rev
chr14	85877311	85878978	5248f2d0-a5a7-46f3-a5bc-6926221433a1	85861823	85880325	rev
chr14	86825245	86848707	5b94aaad-88fa-4f46-99a8-0e40ade10efd	86806187	86853043	rev
chr14	87566729	87572792	9b745a0f-8d6e-42d0-8758-305d61b2a361	87565298	87581168	rev
