sample	read_id	chromosome	EdU_bp	BrdU_bp	total_analogue_bp	EdU_segments	BrdU_segments
UWB_Cisp1	a48dff33-660c-43a8-8aca-854bbdfde361	chr10	1866	1417	3283	1	1
UWB_Cisp1	b0bf3b2c-2423-48cb-b3c3-9118f71e3bdd	chr10	1712	2667	4379	1	1
UWB_Cisp1	b8d7d44c-392a-4af3-950a-fea1595b347f	chr10	5746	1353	7099	2	1
UWB_Cisp1	c1e0b4d6-bb59-4d2d-97e6-cfbff8f57a50	chr10	3267	5336	8603	1	1
UWB_Cisp1	cc581710-f8eb-496f-a6f5-e27d239d92a7	chr10	1074	3835	4909	1	1
UWB_Cisp1	cf29c598-02eb-4760-a05f-bcda4eac9244	chr10	1957	1531	3488	1	1
UWB_Cisp1	d03ca7ed-36f3-4986-8ddd-80e595ab0bcc	chr10	1525	3593	5118	1	1
UWB_Cisp1	d22d5ffc-1ba1-4f48-9f79-1a8c314d24d4	chr10	2607	4463	7070	2	1
UWB_Cisp1	d4cc316b-6854-4bf5-a755-b99bf864c743	chr10	1834	1050	2884	1	1
UWB_Cisp1	d6e8e399-20d5-4b09-8555-64f390677f00	chr10	2182	3761	5943	1	1
UWB_Cisp1	e069bf96-bb9a-4028-94ff-daffb9495af5	chr10	3555	1004	4559	2	1
UWB_Cisp1	e090b315-f9b9-460d-bd87-24c93c0092b1	chr10	2544	1157	3701	2	1
UWB_Cisp1	e1412143-b261-435b-a2fb-3e5179617e03	chr10	1410	4952	6362	1	1
UWB_Cisp1	e98f4bff-6f1b-4a3a-98bb-2c964fa11879	chr10	1760	2019	3779	1	1
UWB_Cisp1	09763430-d3dc-439c-843c-9e9d0f396f67	chr11	1211	4530	5741	1	1
UWB_Cisp1	1dc68e43-7fc8-4677-8a9b-a17fe591b8b4	chr11	1306	6637	7943	1	1
UWB_Cisp1	3331efc1-a118-4980-884d-84e9ca050d3a	chr11	1365	4614	5979	1	1
UWB_Cisp1	464d8392-4d9b-4848-bed4-a12138dea7aa	chr11	4935	2558	7493	1	1
UWB_Cisp1	49927feb-e1f1-41ad-8be7-4a1264a9e9e3	chr11	1077	7894	8971	1	1
UWB_Cisp1	55bd9709-fa40-4437-a3c3-0f4ac5f981d3	chr11	1567	3420	4987	1	1
UWB_Cisp1	57b203f2-c8f9-4f4a-89d0-90a2e822545a	chr11	2562	3131	5693	1	1
UWB_Cisp1	695e1acc-ffa8-49e9-b7c2-9baf73eeec2c	chr11	2002	2587	4589	1	1
UWB_Cisp1	6d21813b-2784-40af-8697-0ac289f448da	chr11	1538	4787	6325	1	1
UWB_Cisp1	7849fb17-e3bb-4935-9757-f125a4d18ee8	chr11	1913	2935	4848	1	1
UWB_Cisp1	e8718dc3-f231-49c2-981d-191f19b5f6e8	chr11	1410	4685	6095	1	1
UWB_Cisp1	ea9ad8e5-eee3-48a2-8844-72b949c0ee67	chr11	1018	7509	8527	1	1
UWB_Cisp1	ed1de73a-b2e1-4cca-8acc-9f8b7095a0c8	chr11	1204	1664	2868	1	1
UWB_Cisp1	029c9cc4-8917-49f3-bebf-6548b0d054f4	chr12	2434	1915	4349	1	1
UWB_Cisp1	3992a430-cdd5-484f-ade8-625859cef3f0	chr12	1620	5167	6787	1	1
UWB_Cisp1	4250489a-2a03-4a15-b33a-d3991a5b7233	chr12	2274	3465	5739	1	1
UWB_Cisp1	42b75f10-0b95-4d4e-bb69-e94d313a5a18	chr12	1063	3094	4157	1	1
UWB_Cisp1	96028461-421b-4964-bc0a-88a9203e796d	chr12	4595	3667	8262	1	1
UWB_Cisp1	a5ab7c90-ec84-4683-b373-c6edd44c661b	chr12	2774	7051	9825	1	1
UWB_Cisp1	accfef09-9215-4ca6-a038-647d899a8fe2	chr12	1485	3149	4634	1	1
UWB_Cisp1	b05572f3-ed74-4e3a-a353-949c4e650139	chr12	2448	1969	4417	1	1
UWB_Cisp1	b52d7458-5fde-4052-a635-ed939737a8dc	chr12	3896	5409	9305	1	1
UWB_Cisp1	d3966d02-556c-46e9-8199-e4f8429c330a	chr12	1133	2199	3332	1	1
UWB_Cisp1	e3e4431d-02d2-4590-ba52-74dabf56b30c	chr12	3332	3290	6622	1	1
UWB_Cisp1	e99052af-e671-4316-b3e8-e2cd062b878d	chr12	1766	13671	15437	1	1
UWB_Cisp1	fb0d0e03-d49f-4996-83af-a663ec31f2d8	chr12	3542	1625	5167	1	1
UWB_Cisp1	0fa2ad49-259f-4e3a-8737-12074b867fa3	chr13	3182	4684	7866	1	1
UWB_Cisp1	4586351a-f3c5-429c-862f-bba1f17d80b7	chr13	1482	6746	8228	1	1
UWB_Cisp1	569dd58e-a649-409e-8ef9-005e48261911	chr13	3688	7608	11296	1	1
UWB_Cisp1	6f63321e-9292-4172-bd84-5db5978fa5cc	chr13	1732	4780	6512	1	1
UWB_Cisp1	a9debbf4-d3b7-431c-8929-628dc294a533	chr13	2160	6091	8251	1	1
UWB_Cisp1	e3619a2d-50e6-4088-a9d6-6bbd2e3083f4	chr13	1784	1552	3336	1	1
UWB_Cisp1	fed3c8ec-d93f-4e5c-b583-9ae5691bf884	chr13	1793	1058	2851	1	1
UWB_Cisp1	2990ab42-5bb2-4f7e-b751-9dd3996393a0	chr14	1111	3886	4997	1	1
UWB_Cisp1	2d3493a0-ac0f-43b0-aad9-ae3c6fa18ad2	chr14	2242	3270	5512	1	1
UWB_Cisp1	7e5aeca6-56f2-4e28-a28a-2c1f0e4e80f3	chr14	2074	1102	3176	1	1
UWB_Cisp1	82c6ae26-301c-424d-a49b-51832a342270	chr14	1258	2250	3508	1	1
UWB_Cisp1	966cc99c-0db2-4d19-af48-a28da5929488	chr14	1580	9650	11230	1	1
UWB_Cisp1	a15e34e2-0678-4c87-a9ca-de19cd5c092f	chr14	2001	4678	6679	1	1
UWB_Cisp1	c4596a07-0922-4c53-9193-948d6da5cc55	chr14	2771	1309	4080	1	1
UWB_Cisp1	e1cef370-492d-43ea-855a-f7b2f9fc3a73	chr14	3198	2961	6159	1	1
UWB_Cisp1	f2b079ba-d6d1-43aa-9bfa-3a79abbdd6ff	chr14	6581	1262	7843	1	1
UWB_Cisp1	f73cb6cc-f9d5-47b9-ac83-b70e65b6a169	chr14	1130	8215	9345	1	1
UWB_Cisp1	008d21d0-81b3-4f85-abb3-974d7f971868	chr15	1433	5833	7266	1	1
UWB_Cisp1	04952cb2-ae61-46e4-b1e6-7cefc7f87bdc	chr15	1227	8440	9667	1	1
UWB_Cisp1	1767ed96-3a00-4068-a23c-b5a94334738d	chr15	3877	6196	10073	1	1
UWB_Cisp1	37c6eb16-b112-40ce-98fb-c3704403def0	chr15	1814	9503	11317	1	1
UWB_Cisp1	41ab24fe-2332-4f73-a501-318afb38cd2d	chr15	1269	5447	6716	1	1
UWB_Cisp1	4b2ad1e8-b8f0-4441-8119-2a8840290160	chr15	2584	3741	6325	1	1
UWB_Cisp1	4c1541ac-fd9c-4f5b-82bc-9f55d883c4e5	chr15	3664	1799	5463	1	1
UWB_Cisp1	4f4ccddf-f81e-41b9-b4f3-8cab4b7fd5ba	chr15	2207	2734	4941	1	1
UWB_Cisp1	524abb1f-e220-4a82-bf94-ad0bcf1853a6	chr15	1382	6329	7711	1	1
UWB_Cisp1	54fa0997-4df4-41e8-a2c3-01bde7f24cab	chr15	1357	3028	4385	1	1
UWB_Cisp1	6bfc2624-30ab-4029-8fc5-ba10f146e5bd	chr15	4479	3744	8223	1	1
UWB_Cisp1	6ead605c-7b3d-4531-aa92-251f08230577	chr15	3048	2200	5248	1	1
UWB_Cisp1	7a0fb5fa-af98-415a-9ab8-7989a8822af2	chr15	2285	9234	11519	1	1
UWB_Cisp1	811109bf-1c4b-402c-8f65-58882665e0d2	chr15	2317	1330	3647	1	1
UWB_Cisp1	9c9b9b4e-ec23-46b6-834a-bf7441856239	chr15	1026	4380	5406	1	1
UWB_Cisp1	bcb18a6d-26a3-44f5-b80a-e42499eae1d5	chr15	1168	6336	7504	1	1
UWB_Cisp1	d7de8118-395e-48fc-9ab7-75e2070a8a04	chr15	1897	3502	5399	1	1
UWB_Cisp1	16aca80b-4b07-49fc-8cc2-e45420b65667	chr16	1174	2291	3465	1	1
UWB_Cisp1	295a246a-e51a-475d-951a-5967231f22dd	chr16	1022	2231	3253	1	1
UWB_Cisp1	341a089d-6edc-48dc-85e4-fe57aed11be6	chr16	1787	2543	4330	1	1
UWB_Cisp1	35ed10ed-919e-4d3d-958f-98814fed4834	chr16	2851	2995	5846	1	1
UWB_Cisp1	3bf6c3f4-01db-47e1-acf5-87a0b33d40fa	chr16	2280	2317	4597	1	1
UWB_Cisp1	75474515-1f22-4d50-9974-6fcf4abc68aa	chr16	9713	2091	11804	2	1
UWB_Cisp1	769a7437-0698-4ce4-b7ec-90c763e57bfa	chr16	2602	4236	6838	1	1
UWB_Cisp1	7d26f6aa-1b6e-40ae-bae8-9dc1c4de9b46	chr16	1483	1538	3021	1	1
UWB_Cisp1	827c15dd-292a-4891-a612-6ed3d714233a	chr16	1974	12608	14582	1	1
UWB_Cisp1	9905319c-c85e-4c1a-9915-7a70f2611935	chr16	1184	3005	4189	1	1
UWB_Cisp1	a1851840-9061-4746-8a46-4feb1034bdf4	chr16	5287	1315	6602	1	1
UWB_Cisp1	a45e041f-8bbb-4844-8e3b-bd22b7838332	chr16	1101	4151	5252	1	1
UWB_Cisp1	b5ddc150-8a3f-4777-a4fb-c44d74ee18e3	chr16	4050	1196	5246	1	1
UWB_Cisp1	bde318ea-562b-4a73-ba93-101e49c576ef	chr16	2024	2275	4299	1	1
UWB_Cisp1	c3d770d0-2e5e-46e3-b112-54e4642c5ca8	chr16	2262	5805	8067	1	1
UWB_Cisp1	cc937f93-59bf-4313-abd2-74bf6ec27c68	chr16	8584	3219	11803	2	1
UWB_Cisp1	d0a6557a-4255-4494-baa3-3994a8cbd40a	chr16	9386	3070	12456	2	1
UWB_Cisp1	d7e49fb9-67ca-462d-bbd3-a0c189d02133	chr16	1298	6631	7929	1	1
UWB_Cisp1	dedaee74-ebc4-44fa-b1ca-96c4f33d9654	chr16	5205	3309	8514	2	1
UWB_Cisp1	ea80e1ae-788a-4efb-80f8-9fb167d14b4c	chr16	1414	4152	5566	1	1
UWB_Cisp1	ee6af0d2-e9cf-4c09-a801-2bf29096a074	chr16	1021	3260	4281	1	1
UWB_Cisp1	f0e543d1-17c6-43dc-9059-a0372f60f2fe	chr16	1647	2866	4513	1	1
UWB_Cisp1	f8fb20d3-1510-4d7c-b346-05c3fb5ace72	chr16	2620	3421	6041	1	1
UWB_Cisp1	67c2a630-b65d-434a-9053-b0a4e1d83544	chr17	7085	3097	10182	1	1
UWB_Cisp1	7c34f11f-7267-429a-9f7a-51239605b436	chr17	4142	2893	7035	1	1
UWB_Cisp1	87f64cc0-1a87-4c29-94e5-c6d6021fd48f	chr17	1456	3219	4675	1	1
UWB_Cisp1	8a4cbdce-d146-4c54-9634-34486579b3ff	chr17	1160	4618	5778	1	1
UWB_Cisp1	ae5dc0f0-f660-48be-a77b-757d53ef11a9	chr17	2089	1880	3969	1	1
UWB_Cisp1	ba3777e4-df9c-467f-9327-86a688c38134	chr17	1179	1746	2925	1	1
UWB_Cisp1	ceffae9c-b8c9-4fed-9b5d-d0476100016e	chr17	1278	1075	2353	1	1
UWB_Cisp1	d65fd61e-e103-4def-8e6c-5b6599a45a5e	chr17	2421	5702	8123	1	1
UWB_Cisp1	da4d0196-a6bc-4971-9569-ba384411d1e7	chr17	1013	7850	8863	1	1
UWB_Cisp1	167f1dcf-1fb9-473b-a16c-0d5480d86c9d	chr18	2059	3566	5625	1	1
UWB_Cisp1	1b09f00c-43a1-4844-968d-4beaef9aeb78	chr18	2083	2344	4427	1	1
UWB_Cisp1	362d427a-6716-4cd4-83ba-e31378e15571	chr18	1039	2629	3668	1	1
UWB_Cisp1	51228dcb-deed-4c38-964d-2a3ef7f7cd48	chr18	5881	3129	9010	1	1
UWB_Cisp1	56f6b0bc-c712-4175-89be-12d5d95888eb	chr18	3135	1267	4402	1	1
UWB_Cisp1	8844c659-84b0-4df0-ae87-372cc73fff1f	chr18	1167	1807	2974	1	1
UWB_Cisp1	ae2bebc2-aa02-4db9-b417-6a27616c7531	chr18	1133	9374	10507	1	1
UWB_Cisp1	b174323e-f3f9-4450-bedd-932741548f8a	chr18	1790	5034	6824	1	1
UWB_Cisp1	bbfa718d-58da-4462-81ac-7c8a5f571a19	chr18	3537	1648	5185	1	1
UWB_Cisp1	c2a57df3-e65a-4706-8e81-477d2c66f4b0	chr18	1034	3486	4520	1	1
UWB_Cisp1	d5c9beb3-3729-4660-b99d-e0e9bfb05694	chr18	1955	2838	4793	1	1
UWB_Cisp1	f57a35ee-8358-4956-afe1-b3ac77544fbc	chr18	1929	1939	3868	1	1
UWB_Cisp1	ff7f2be7-c091-4758-8908-cd485965d3ca	chr18	2060	1125	3185	1	1
UWB_Cisp1	080a8fce-89b1-495c-a91d-ac32feaa4702	chr19	1680	5822	7502	1	1
UWB_Cisp1	42151203-b288-4b4e-b800-37a053c5aabe	chr19	1061	7358	8419	1	1
UWB_Cisp1	773869cf-09d2-4981-af9a-0bb47c5fcd07	chr19	2010	2128	4138	1	1
UWB_Cisp1	7b7c55e6-e12b-44dc-b288-b86206baa3f7	chr19	2135	4090	6225	1	1
UWB_Cisp1	b20edb31-9573-430f-886f-795fcad7f0bd	chr19	1319	1009	2328	1	1
UWB_Cisp1	0148f6d3-0a44-4cff-8ef5-e84395783eb9	chr20	1944	4922	6866	1	1
UWB_Cisp1	0c27d3a5-2adf-4f58-b6f7-ac4fb4a4ff25	chr20	1776	2822	4598	1	1
UWB_Cisp1	0d333854-2492-4915-9fde-7c2a9be01520	chr20	1099	5677	6776	1	1
UWB_Cisp1	0ee802b6-c9a8-43c6-92f3-14992ebc6d44	chr20	2135	1573	3708	1	1
UWB_Cisp1	234764c5-9838-409f-8147-1d09801a9776	chr20	1616	1176	2792	1	1
UWB_Cisp1	270b3b72-f2b3-42f6-806f-4582c472bd73	chr20	1460	4704	6164	1	1
UWB_Cisp1	681abecc-0e9e-4794-8c40-99f9335cfa99	chr20	2263	5202	7465	1	1
UWB_Cisp1	6d8a591d-6ef4-443a-8557-821950e9878a	chr20	2295	2977	5272	1	1
UWB_Cisp1	733c9c35-3438-4055-bad8-754c12a0e631	chr20	2590	1073	3663	1	1
UWB_Cisp1	747fdbc4-3dbc-43c8-9d2d-8401b35313e3	chr20	1223	1195	2418	1	1
UWB_Cisp1	8404b65f-39dc-4dd3-8107-35c942ad6c9d	chr20	4286	2502	6788	1	1
UWB_Cisp1	8e0b4661-d9c4-489c-8883-67742906dbcd	chr20	1129	11654	12783	1	1
UWB_Cisp1	919f2a44-1622-4a21-a1c4-ba9757ce4c95	chr20	1292	4477	5769	1	1
UWB_Cisp1	9c3cff24-971c-4c8d-8214-4b6bea190184	chr20	4472	4022	8494	1	1
UWB_Cisp1	b452e204-7d46-4a59-853e-2d8f1ce46972	chr20	1984	1116	3100	1	1
UWB_Cisp1	b80d9651-a291-4c2b-af4a-5f12f5eabf2c	chr20	1775	1144	2919	1	1
UWB_Cisp1	b960a576-fe2d-4d07-ac5a-818bf457e1a0	chr20	1055	1439	2494	1	1
UWB_Cisp1	c3b5a2e2-5605-4f91-8cd2-101f93fcfddb	chr20	1106	6902	8008	1	1
UWB_Cisp1	d34b4690-21f8-4bba-a863-8b67b263e57c	chr20	2313	2774	5087	2	1
UWB_Cisp1	d5677972-051f-44cc-a495-1cb97b6f87e1	chr20	1067	4178	5245	1	1
UWB_Cisp1	e7ca9052-ce26-4883-b4bf-5fcaf9a7af48	chr20	4261	3725	7986	1	1
UWB_Cisp1	f09b651c-78e7-492b-83fb-59670be980b7	chr20	2881	4325	7206	1	1
UWB_Cisp1	f734f209-2aa7-43e3-b251-589dd43abdce	chr20	2345	3967	6312	1	1
UWB_Cisp1	fadd3513-29c3-41ba-ac03-e3cddab11b8f	chr20	1760	1176	2936	1	1
UWB_Cisp1	0c1e2065-b0e5-4a14-afdb-bfff529a67dd	chr21	3967	1234	5201	1	1
UWB_Cisp1	15eec87e-5e9f-4fbd-a456-46c48fe48e56	chr21	2788	7168	9956	1	1
UWB_Cisp1	69ebb14b-33ec-43e8-adf9-c705eddbc180	chr21	2875	5494	8369	1	1
UWB_Cisp1	8bc388b3-3099-4768-b078-fabd52ad90c3	chr21	3328	2416	5744	1	1
UWB_Cisp1	925e7a09-4810-495d-af30-8a649f1a46cf	chr21	1225	1065	2290	1	1
UWB_Cisp1	9c922d3d-1cdd-420d-a691-7a18e8b2658a	chr21	1397	4805	6202	1	1
UWB_Cisp1	c22fc3e5-bc04-48c8-8f22-52a38a2252d7	chr21	2845	5361	8206	1	1
UWB_Cisp1	9f101ffd-d1a9-4c89-87bf-a205bfc07bd9	chr22	5279	4498	9777	2	1
UWB_Cisp1	c385a57f-002d-4ef5-8ee3-5cca83797dc1	chr22	1768	9782	11550	1	1
UWB_Cisp1	e6b3d2ae-c957-49b6-a61f-bc6ac5d95bf0	chr22	3618	3583	7201	1	1
UWB_Cisp1	f1d01f16-9686-421f-b55f-209de81d5a21	chr22	1671	3380	5051	1	1
UWB_Cisp1	3e0dd996-7522-427c-a4af-8e4c3b761c93	chrX	2695	11895	14590	1	1
UWB_Cisp1	40959b7a-4bb9-4bee-b040-249a43b79ca5	chrX	1425	9561	10986	1	1
UWB_Cisp1	6eba1beb-df56-4579-b549-ff07b6bc71a5	chrX	4105	4483	8588	1	1
UWB_Cisp1	6efd07ed-f134-4d48-b214-a15f5f2a73d9	chrX	4881	5424	10305	1	1
UWB_Cisp1	6fe43130-61f9-40d5-85c6-2e47b4d66b7b	chrX	1015	7315	8330	1	1
UWB_Cisp1	a6311489-2db4-49f7-97fe-ff2cd8ce6126	chrX	2503	2657	5160	1	1
UWB_Cisp1	bce746fc-32c4-479d-ae8f-5386990675bd	chrX	1426	4046	5472	1	1
UWB_Cisp1	c564bd26-5304-4b0b-b773-cda384cbcf53	chrX	1281	2973	4254	1	1
UWB_Cisp1	c805ccfa-17a7-4478-bdba-f06284f68c8e	chrX	1137	1976	3113	1	1
UWB_Cisp1	cfbb99e4-ad13-4b37-8a4b-f8b3e1c9cfcf	chrX	1488	9377	10865	1	1
UWB_Cisp1	d688fc69-d012-426b-9c09-287c6770d163	chrX	1192	1809	3001	1	1
UWB_Cisp1	d6aa7e8c-98fd-4971-9f85-340d1820635e	chrX	1002	4547	5549	1	1
UWB_Cisp1	9bbe7047-bc18-49b2-a04a-453dcf92616d	chrY	2606	1641	4247	1	1
